timestamp, La_0, Lb_0, La_1, Lb_1, phi_0, theta_0, phi_1, theta_1
38240000, -0.002945487591915945, 0.009058311312822942, -0.07800674512433879, 0.04744650809019474, -1.2564110254144236, 0.009525171966644323, -0.5464533610901106, 0.09130292117367586
38250000, -0.002756530649200796, 0.009013881345554, -0.07793178150532647, 0.048178475290507124, -1.274018264173984, 0.009425949189960115, -0.5537042058265588, 0.09162165710088391
38260000, -0.00272097829124309, 0.009048673734063827, -0.07758233177275063, 0.04769341091961125, -1.2786931875301781, 0.009448926881236448, -0.5511914877992279, 0.09106964174983914
38270000, -0.0022050180180561013, 0.009085267836055752, -0.07777623046307647, 0.04744289534413927, -1.3326975205895901, 0.009349021131264023, -0.5477343422506308, 0.0911041730310996
38280000, -0.0020783545434642607, 0.009121958234106813, -0.0776869642259517, 0.04808133368449946, -1.346779591325122, 0.00935572977555079, -0.5542088792368726, 0.0913623503393191
38290000, -0.0017070098786199203, 0.009417513024436473, -0.07767955375926858, 0.04761957188286837, -1.391484077208343, 0.009570968304781737, -0.5499422926599756, 0.09111386666444776
38300000, -0.001495885597963005, 0.009393317442752727, -0.07803488821967725, 0.04760859864116951, -1.4128724505653707, 0.0095116815707064, -0.5478083466573648, 0.0914112818203174
38310000, -0.0013289842875229454, 0.009283245266177667, -0.0780982715563853, 0.04797315894358472, -1.4286030236317704, 0.009377891122661478, -0.5508436494461649, 0.09165568176125986
38320000, -0.0009050716258194242, 0.00931556651783404, -0.0780051673559242, 0.04793909509582459, -1.4739434034665915, 0.00935943022817383, -0.5510588788772984, 0.09155852212018417
38330000, -0.0007356502249435558, 0.009363550588453872, -0.07785701472833127, 0.04761184171386227, -1.4923920722460895, 0.009392404424639856, -0.5488537874771405, 0.09126117582955783
38340000, -0.0005721594062318419, 0.009389653715975608, -0.07816431137792205, 0.047317548863940385, -1.5099364870057939, 0.00940706985687223, -0.5443513711780982, 0.09137072837444243
38350000, -0.00034590104972866825, 0.009525416972007105, -0.07796051054177157, 0.047679490912632884, -1.5344987948400233, 0.009531695338543106, -0.5488944761125807, 0.0913847638155372
38355000, -0.00045734310388901477, 0.009297936014922297, -0.07778077710727271, 0.0476390471868988, -1.52164834355196, 0.00930917702336055, -0.5495443179755555, 0.09121035086154865
38370000, -0.00038055547766819295, 0.009253510965808304, -0.07735395136489227, 0.04787337901104067, -1.5296939656543938, 0.009261332931382923, -0.5541915935719309, 0.09096974337490937
38380000, -0.00023807545175771376, 0.009228783783765293, -0.07738160149853457, 0.04779374539164481, -1.5450049910906716, 0.009231854095912633, -0.5532870926580259, 0.09095138453613215
38390000, -0.0002014428934123873, 0.009309630647796547, -0.07731244863696873, 0.048022318360915056, -1.5491615841513984, 0.00931180981537419, -0.5558230992558495, 0.09101295388570249
38400000, -2.5291121827956254e-05, 0.009491696282119835, -0.07717534160124322, 0.047729432254806844, -1.568131780730401, 0.009491729976819338, -0.5538785391657803, 0.09074211841606288
38410000, -0.00021144085690430616, 0.0093504959600857, -0.07745847594229822, 0.0477090643383677, -1.5481873839566402, 0.00935288628903118, -0.5520510763486438, 0.09097236017245074
38420000, -6.525660924031336e-05, 0.009209307845462929, -0.07769070972127402, 0.04763553126686097, -1.563710504692081, 0.00920953904479234, -0.5500276166025293, 0.0911317190448603
38425000, -0.00015582660643480845, 0.009293086268484024, -0.07769563182447024, 0.047535630898102775, -1.5540298834413095, 0.00929439262807201, -0.5490643390353208, 0.09108373844701532
38450000, -0.0005165065478328964, 0.00925873073177574, -0.07778569067160614, 0.04773165556324222, -1.515068197285369, 0.009273126429499534, -0.5503815320717732, 0.09126294218392692
38460000, -0.0005770438066435626, 0.009496615762969224, -0.07825465083101238, 0.047470145987289734, -1.5101078445082798, 0.009514131095599915, -0.5452664858995292, 0.09152707324468681
38470000, -0.0008089054758798934, 0.009330055525406295, -0.0783991859943001, 0.04791608322813905, -1.4843136901565654, 0.009365055481740246, -0.5486001964895887, 0.09188244335287786
38480000, -0.0009794551430328717, 0.009339577075741876, -0.07831290809041824, 0.04810601440208992, -1.4663068028771051, 0.00939079508513186, -0.550853026232641, 0.0919081073422382
38490000, -0.0011603192228036132, 0.009172780494331132, -0.07819573957703069, 0.048095057803749765, -1.4449687076955806, 0.009245877064723998, -0.5514193699079804, 0.09180255047189503
38500000, -0.0012551363182389198, 0.009347758126116882, -0.0780132011327035, 0.04799548024337805, -1.4373232532922917, 0.009431646153336465, -0.5515374217470276, 0.09159489982943451
38510000, -0.0015251019215320853, 0.009372135250903078, -0.07800893946461479, 0.04796372276227386, -1.4094830136162655, 0.0094954123150225, -0.5512664364706571, 0.09157463260974734
38520000, -0.0018416826889049616, 0.00921323742858593, -0.07768486745627803, 0.04782725111415367, -1.373501459880472, 0.009395506321753441, -0.5518526993124729, 0.0912271044198806
38530000, -0.0018223982752317862, 0.009340310383471119, -0.07778505514313211, 0.04763100070175368, -1.378106017062876, 0.009516434917191742, -0.5494445901549169, 0.09120979679546799
38540000, -0.0021968431910000183, 0.009103298960173017, -0.07751807125814722, 0.04792982944318111, -1.3339999694525222, 0.009364623428848074, -0.5537706123720207, 0.09113901426960697
38550000, -0.002368123455520622, 0.009477273413039982, -0.07741563803014014, 0.04729963100004998, -1.325936331025866, 0.009768660094716237, -0.5484560476393895, 0.09072175099916541
38560000, -0.002395718219310468, 0.0093912522141949, -0.07747390061378978, 0.04789177367207679, -1.3210224757831273, 0.009692011346307676, -0.5536702737008447, 0.09108143203624328
38570000, -0.0026117625246017996, 0.009318856301499177, -0.07758334972567742, 0.04782240477558128, -1.2975405865814904, 0.009677932953523975, -0.5523913910231253, 0.09113812897561761
38580000, -0.0024785072220202767, 0.00952238444435359, -0.07753320926528344, 0.04818817704629752, -1.316163950324695, 0.009839654646158772, -0.5560904800364191, 0.09128800001106141
38590000, -0.0026958925429233097, 0.009600187976514211, -0.07759731535781707, 0.04782886974873567, -1.2970305131996842, 0.009971531767356384, -0.5523713735913438, 0.09115340987687753
38600000, -0.0024825330200848607, 0.009541025236161986, -0.0774833623767134, 0.04804737409898352, -1.3162450392987899, 0.009858708472862535, -0.5550674084181912, 0.0911713858785132
38610000, -0.002459643204305991, 0.009415755967916859, -0.07743853237188347, 0.04798760809572297, -1.3152799494615575, 0.009731716453938154, -0.5547691970464271, 0.0911017937620327
38620000, -0.0024083030701637946, 0.009170806308029923, -0.07732527892511472, 0.04800430468555134, -1.313989412693614, 0.009481751526862628, -0.5555805900248919, 0.09101435067718737
38630000, -0.00243169388470297, 0.009553713616315294, -0.07753823412087117, 0.0474622094879871, -1.3215599619992853, 0.009858325365470044, -0.5492789963895319, 0.09091116037134607
38640000, -0.0021179360230051745, 0.009318475303049517, -0.07787035265841159, 0.047802238401422295, -1.3473094472193192, 0.009556130753138886, -0.5505553297710171, 0.09137201879860049
38650000, -0.002088376118176421, 0.009299711538423586, -0.077541080362965, 0.04781295688466373, -1.3498973548173008, 0.009531314154347154, -0.5525465773904256, 0.09109718980248792
38660000, -0.0018804903356310926, 0.0093029877155245, -0.07766160521348728, 0.04812836515354288, -1.3713455351840846, 0.009491144522005852, -0.5547926590916912, 0.09136555399431623
38670000, -0.0017599508515881335, 0.0090194812893187, -0.07780068710251364, 0.047919994442382055, -1.3780900075151403, 0.00918958485070876, -0.5520524898908608, 0.09137435516041227
