0.16,0.183711,-0.0237108,pulling with,1956.74,-nan,1126.86,0
0.16,0.183736,-0.0237364,pulling with,1957.05,-nan,1126.28,0
0.16,0.183725,-0.0237248,pulling with,1956.91,-nan,1126.54,0
0.16,0.183704,-0.023704,pulling with,1956.65,-nan,1127.01,0
0.16,0.183726,-0.0237262,pulling with,1956.93,-nan,1126.51,0
0.16,0.1837,-0.0237001,pulling with,1956.61,171,1127.1,0
0.16,0.183683,-0.0236834,pulling with,1956.4,660.333,1127.48,0
0.16,0.183665,-0.023665,pulling with,1956.17,769,1127.9,0
0.16,0.183644,-0.0236435,pulling with,1955.91,961.833,1128.38,0
0.16,0.183546,-0.0235464,pulling with,1954.7,1247.33,1130.57,0
0.16,0.183554,-0.0235539,pulling with,1954.79,1545.67,1130.4,0
0.16,0.183518,-0.0235175,pulling with,1954.33,1592,1131.22,0
0.16,0.182967,-0.0229669,pulling with,1947.16,1705.17,1143.32,0
0.16,0.176101,-0.0161013,pulling with,1812.61,1717.33,1249.07,0
0.16,0.167511,-0.00751135,pulling with,1634.1,1784,1371.2,0
0.16,0.160935,-0.000934698,pulling with,1553.61,1810.17,1520.9,0
0.16,0.156445,0.00355511,pushing with,186.643,0,1638.21,0
0.16,0.15342,0.0065801,pushing with,345.455,0,1738.84,0
0.16,0.15206,0.00793966,pushing with,416.832,0,1793.11,0
0.16,0.151817,0.00818336,pushing with,429.626,0,1803.37,0
0.16,0.151687,0.00831252,pushing with,436.407,0,1808.86,0
0.16,0.15168,0.00831999,pushing with,436.8,285,1809.18,0
0.16,0.152691,0.00730898,pushing with,383.722,280,1767.26,0
0.16,0.156124,0.00387567,pushing with,203.473,261,1647.7,0
0.16,0.158246,0.00175368,pushing with,92.068,212,1588.48,0
0.16,0.15861,0.00138992,pushing with,72.9706,308,1579.01,0
0.16,0.158681,0.00131879,pushing with,69.2362,276,1577.17,0
0.16,0.158693,0.00130657,pushing with,68.5951,282,1576.85,0
0.16,0.158726,0.0012742,pushing with,66.8953,266,1576.02,0
0.16,0.158685,0.00131507,pushing with,69.0412,270,1577.07,0
0.16,0.158709,0.00129069,pushing with,67.7614,243,1576.44,0
0.16,0.158757,0.00124297,pushing with,65.2559,209,1575.22,0
0.16,0.158639,0.00136116,pushing with,71.4608,165,1578.26,0
0.16,0.158647,0.00135281,pushing with,71.0226,149,1578.05,0
0.16,0.158651,0.00134946,pushing with,70.8465,147,1577.96,0
0.16,0.158643,0.00135683,pushing with,71.2335,133,1578.15,0
0.16,0.158633,0.00136654,pushing with,71.7436,128,1578.4,0
0.16,0.158658,0.00134243,pushing with,70.4777,118,1577.78,0
0.16,0.158675,0.00132475,pushing with,69.5494,114,1577.32,0
0.16,0.158666,0.00133444,pushing with,70.0578,109,1577.57,0
0.16,0.158668,0.00133218,pushing with,69.9393,103,1577.51,0
0.16,0.158685,0.00131475,pushing with,69.0243,99,1577.06,0
0.16,0.1587,0.00130049,pushing with,68.2755,96,1576.7,0
0.16,0.158689,0.00131102,pushing with,68.8288,94,1576.97,0
0.16,0.158673,0.0013268,pushing with,69.657,92,1577.38,0
0.16,0.158669,0.00133145,pushing with,69.9011,91,1577.5,0
0.16,0.158664,0.00133578,pushing with,70.1286,90,1577.61,0
0.16,0.158681,0.00131913,pushing with,69.2544,88,1577.18,0
0.16,0.158671,0.00132933,pushing with,69.79,88,1577.44,0
0.16,0.158647,0.00135255,pushing with,71.0091,87,1578.04,0
0.16,0.158641,0.00135943,pushing with,71.3699,86,1578.22,0
0.16,0.158652,0.00134768,pushing with,70.753,86,1577.91,0
0.16,0.158661,0.00133875,pushing with,70.2842,85,1577.68,0
0.16,0.158659,0.00134113,pushing with,70.4091,85,1577.75,0
0.16,0.158678,0.00132216,pushing with,69.4133,84,1577.26,0
0.16,0.158653,0.00134702,pushing with,70.7186,84,1577.9,0
0.16,0.158666,0.00133378,pushing with,70.0236,84,1577.56,0
0.16,0.158652,0.00134751,pushing with,70.7445,84,1577.91,0
0.16,0.158639,0.00136131,pushing with,71.4687,84,1578.27,0
0.16,0.158673,0.00132657,pushing with,69.6452,84,1577.37,0
0.16,0.158679,0.00132079,pushing with,69.3417,84,1577.22,0
0.16,0.158677,0.00132314,pushing with,69.4647,84,1577.28,0
0.16,0.158656,0.00134358,pushing with,70.5379,84,1577.81,0
0.16,0.158667,0.00133347,pushing with,70.0073,84,1577.55,0
0.16,0.158661,0.00133889,pushing with,70.292,84,1577.69,0
0.16,0.158659,0.00134126,pushing with,70.4163,84,1577.75,0
0.16,0.158664,0.00133624,pushing with,70.1528,83,1577.62,0
0.16,0.158683,0.00131661,pushing with,69.122,83,1577.11,0
0.16,0.158684,0.00131579,pushing with,69.0791,84,1577.09,0
0.16,0.158679,0.00132146,pushing with,69.3767,83,1577.24,0
0.16,0.158678,0.00132227,pushing with,69.4193,83,1577.26,0
0.16,0.158646,0.00135425,pushing with,71.098,83,1578.08,0
0.16,0.158642,0.00135751,pushing with,71.2691,83,1578.17,0
0.16,0.15866,0.00133972,pushing with,70.3354,83,1577.71,0
0.16,0.158651,0.0013492,pushing with,70.833,83,1577.95,0
0.16,0.158645,0.00135466,pushing with,71.1199,83,1578.09,0
0.16,0.158622,0.0013783,pushing with,72.3605,83,1578.71,0
0.16,0.158671,0.00132935,pushing with,69.7907,83,1577.44,0
0.16,0.158665,0.00133539,pushing with,70.1078,83,1577.6,0
0.16,0.158676,0.00132408,pushing with,69.5142,83,1577.31,0
0.16,0.158669,0.00133124,pushing with,69.8903,83,1577.49,0
0.16,0.158665,0.00133499,pushing with,70.0869,83,1577.59,0
0.16,0.158682,0.00131822,pushing with,69.2063,83,1577.15,0
0.16,0.158678,0.00132163,pushing with,69.3857,82,1577.24,0
0.16,0.158649,0.00135105,pushing with,70.9299,83,1578,0
0.16,0.158644,0.00135626,pushing with,71.2034,83,1578.14,0
0.16,0.158654,0.00134582,pushing with,70.6554,82,1577.87,0
0.16,0.158659,0.00134056,pushing with,70.3793,82,1577.73,0
0.16,0.158644,0.00135604,pushing with,71.192,82,1578.13,0
0.16,0.158645,0.00135466,pushing with,71.1198,82,1578.09,0
0.16,0.158643,0.00135727,pushing with,71.2568,82,1578.16,0
0.16,0.158652,0.00134759,pushing with,70.7485,82,1577.91,0
0.16,0.158666,0.00133413,pushing with,70.0419,82,1577.56,0
0.16,0.158643,0.00135694,pushing with,71.2394,82,1578.15,0
0.16,0.158672,0.00132844,pushing with,69.7432,82,1577.42,0
0.16,0.158689,0.00131073,pushing with,68.8133,82,1576.96,0
0.16,0.158665,0.00133509,pushing with,70.0922,82,1577.59,0
0.16,0.158664,0.00133648,pushing with,70.1654,82,1577.63,0
0.16,0.158664,0.00133551,pushing with,70.1144,82,1577.6,0
0.16,0.158667,0.00133319,pushing with,69.9923,82,1577.54,0
0.16,0.158655,0.00134518,pushing with,70.6222,82,1577.85,0
0.16,0.158632,0.00136837,pushing with,71.8395,82,1578.45,0
0.16,0.158639,0.00136121,pushing with,71.4633,82,1578.26,0
0.16,0.158657,0.00134329,pushing with,70.5229,82,1577.8,0
0.16,0.158662,0.00133798,pushing with,70.2442,81,1577.66,0
0.16,0.158654,0.00134554,pushing with,70.6408,81,1577.86,0
0.16,0.158648,0.00135242,pushing with,71.0021,81,1578.04,0
0.16,0.15865,0.00134981,pushing with,70.8652,81,1577.97,0
0.16,0.158682,0.00131827,pushing with,69.2092,81,1577.16,0
0.16,0.158668,0.00133194,pushing with,69.9268,81,1577.51,0
0.16,0.158654,0.00134578,pushing with,70.6533,81,1577.87,0
0.16,0.158674,0.00132599,pushing with,69.6146,81,1577.35,0
