0.16,0.198622,-0.038622,pulling with,1930.02,-nan,578.246,0
0.16,0.198612,-0.0386124,pulling with,1931.34,-nan,579.909,0
0.16,0.198634,-0.038634,pulling with,1928.33,-nan,576.142,0
0.16,0.198617,-0.0386169,pulling with,1930.72,-nan,579.131,0
0.16,0.198627,-0.0386271,pulling with,1929.29,-nan,577.345,0
0.16,0.198627,-0.0386272,pulling with,1929.28,479.6,577.325,0
0.16,0.198586,-0.0385863,pulling with,1934.94,694,584.422,0
0.16,0.198598,-0.0385982,pulling with,1933.3,869.167,582.362,0
0.16,0.197288,-0.0372884,pulling with,2059.79,1113,754.698,0
0.16,0.190348,-0.030348,pulling with,2039.56,1316.33,977.379,0
0.16,0.183877,-0.0238772,pulling with,1958.77,1435.83,1123.06,0
0.16,0.178838,-0.0188378,pulling with,1875.23,1472.17,1215.9,0
0.16,0.174218,-0.014218,pulling with,1767.4,1534,1269.77,0
0.16,0.169621,-0.00962144,pulling with,1669.13,1650.67,1332.38,0
0.16,0.164402,-0.00440183,pulling with,1592.55,1663.83,1438.48,0
0.16,0.160033,-3.32858e-05,pulling with,1544.21,1654.67,1543.05,0
0.16,0.157189,0.00281088,pushing with,147.571,0,1617.01,0
0.16,0.155972,0.00402827,pushing with,211.484,0,1652.3,0
0.16,0.15576,0.00423992,pushing with,222.596,0,1658.77,0
0.16,0.155748,0.00425201,pushing with,223.231,0,1659.15,0
0.16,0.155754,0.0042464,pushing with,222.936,0,1658.97,0
0.16,0.155826,0.00417363,pushing with,219.116,0,1656.73,0
0.16,0.155941,0.00405914,pushing with,213.105,150,1653.24,0
0.16,0.158609,0.00139066,pushing with,73.0098,184,1579.02,0
0.16,0.158609,0.00139066,pushing with,73.0098,184,1579.02,0
0.16,0.15896,0.0010397,pushing with,54.5844,177,1570.01,0
0.16,0.15879,0.00121032,pushing with,63.5419,176,1574.38,0
0.16,0.158892,0.00110809,pushing with,58.1747,174,1571.76,0
0.16,0.158922,0.00107833,pushing with,56.6124,174,1571,0
0.16,0.158777,0.00122349,pushing with,64.2332,174,1574.72,0
0.16,0.158961,0.00103891,pushing with,54.5428,173,1569.99,0
0.16,0.158904,0.00109615,pushing with,57.5478,143,1571.45,0
0.16,0.158903,0.00109682,pushing with,57.5833,118,1571.47,0
0.16,0.158954,0.00104644,pushing with,54.9383,111,1570.18,0
0.16,0.158958,0.00104215,pushing with,54.7129,109,1570.07,0
