0.200142,0.2005,-0.000358332,24577190000,0
0.200138,0.199924,0.000213251,24579200000,100
0.20013,0.199906,0.00022409,24581200000,200
0.199646,0.20009,-0.000443981,24583200000,300
0.199225,0.20018,-0.000954724,24585210000,400
0.199026,0.199926,-0.000899775,24587210000,500
0.198455,0.199138,-0.000682524,24589220000,600
0.197325,0.197673,-0.00034876,24591220000,700
0.195208,0.195448,-0.000239223,24593220000,800
0.192524,0.192426,9.71314e-05,24595230000,900
0.188873,0.18863,0.000242546,24597230000,1000
0.184208,0.184132,7.67243e-05,24599230000,1100
0.17862,0.179058,-0.000438047,24601230000,1200
0.173078,0.173589,-0.000510111,24603230000,1300
0.166423,0.167957,-0.00153329,24605240000,1400
0.161065,0.162449,-0.00138336,24607240000,1500
0.157686,0.157404,0.000281735,24609240000,1600
0.155523,0.153216,0.00230676,24611240000,1700
0.151828,0.150331,0.00149695,24613250000,1800
0.149527,0.149248,0.000278912,24615260000,1900
