0.199007,0.199138,-0.000130636,16615880000,600
0.198982,0.197673,0.00130831,16620080000,700
0.19636,0.195448,0.00091225,16624279999,800
0.194573,0.192426,0.00214669,16628480000,900
0.191935,0.18863,0.00330482,16632689999,1000
0.189105,0.184132,0.00497345,16636890000,1100
0.185047,0.179058,0.00598878,16641099999,1200
0.181086,0.173589,0.00749753,16645300000,1300
0.174867,0.167957,0.00691072,16649509999,1400
0.170111,0.162449,0.00766184,16653720000,1500
0.164864,0.157404,0.00745928,16657930000,1600
0.159586,0.153216,0.0063697,16662130000,1700
0.156378,0.150331,0.006047,16666330000,1800
0.154553,0.149248,0.00530503,16670540000,1900
