0,140445364942600,0
0.200413,3370430000,20
0.200419,3370440000,40
0.200417,3370450000,60
0.200403,3370460000,80
0.200426,3370470000,100
0.200406,3370480000,120
0.20041,3370490000,140
0.200437,3370500000,160
0.200443,3370510000,180
0.200427,3370520000,200
0.200412,3370530000,220
0.200337,3370540000,240
0.200329,3370550000,260
0.200355,3370560000,280
0.200385,3370570000,300
0.200375,3370580000,320
0.200383,3370590000,340
0.200356,3370600000,360
0.200409,3370610000,380
0.200372,3370620000,400
0.200386,3370630000,420
0.200367,3370640000,440
0.200427,3370650000,460
0.200384,3370660000,480
0.200411,3370670000,500
0.200368,3370680000,520
0.20046,3370690000,540
0.200425,3370700000,560
0.200412,3370710000,580
0.200372,3370720000,600
0.200404,3370730000,620
0.200401,3370740000,640
0.200366,3370750000,660
0.20039,3370760000,680
0.200381,3370770000,700
0.200313,3370780000,720
0.200385,3370790000,740
0.200392,3370800000,760
0.198286,3370810000,780
0.196451,3370820000,800
0.196373,3370830000,820
0.196402,3370840000,840
0.196443,3370850000,860
0.196406,3370860000,880
0.196392,3370870000,900
0.196422,3370880000,920
0.196429,3370890000,940
0.196394,3370900000,960
0.196383,3370910000,980
0.196396,3370920000,1000
0.196377,3370930000,1020
0.196386,3370940000,1040
0.19552,3370950000,1060
0.191625,3370960000,1080
0.188371,3370970000,1100
0.186087,3370980000,1120
0.184019,3370990000,1140
0.182431,3371000000,1160
0.181296,3371010000,1180
0.180075,3371020000,1200
0.178816,3371030000,1220
0.177721,3371040000,1240
0.176725,3371050000,1260
0.175447,3371060000,1280
0.173976,3371070000,1300
0.172694,3371080000,1320
0.171522,3371090000,1340
0.170238,3371100000,1360
0.169412,3371110000,1380
0.168113,3371120000,1400
0.166978,3371130000,1420
0.165928,3371140000,1440
0.165059,3371150000,1460
0.16431,3371160000,1480
0.163659,3371170000,1500
0.162936,3371180000,1520
0.162104,3371190000,1540
0.161305,3371200000,1560
0.160604,3371210000,1580
0.160061,3371220000,1600
0.159454,3371230000,1620
0.158903,3371240000,1640
0.158194,3371250000,1660
0.157541,3371260000,1680
0.157059,3371270000,1700
0.156486,3371280000,1720
0.155929,3371290000,1740
0.155418,3371300000,1760
0.154977,3371310000,1780
0.154538,3371320000,1800
0.154095,3371330000,1820
0.153621,3371340000,1840
0.153151,3371350000,1860
0.152606,3371360000,1880
0.152174,3371370000,1900
0.151825,3371380000,1920
0.151535,3371390000,1940
0.151268,3371400000,1960
0.150995,3371410000,1980
