0,140471204120328,0
0.237449,4189740000,20
0.237451,4189750000,40
0.237452,4189760000,60
0.237453,4189770000,80
0.237456,4189779999,100
0.237459,4189790000,120
0.237459,4189790000,140
0.237463,4189810000,160
0.237459,4189819999,180
0.23746,4189830000,200
0.237461,4189840000,220
0.237458,4189850000,240
0.237461,4189859999,260
0.237462,4189870000,280
0.237454,4189880000,300
0.237457,4189890000,320
0.237459,4189899999,340
0.23746,4189910000,360
0.237458,4189920000,380
0.23746,4189930000,400
0.23746,4189939999,420
0.237463,4189950000,440
0.237462,4189960000,460
0.237467,4189970000,480
0.23746,4189979999,500
0.237459,4189990000,520
0.237461,4190000000,540
0.237461,4190010000,560
0.237462,4190020000,580
0.237464,4190029999,600
0.237463,4190040000,620
0.237453,4190050000,640
0.237452,4190060000,660
0.237453,4190069999,680
0.237449,4190080000,700
0.237373,4190090000,720
0.237371,4190100000,740
0.237454,4190109999,760
0.237469,4190120000,780
0.237462,4190130000,800
0.237468,4190140000,820
0.237468,4190149999,840
0.237473,4190160000,860
0.237479,4190170000,880
0.237476,4190180000,900
0.237476,4190189999,920
0.237474,4190200000,940
0.237394,4190210000,960
0.237397,4190220000,980
0.2374,4190229999,1000
0.237392,4190240000,1020
0.237397,4190250000,1040
0.237399,4190260000,1060
0.237479,4190270000,1080
0.237491,4190279999,1100
0.237466,4190290000,1120
0.237476,4190300000,1140
0.237477,4190310000,1160
0.237394,4190319999,1180
0.237399,4190330000,1200
0.237408,4190340000,1220
0.23741,4190350000,1240
0.237409,4190359999,1260
0.237487,4190370000,1280
0.237489,4190380000,1300
0.237492,4190390000,1320
0.23749,4190399999,1340
0.237497,4190410000,1360
0.237432,4190420000,1380
0.237508,4190430000,1400
0.237432,4190439999,1420
0.237434,4190450000,1440
0.23745,4190460000,1460
0.237458,4190470000,1480
0.237462,4190479999,1500
0.237481,4190490000,1520
0.237489,4190500000,1540
0.237468,4190510000,1560
0.237461,4190520000,1580
0.236539,4190529999,1600
0.233914,4190540000,1620
0.231345,4190550000,1640
0.229541,4190560000,1660
0.228398,4190569999,1680
0.227769,4190580000,1700
0.227334,4190590000,1720
0.226942,4190600000,1740
0.226624,4190609999,1760
0.22622,4190620000,1780
0.22575,4190630000,1800
0.225507,4190640000,1820
0.225421,4190649999,1840
0.225398,4190660000,1860
0.225349,4190670000,1880
0.225313,4190680000,1900
0.224879,4190689999,1920
0.223989,4190700000,1940
0.222875,4190710000,1960
0.221705,4190720000,1980
