0,140546043295496,0
0.125779,11620580000,30
0.125779,11620590000,60
0.125775,11620600000,90
0.125782,11620610000,120
0.12578,11620620000,150
0.12577,11620630000,180
0.125776,11620640000,210
0.125775,11620650000,240
0.126047,11620660000,270
0.129702,11620670000,300
0.13609,11620680000,330
0.14294,11620690000,360
0.148154,11620700000,390
0.154901,11620710000,420
0.161061,11620720000,450
0.165135,11620730000,480
0.168948,11620740000,510
0.172663,11620750000,540
0.175507,11620760000,570
0.179023,11620770000,600
0.182951,11620780000,630
0.186282,11620790000,660
0.191208,11620800000,690
