iteration,x,y,z,r,p0,p1,p2,p3,p4,p5,pxy1,pxy2,pxy3,pxy4
8,0.0574874841865219,-0.11308776103669971,-0.24192808660002918,0.12686076042019181,755.938,690.833,0,0,428.776,330.38,598.279,-410.521,85.2141,379.578
8,0.05775398825922459,-0.11124782688479909,-0.24259625780536645,0.12534592991572116,752.044,685.06,0,0,425.633,325.373,593.279,-409.514,86.8272,375.503
8,0.05806620659180205,-0.11014706123508734,-0.24316283551263398,0.12451529804280242,748.151,679.286,0,0,422.489,320.367,588.279,-408.507,88.4402,371.428
8,0.058333975374627346,-0.10830623210161378,-0.24384281134877467,0.12301663544031866,744.257,673.513,0,0,419.345,315.361,583.279,-407.501,90.0533,367.353
8,0.057812740966852565,-0.10715206788017677,-0.2444784915799158,0.12175335177767552,740.364,667.739,0,0,416.201,310.354,578.279,-406.494,91.6664,363.278
8,0.057009058005822066,-0.10647195207499943,-0.2450452603445997,0.12077379381874265,736.47,661.966,0,0,413.058,305.348,573.279,-405.487,93.2794,359.203
8,0.056159029500490634,-0.10551529470313302,-0.24567611039990467,0.11952955287595611,732.577,656.192,0,0,409.914,300.342,568.279,-404.481,94.8925,355.128
8,0.05577046329212082,-0.10451717142740462,-0.24616262508548192,0.1184659600856013,728.683,650.419,0,0,406.77,295.335,563.279,-403.474,96.5055,351.053
8,0.05575871491642634,-0.10288636723960265,-0.24692163046100954,0.11702409518083737,724.79,644.645,0,0,403.626,290.329,558.279,-402.467,98.1186,346.978
8,0.05592853954822319,-0.10150167155543097,-0.24750200527277613,0.11589042611252988,720.896,638.872,0,0,400.483,285.323,553.279,-401.461,99.7316,342.903
8,0.05587239650921533,-0.10039484684529791,-0.2479415765928916,0.11489495186810342,717.003,633.098,0,0,397.339,280.316,548.279,-400.454,101.345,338.828
8,0.05548329768582181,-0.0997906006059074,-0.24824034263465475,0.11417775742841181,713.11,627.325,0,0,394.195,275.31,543.279,-399.447,102.958,334.753
8,0.054594224164409295,-0.0991806560609023,-0.2487372730798736,0.11321365575223144,709.216,621.551,0,0,391.052,270.304,538.279,-398.44,104.571,330.678
8,0.05410514183817773,-0.0984128779871418,-0.249090726272691,0.11230521326742311,705.323,615.778,0,0,387.908,265.297,533.279,-397.434,106.184,326.602
8,0.053595293286954004,-0.09716871841664804,-0.24972135692804864,0.1109694340854654,701.429,610.004,0,0,384.764,260.291,528.279,-396.427,107.797,322.527
8,0.053612335986980814,-0.0958173227927548,-0.25023239931717367,0.10979636568280339,697.536,604.231,0,0,381.62,255.285,523.279,-395.42,109.41,318.452
8,0.05361304480815377,-0.09485346794034434,-0.25064166680790956,0.10895659206266978,693.642,598.457,0,0,378.477,250.278,518.279,-394.414,111.023,314.377
8,0.053456020907588025,-0.09375985955986868,-0.2511345681609345,0.10792801969812467,689.749,592.684,0,0,375.333,245.272,513.279,-393.407,112.636,310.302
8,0.05296066644107783,-0.09291512805252104,-0.2514537987213657,0.10694883454670973,685.855,586.91,0,0,372.189,240.266,508.279,-392.4,114.249,306.227
8,0.05240353465596581,-0.09246432702571403,-0.25173641734480295,0.10628161749219475,681.962,581.137,0,0,369.045,235.259,503.279,-391.394,115.862,302.152
8,0.051909868463837765,-0.09174629314221998,-0.2520749991231174,0.10541355107039654,678.068,575.363,0,0,365.902,230.253,498.279,-390.387,117.475,298.077
8,0.051692792880468685,-0.09058027808561939,-0.2524896855414258,0.10429252904139957,674.175,569.59,0,0,362.758,225.247,493.279,-389.38,119.088,294.002
8,0.05166690188234113,-0.08954604401196795,-0.25295724767527583,0.10338260370252225,670.282,563.816,0,0,359.614,220.24,488.279,-388.373,120.701,289.927
8,0.05167471867807818,-0.08852481541181778,-0.25332764008482034,0.10250326577312029,666.388,558.043,0,0,356.47,215.234,483.279,-387.367,122.314,285.852
8,0.05160708288822446,-0.08693324920533144,-0.25385595063939104,0.1010973828624081,662.495,552.269,0,0,353.327,210.227,478.279,-386.36,123.928,281.777
8,0.05141230395695035,-0.08578089209480605,-0.25429871362462564,0.10000793191913634,658.601,546.496,0,0,350.183,205.221,473.279,-385.353,125.541,277.702
8,0.05112776302036989,-0.08496902043989091,-0.25464266484626635,0.09916543039780396,654.708,540.722,0,0,347.039,200.215,468.279,-384.347,127.154,273.627
8,0.050757484609013644,-0.08397691974247803,-0.254973619759121,0.09812464162109767,650.814,534.949,0,0,343.895,195.208,463.279,-383.34,128.767,269.552
8,0.05059495613293426,-0.08314386646095964,-0.2552867364463396,0.09732806438109941,646.921,529.175,0,0,340.752,190.202,458.279,-382.333,130.38,265.477
8,0.050542063530914304,-0.081649803918276,-0.2557622089037477,0.09602703091242537,643.027,523.402,0,0,337.608,185.196,453.279,-381.327,131.993,261.402
8,0.05058302458878086,-0.08095394942702802,-0.2559689450478959,0.09545776188651722,639.134,517.628,0,0,334.464,180.189,448.279,-380.32,133.606,257.327
8,0.05050683088955339,-0.07976961471083056,-0.25633844401940986,0.09441467787171813,635.24,511.855,0,0,331.32,175.183,443.279,-379.313,135.219,253.252
8,0.05022945362726805,-0.07830166735877107,-0.25680951592474915,0.09302767933716022,631.347,506.081,0,0,328.177,170.177,438.279,-378.306,136.832,249.177
8,0.04993545032023263,-0.07736459637107247,-0.2571461394809225,0.09208056239154591,627.454,500.308,0,0,325.033,165.17,433.279,-377.3,138.445,245.102
8,0.049727866605760035,-0.07647890626699648,-0.2574577300837214,0.09122435980019974,623.56,494.534,0,0,321.889,160.164,428.279,-376.293,140.058,241.027
8,0.04965022124297707,-0.07538912480660302,-0.25770111830629144,0.09026995407433272,619.667,488.761,0,0,318.746,155.158,423.279,-375.286,141.671,236.952
8,0.049734299785294526,-0.07445125266370474,-0.25797551976617267,0.0895348513056695,615.773,482.987,0,0,315.602,150.151,418.279,-374.28,143.284,232.877
8,0.049655155130925555,-0.07344833868661016,-0.25825128388658763,0.08865829282644279,611.88,477.214,0,0,312.458,145.145,413.279,-373.273,144.897,228.802
8,0.049540212048925565,-0.0724298438209502,-0.25852880316065235,0.08775143808382714,607.986,471.44,0,0,309.314,140.139,408.279,-372.266,146.51,224.727
8,0.04926009765839117,-0.07150776224644037,-0.25897723796855215,0.08683269708357376,604.093,465.667,0,0,306.171,135.132,403.279,-371.259,148.123,220.651
8,0.049047912173940895,-0.07067761668284585,-0.25910021871059546,0.08602919962774214,600.199,459.893,0,0,303.027,130.126,398.279,-370.253,149.736,216.576
8,0.048905369798415116,-0.0699459387004107,-0.2592779211670938,0.08534734638992207,596.306,454.12,0,0,299.883,125.12,393.279,-369.246,151.349,212.501
8,0.04880207912187325,-0.06911364535119474,-0.2597470349424368,0.08460696720925706,592.413,448.346,0,0,296.739,120.113,388.279,-368.239,152.963,208.426
8,0.04881837520692932,-0.06817180925020923,-0.25998264276694866,0.08384884813932415,588.519,442.573,0,0,293.596,115.107,383.279,-367.233,154.576,204.351
8,0.04876134041197751,-0.06707210638037943,-0.2599654668449326,0.08292367438237216,584.626,436.799,0,0,290.452,110.101,378.279,-366.226,156.189,200.276
8,0.048652085199746765,-0.0664083721702109,-0.26041775173759923,0.0823231273007814,580.732,431.026,0,0,287.308,105.094,373.279,-365.219,157.802,196.201
8,0.048523237764344536,-0.0657877677424098,-0.26060014729864284,0.08174677356118935,576.839,425.252,0,0,284.164,100.088,368.279,-364.213,159.415,192.126
8,0.048295434438221686,-0.06478375485313659,-0.2608059148852616,0.0808046030894767,572.945,419.479,0,0,281.021,95.0817,363.279,-363.206,161.028,188.051
8,0.04825519856796796,-0.06361893076836819,-0.2611081197795316,0.07984943669772782,569.052,413.705,0,0,277.877,90.0754,358.279,-362.199,162.641,183.976
8,0.04829163913418682,-0.0625271004264104,-0.2613005992223653,0.07900456124807564,565.158,407.932,0,0,274.733,85.069,353.279,-361.192,164.254,179.901
8,0.04842406353246963,-0.06141494281018902,-0.26148730656638236,0.07820923941182041,561.265,402.158,0,0,271.589,80.0627,348.279,-360.186,165.867,175.826
8,0.04843413792532243,-0.060526738471395926,-0.2616549559457538,0.0775200089432007,557.371,396.385,0,0,268.446,75.0564,343.279,-359.179,167.48,171.751
8,0.04846794538019134,-0.059512545773443205,-0.26190428973755386,0.07675209986582376,553.478,390.611,0,0,265.302,70.05,338.279,-358.172,169.093,167.676
8,0.048342853085733044,-0.058138140180758524,-0.2621372274234493,0.07561134034089263,549.585,384.838,0,0,262.158,65.0437,333.279,-357.166,170.706,163.601
8,0.048268480529462796,-0.05737628427289391,-0.2623359480714726,0.07497922518662795,545.691,379.064,0,0,259.014,60.0373,328.279,-356.159,172.319,159.526
8,0.048246794341530376,-0.05650257664826403,-0.2625088982479126,0.07429868324625194,541.798,373.291,0,0,255.871,55.031,323.279,-355.152,173.932,155.451
8,0.04827969397449363,-0.05542058059485394,-0.2626667108292264,0.07350081362639095,537.904,367.517,0,0,252.727,50.0247,318.279,-354.146,175.545,151.376
8,0.04830293975657855,-0.05467839054019044,-0.2627714888166261,0.072958209827224,534.011,361.744,0,0,249.583,45.0183,313.279,-353.139,177.158,147.301
8,0.048343320111054494,-0.05311923324854248,-0.2627953025393621,0.0718242963089298,530.117,355.97,0,0,246.439,40.012,308.279,-352.132,178.771,143.226
8,0.04826682615072043,-0.052203057066680415,-0.2629742069329757,0.07109743788471538,526.224,350.197,0,0,243.296,35.0057,303.279,-351.125,180.385,139.151
8,0.048202343295291154,-0.05152392481358063,-0.2630762343927234,0.07055622387396175,522.33,344.423,0,0,240.152,29.9993,298.279,-350.119,181.998,135.076
8,0.048136788739958386,-0.05049221554424081,-0.26323754250125436,0.06976112284619176,518.437,338.65,0,0,237.008,24.993,293.279,-349.112,183.611,131.001
8,0.04810045160367075,-0.049664011157006194,-0.26337215514241324,0.06913875504144044,514.543,332.876,0,0,233.865,19.9866,288.279,-348.105,185.224,126.926
8,0.048108919193404744,-0.048754502006780144,-0.2635146022973186,0.06849430320754185,510.65,327.103,0,0,230.721,14.9803,283.279,-347.099,186.837,122.851
8,0.048101645756628224,-0.047915786069157515,-0.26362496519238054,0.06789470435255919,506.757,321.329,0,0,227.577,9.97396,278.279,-346.092,188.45,118.776
8,0.04807217975409794,-0.0471924245571848,-0.2636871530066755,0.06736512006888938,502.863,315.556,0,0,224.433,4.96762,273.279,-345.085,190.063,114.7
8,0.04798500252594952,-0.04695510908807964,-0.2638752497932991,0.06713674654679687,498.97,309.782,0,0.0387171,221.328,0,268.279,-344.079,191.676,110.625
8,0.04764456931147931,-0.04602818940281107,-0.26411394576668856,0.06624650333849633,495.076,304.009,0,5.04506,223.191,0,263.279,-343.072,193.289,106.55
8,0.04735608596282449,-0.04533990592769486,-0.26423180514383826,0.0655614669394351,491.183,298.235,0,10.0514,225.053,0,258.279,-342.065,194.902,102.475
8,0.04702480904992238,-0.04390701425550862,-0.2643253005648861,0.06433629276710852,487.289,292.462,0,15.0577,226.916,0,253.279,-341.058,196.515,98.4003
8,0.04696351093602,-0.04282272236052322,-0.2644729794288513,0.06355593528384368,483.396,286.688,0,20.0641,228.779,0,248.279,-340.052,198.128,94.3253
8,0.04683880514619635,-0.04131793892194996,-0.2647578235378982,0.06245835207785535,479.502,280.915,0,25.0704,230.641,0,243.279,-339.045,199.741,90.2502
8,0.046747023568253686,-0.04018475174585046,-0.2649838169727571,0.06164493884631971,475.609,275.141,0,30.0767,232.504,0,238.279,-338.038,201.354,86.1752
8,0.046543523331370504,-0.03938541853424253,-0.26510234123978277,0.060971392941405606,471.715,269.368,0,35.0831,234.366,0,233.279,-337.032,202.967,82.1001
8,0.04607794824641205,-0.03829978711049349,-0.26523698601204504,0.05991703436676544,467.822,263.594,0,40.0894,236.229,0,228.279,-336.025,204.58,78.0251
8,0.0460009884573823,-0.038045103635107956,-0.2653502855808012,0.05969523305643696,463.929,257.821,0,45.0958,238.092,0,223.279,-335.018,206.193,73.9501
8,0.04554879092956742,-0.03637486533438429,-0.2653236316423397,0.05829084991008482,460.035,252.047,0,50.1021,239.954,0,218.279,-334.012,207.806,69.875
8,0.04529173237522354,-0.03538340449495595,-0.26551289415298285,0.05747457120503416,456.142,246.274,0,55.1084,241.817,0,213.279,-333.005,209.42,65.8
8,0.04501515184203615,-0.0343105577039383,-0.26569394068030283,0.05660016135415914,452.248,240.5,0,60.1148,243.679,0,208.279,-331.998,211.033,61.725
8,0.04484440270584143,-0.033483295893825156,-0.2658968982779672,0.055965628362032414,448.355,234.727,0,65.1211,245.542,0,203.279,-330.991,212.646,57.6499
8,0.04469726984714136,-0.03258007813237958,-0.2660969732432071,0.055311006345031645,444.461,228.953,0,70.1275,247.405,0,198.279,-329.985,214.259,53.5749
8,0.04474025366808895,-0.03185065844978523,-0.26618378651749613,0.05491952969545372,440.568,223.18,0,75.1338,249.267,0,193.279,-328.978,215.872,49.4998
8,0.04488346074321092,-0.03125883830719496,-0.26643955530163466,0.054695886688147906,436.674,217.406,0,80.1401,251.13,0,188.279,-327.971,217.485,45.4248
8,0.044981363063772865,-0.03020057452669903,-0.26634805923527505,0.05417931085587609,432.781,211.633,0,85.1465,252.992,0,183.279,-326.965,219.098,41.3498
9,0.04489395372146206,-0.029114163043960795,-0.26652096621916854,0.05350795801088946,430.402,208.104,0,88.2058,254.131,0,180.224,-326.349,220.084,38.8595
9,0.04481714038634537,-0.028490025342914786,-0.26662910732931755,0.0531060977332106,424.894,207.089,0,84.9086,251.187,0,179.344,-321.349,217.534,40.6849
9,0.04445699533333593,-0.027194175851288485,-0.2668698164870534,0.052114754477969615,419.386,206.073,0,81.6114,248.243,0,178.464,-316.349,214.985,42.5104
9,0.04422287104939195,-0.02646104016531363,-0.26699882868111285,0.05153492961556744,413.878,205.057,0,78.3141,245.3,0,177.585,-311.349,212.436,44.3358
9,0.0441164497645105,-0.025922032622964344,-0.267208137719426,0.05116847579448313,408.37,204.042,0,75.0169,242.356,0,176.705,-306.349,209.887,46.1613
9,0.04389547138372896,-0.02517092799077129,-0.2670877151161836,0.05060027691541185,402.862,203.026,0,71.7196,239.413,0,175.826,-301.349,207.337,47.9867
9,0.04347605126111434,-0.024510559515836233,-0.26718762597097256,0.049909263278858286,397.355,202.01,0,68.4224,236.469,0,174.946,-296.349,204.788,49.8121
9,0.042688293142867734,-0.023983278736285623,-0.26734976712113784,0.04896415046126889,391.847,200.994,0,65.1252,233.525,0,174.066,-291.349,202.239,51.6376
9,0.041492828020225705,-0.023655067848178068,-0.26754009927963796,0.047762087601129155,386.339,199.979,0,61.8279,230.582,0,173.187,-286.349,199.69,53.463
9,0.0401307341233307,-0.02345602081238055,-0.26772038062089093,0.04648290797302045,380.831,198.963,0,58.5307,227.638,0,172.307,-281.349,197.141,55.2884
9,0.03880560960272205,-0.023265778055718653,-0.26790284486959404,0.04524568228214526,375.323,197.947,0,55.2335,224.695,0,171.427,-276.349,194.591,57.1139
9,0.03781578680364331,-0.02304928304376058,-0.2680435756432759,0.044286602719219643,369.815,196.932,0,51.9362,221.751,0,170.548,-271.349,192.042,58.9393
9,0.037196874247030984,-0.0227739245561517,-0.2681228022924665,0.04361489531615004,364.307,195.916,0,48.639,218.807,0,169.668,-266.349,189.493,60.7647
9,0.036605652454056385,-0.023143750637282988,-0.2684824150727098,0.04330827848284784,358.8,194.9,0,45.3417,215.864,0,168.789,-261.349,186.944,62.5902
9,0.035720558128243124,-0.022775449826520505,-0.26853416833215227,0.04236365644976303,353.292,193.885,0,42.0445,212.92,0,167.909,-256.349,184.394,64.4156
9,0.0345228309902654,-0.022754780078741235,-0.26873813112666706,0.041347380521797365,347.784,192.869,0,38.7473,209.977,0,167.029,-251.349,181.845,66.2411
9,0.03341466117564635,-0.021951363433878573,-0.2685596460267076,0.0399800192357316,342.276,191.853,0,35.45,207.033,0,166.15,-246.349,179.296,68.0665
9,0.03229306550807686,-0.022267523231415617,-0.26891977069484957,0.039226071314504306,336.768,190.837,0,32.1528,204.089,0,165.27,-241.349,176.747,69.8919
9,0.031492106522009546,-0.022012389302258975,-0.26900629477771826,0.03842262427252727,331.26,189.822,0,28.8556,201.146,0,164.39,-236.349,174.197,71.7174
9,0.03078209965652078,-0.021648592454915697,-0.26907851252109094,0.037632422384733744,325.752,188.806,0,25.5583,198.202,0,163.511,-231.349,171.648,73.5428
9,0.030163676717006274,-0.021571255618140266,-0.26912748539322184,0.03708323694111956,320.245,187.79,0,22.2611,195.259,0,162.631,-226.349,169.099,75.3682
9,0.029269383717790302,-0.021463097971763517,-0.2691651067283873,0.036295473516194374,314.737,186.775,0,18.9638,192.315,0,161.751,-221.349,166.55,77.1937
9,0.02798434157900654,-0.021378377837753086,-0.2692897523650327,0.03521588295903209,309.229,185.759,0,15.6666,189.371,0,160.872,-216.349,164,79.0191
9,0.026966889077306568,-0.02125982864679183,-0.26935616638962495,0.03433938585063377,303.721,184.743,0,12.3694,186.428,0,159.992,-211.349,161.451,80.8446
9,0.02631559398117828,-0.0210007464880671,-0.26942328554711814,0.033668113098869815,298.213,183.727,0,9.07212,183.484,0,159.113,-206.349,158.902,82.67
9,0.02547021475387108,-0.02091073926008383,-0.26957697676962555,0.032954375369767266,292.705,182.712,0,5.77488,180.541,0,158.233,-201.349,156.353,84.4954
9,0.024968197849391523,-0.021383638605012478,-0.2700452500995686,0.03287355934236723,287.197,181.696,0,2.47765,177.597,0,157.353,-196.349,153.804,86.3209
9,0.02425206274330592,-0.02048299168397775,-0.26961650526511427,0.03174453489391755,281.69,180.68,0,0,175.473,0.819592,156.474,-191.349,151.254,88.1463
9,0.023429342558113412,-0.020503825801870018,-0.26970630110607735,0.03113424104131744,276.182,179.665,0,0,175.827,4.11683,155.594,-186.349,148.705,89.9717
9,0.0228237391110737,-0.020361571364137254,-0.2696551970702246,0.03058621675570893,270.674,178.649,0,0,176.18,7.41407,154.714,-181.349,146.156,91.7972
9,0.022108078646361173,-0.020021968149650397,-0.2697282139262652,0.02982694000428649,265.166,177.633,0,0,176.534,10.7113,153.835,-176.349,143.607,93.6226
9,0.021467235136809176,-0.019806815514961537,-0.26986565345543706,0.029208767951811584,259.658,176.617,0,0,176.888,14.0085,152.955,-171.349,141.057,95.4481
9,0.02100528456174367,-0.019465483442768945,-0.2699236505984898,0.028637859996524514,254.15,175.602,0,0,177.241,17.3058,152.076,-166.349,138.508,97.2735
9,0.02055939437815817,-0.01922732989037697,-0.269969575291813,0.028149225778163516,248.642,174.586,0,0,177.595,20.603,151.196,-161.349,135.959,99.0989
9,0.019850961341682096,-0.019111776396870322,-0.27002881038271404,0.027555773682350612,243.135,173.57,0,0,177.948,23.9003,150.316,-156.349,133.41,100.924
9,0.019183949542455454,-0.01897204627824839,-0.2700463810994475,0.026980779455595336,237.627,172.555,0,0,178.302,27.1975,149.437,-151.349,130.86,102.75
9,0.01859655426033977,-0.01882305527800558,-0.27009724248544503,0.026460144375203526,232.119,171.539,0,0,178.656,30.4947,148.557,-146.349,128.311,104.575
9,0.0181335207354568,-0.018532516458898144,-0.27012736973095935,0.02592833856155408,226.611,170.523,0,0,179.009,33.792,147.677,-141.349,125.762,106.401
9,0.01728801625027441,-0.018253946027454664,-0.2701426011930363,0.025141242042567822,221.103,169.507,0,0,179.363,37.0892,146.798,-136.349,123.213,108.226
9,0.016390363233968936,-0.017987786641776315,-0.27015725676362756,0.024335251698133453,215.595,168.492,0,0,179.717,40.3865,145.918,-131.349,120.663,110.052
9,0.015395684523536273,-0.01765297812502825,-0.27030791222633743,0.02342338017091001,210.087,167.476,0,0,180.07,43.6837,145.039,-126.349,118.114,111.877
9,0.014692063547695184,-0.017511396700529203,-0.2703934280961451,0.022858384581873205,204.58,166.46,0,0,180.424,46.9809,144.159,-121.349,115.565,113.702
9,0.013679745608599468,-0.01721394783989396,-0.2704672505078621,0.021987620156592353,199.072,165.445,0,0,180.778,50.2782,143.279,-116.349,113.016,115.528
9,0.012884751576875169,-0.016872274141978366,-0.2704948412114974,0.021229471447020507,193.564,164.429,0,0,181.131,53.5754,142.4,-111.349,110.467,117.353
9,0.012310545774114145,-0.016607254282632645,-0.2705682611539488,0.020672455878888215,188.056,163.413,0,0,181.485,56.8726,141.52,-106.349,107.917,119.179
9,0.011749935099022588,-0.01654894136930435,-0.27058989585089127,0.020296020183176697,182.548,162.397,0,0,181.838,60.1699,140.64,-101.349,105.368,121.004
9,0.010777667884194172,-0.016280645629399078,-0.27064126540934763,0.019524793139289894,177.04,161.382,0,0,182.192,63.4671,139.761,-96.3494,102.819,122.83
9,0.009973800109155785,-0.016242914867437983,-0.27067489645085674,0.01906066557096666,171.532,160.366,0,0,182.546,66.7644,138.881,-91.3494,100.27,124.655
9,0.00922327301876998,-0.016019100183957916,-0.2707546616233723,0.01848459726048828,166.025,159.35,0,0,182.899,70.0616,138.001,-86.3494,97.7204,126.48
9,0.00860066695142302,-0.015713879727744986,-0.27079785260799016,0.017913611810780508,160.517,158.335,0,0,183.253,73.3588,137.122,-81.3494,95.1712,128.306
9,0.008064279923053278,-0.01542673215611577,-0.27081389648611226,0.01740737417573071,155.009,157.319,0,0,183.607,76.6561,136.242,-76.3494,92.6219,130.131
9,0.0075004191642649475,-0.015239493995000257,-0.270854531590681,0.016985242561215363,149.501,156.303,0,0,183.96,79.9533,135.363,-71.3494,90.0727,131.957
9,0.006797251940840469,-0.015120153860945928,-0.27086517665899756,0.016577746732470536,143.993,155.288,0,0,184.314,83.2505,134.483,-66.3494,87.5235,133.782
9,0.00631390322608433,-0.01510641793758552,-0.2708502124338809,0.016372820064160104,138.485,154.272,0,0,184.668,86.5478,133.603,-61.3494,84.9742,135.608
9,0.005407955499426716,-0.014923281463209068,-0.27087491748343695,0.0158729427742287,132.977,153.256,0,0,185.021,89.845,132.724,-56.3494,82.425,137.433
9,0.0047191144748145765,-0.01471509716811038,-0.2708950012781123,0.015453288520354967,127.47,152.24,0,0,185.375,93.1423,131.844,-51.3494,79.8757,139.259
9,0.004096967920060022,-0.014481911596275071,-0.2709220912903943,0.015050279386786389,121.962,151.225,0,0,185.728,96.4395,130.964,-46.3494,77.3265,141.084
9,0.003180677142754413,-0.014195002258047717,-0.2709426093699216,0.014546985811240079,116.454,150.209,0,0,186.082,99.7367,130.085,-41.3494,74.7773,142.909
9,0.002155520273047287,-0.013877197139103606,-0.27096435925506324,0.014043605950220306,110.946,149.193,0,0,186.436,103.034,129.205,-36.3494,72.228,144.735
9,0.0013938576459237642,-0.013625431083998338,-0.27095445263841383,0.013696540123764405,105.438,148.178,0,0,186.789,106.331,128.326,-31.3494,69.6788,146.56
9,0.0007453498091688012,-0.013391071102089763,-0.2709724892598216,0.01341179822392402,99.9303,147.162,0,0,187.143,109.628,127.446,-26.3494,67.1296,148.386
9,0.00028377567800043954,-0.013183891758766499,-0.27098762839713647,0.013186945459138589,94.4225,146.146,0,0,187.497,112.926,126.566,-21.3494,64.5803,150.211
9,-0.00018655800953639882,-0.013025480203817696,-0.270982158078415,0.013026816127932753,88.9146,145.13,0,0,187.85,116.223,125.687,-16.3494,62.0311,152.037
9,-0.0007597769657200286,-0.012814245139244885,-0.2709874938128365,0.012836749570132616,83.4068,144.115,0,0,188.204,119.52,124.807,-11.3494,59.4819,153.862
9,-0.0013910483523477944,-0.012545167462401152,-0.2709903583092542,0.012622053801907914,77.8989,143.099,0,0,188.558,122.817,123.927,-6.34941,56.9326,155.687
9,-0.0020312393351985085,-0.012206475239915816,-0.2709996192171169,0.012374327093605355,72.3911,142.083,0,0,188.911,126.115,123.048,-1.34941,54.3834,157.513
9,-0.0025519048488406313,-0.011916360775791364,-0.27100261088974215,0.0121865447316438,66.8832,141.068,0,0,189.265,129.412,122.168,3.65059,51.8342,159.338
9,-0.0030397916267222314,-0.01151793300214747,-0.2710156671981898,0.011912309338488839,61.3753,140.052,0,0,189.618,132.709,121.288,8.65059,49.2849,161.164
9,-0.003299555807021161,-0.011368923177103227,-0.27102044629992605,0.011838052319977388,55.8675,139.036,0,0,189.972,136.006,120.409,13.6506,46.7357,162.989
9,-0.004099979692364834,-0.011165084019917679,-0.2709974880972702,0.011894071407622588,50.3596,138.02,0,0,190.326,139.304,119.529,18.6506,44.1865,164.815
9,-0.005020340522822,-0.01091621917373637,-0.2709724049307512,0.012015309401515146,44.8518,137.005,0,0,190.679,142.601,118.65,23.6506,41.6372,166.64
9,-0.0057558680124928,-0.01095187249136321,-0.27102495458265224,0.01237228869871359,39.3439,135.989,0,0,191.033,145.898,117.77,28.6506,39.088,168.466
9,-0.006539067456798418,-0.010574753062286342,-0.27100744219108497,0.012433213805484665,33.8361,134.973,0,0,191.387,149.195,116.89,33.6506,36.5388,170.291
9,-0.006936975680661454,-0.010211301957541429,-0.2710071043173786,0.012344728399692634,28.3282,133.958,0,0,191.74,152.493,116.011,38.6506,33.9895,172.116
9,-0.007037528876312989,-0.009956623129484235,-0.2710071795052675,0.012192668158673047,22.8204,132.942,0,0,192.094,155.79,115.131,43.6506,31.4403,173.942
9,-0.00718552841229157,-0.009838784552216751,-0.2710035139940435,0.012183328774550426,17.3125,131.926,0,0,192.448,159.087,114.251,48.6506,28.8911,175.767
9,-0.007510585374956078,-0.009792995833786209,-0.27098820255990297,0.01234146101865813,11.8047,130.91,0,0,192.801,162.384,113.372,53.6506,26.3418,177.593
9,-0.007953650109937883,-0.00987730825176138,-0.2709636306848678,0.012681552285569317,6.2968,129.895,0,0,193.155,165.682,112.492,58.6506,23.7926,179.418
9,-0.008867725360706447,-0.009546883393137348,-0.2709033730225226,0.013029947643604635,0.788943,128.879,0,0,193.508,168.979,111.613,63.6506,21.2434,181.244
9,-0.010418662906561658,-0.009081570976881103,-0.2708688048345463,0.013821123983551157,0,132.582,4.71891,0,193.862,172.276,110.733,68.6506,18.6941,183.069
9,-0.011463143373497398,-0.00853313876211027,-0.27084586492598167,0.014290490304212311,0,137.074,10.2268,0,194.216,175.573,109.853,73.6506,16.1449,184.894
9,-0.011345042680353447,-0.008111748318265955,-0.27087819127976215,0.01394670047709966,0,141.567,15.7346,0,194.569,178.87,108.974,78.6506,13.5957,186.72
9,-0.0104244113645864,-0.007943320430241492,-0.270941966543862,0.013105902935532904,0,146.059,21.2425,0,194.923,182.168,108.094,83.6506,11.0464,188.545
9,-0.00894666770485496,-0.008167204968187586,-0.271036839549204,0.012113880468845756,0,150.551,26.7503,0,195.277,185.465,107.214,88.6506,8.49719,190.371
9,-0.008571455487574502,-0.00830478202127231,-0.27106221084135296,0.011934791728233838,0,155.043,32.2582,0,195.63,188.762,106.335,93.6506,5.94796,192.196
9,-0.00929254907653829,-0.008399692056784622,-0.27102737745043354,0.012526224291009774,0,159.535,37.766,0,195.984,192.059,105.455,98.6506,3.39872,194.022
9,-0.010611046461239233,-0.008102908455406026,-0.2710107465271064,0.013351083567983093,0,164.027,43.2739,0,196.338,195.357,104.575,103.651,0.84949,195.847
9,-0.011490330630773598,-0.00748474161117364,-0.2710087107731451,0.01371309793556978,0,168.519,48.7818,0,196.691,198.654,103.696,108.651,-1.69974,197.673
9,-0.011434316897871846,-0.007039462072058305,-0.27104461059159296,0.013427495268474499,0,173.012,54.2896,0,197.045,201.951,102.816,113.651,-4.24898,199.498
9,-0.010599123767765228,-0.006941667657070625,-0.27114004976076156,0.012669971369566158,0,177.504,59.7975,0,197.398,205.248,101.937,118.651,-6.79821,201.323
9,-0.010418745327166261,-0.0063514574811717505,-0.2712683127169819,0.01220210089810281,0,181.996,65.3053,0,197.752,208.546,101.057,123.651,-9.34745,203.149
9,-0.011623207660595854,-0.005287329477710524,-0.2713059540475209,0.012769291653306411,0,186.488,70.8132,0,198.106,211.843,100.177,128.651,-11.8967,204.974
9,-0.014616195938446515,-0.0026364016734604897,-0.27122891721620634,0.01485206374531451,0,190.98,76.321,0,198.459,215.14,99.2977,133.651,-14.4459,206.8
