experiment nr, timestamp, x, y, z, x_ref, y_ref, z_ref, err, model_time, total_time, q_0, q_1, q_2, q_3, p_0, p_1, p_2, p_3, p_4, p_5
0, 0.03, 0.06678909947545889, 0.026226103579066233, -0.2574044891932176, 0.09746840769058226, 0, -0.2517933865340042, 0.04074939183043938, 0.0001589, 0.0010347, -2.964375093729917, 0.21358303374368467, 2.238320518546995, 0.6542612467702397, 449.49164314398104, 64.36227070818393, 0, 773.2744997683632, 0, 424.4765492072821
0, 0.05, 0.06821921477248226, 0.026327081078099123, -0.2569904563981389, 0.0974684076898496, 4.1440649528246993e-07, -0.25179338653394684, 0.039694057483814896, 0.0001675, 0.0012335, -2.9781896848538643, 0.2217566497453744, 2.2376556395594567, 0.64957095189186, 449.6967371618347, 68.65102425638749, 0, 755.5821450618809, 0, 418.17271196669014
0, 0.06, 0.07075931558524248, 0.025490552555060445, -0.2562989336472964, 0.09746840767885945, 1.6576259810927966e-06, -0.25179338653308575, 0.037193538685762764, 0.0001214, 0.0009539, -2.9744371173679807, 0.23598281355269843, 2.239468473694952, 0.6457019657280537, 453.25989500051503, 91.08862306769977, 0, 749.5780233584627, 0, 407.2335377297886
0, 0.08, 0.0722037006353568, 0.025182455668942078, -0.2559095021775801, 0.09746840763123546, 3.7296584570972305e-06, -0.2517933865293546, 0.03590565514133169, 0.0001653, 0.0012805, -2.9818869875813374, 0.2433031273454314, 2.246044696865211, 0.640469181230252, 453.612029701109, 77.42441868733812, 0, 743.2737427035296, 0, 403.29559851164083
0, 0.09, 0.07356928581771134, 0.024823012500052356, -0.2554762538537578, 0.09746840750301701, 6.630503921997863e-06, -0.2517933865193092, 0.034649449411355136, 0.0001622, 0.0012452, -2.9804281658595286, 0.25065910462406965, 2.2474974347150134, 0.6397564191873177, 453.8053026121193, 85.13810374876829, 0, 741.4507116083026, 0, 402.18770484292554
0, 0.11, 0.07524324631998013, 0.02303169360835245, -0.2552754432708061, 0.09746840723265925, 1.036016237242012e-05, -0.25179338649812777, 0.03218795256914664, 0.0002406, 0.0014692, -2.9642209190919666, 0.26149739283353396, 2.252158803322852, 0.6285840697195458, 456.80442247051894, 88.54363942300375, 0, 709.2669414053969, 0, 381.3682424400238
0, 0.12, 0.07558188875183625, 0.022463240432570034, -0.255270969462688, 0.09746840674103306, 1.4918633801355286e-05, -0.2517933864596108, 0.03154426104405999, 0.0001545, 0.0010772, -2.95722291900714, 0.2642777127271196, 2.251405800426348, 0.6255952731741461, 455.37417982725253, 86.17855550998803, 0, 718.2878502989504, 0, 388.44423037942124
0, 0.13, 0.07595280938792406, 0.021318970881201618, -0.25538762504721907, 0.09746840593142514, 2.0305918196157995e-05, -0.2517933863961812, 0.030487252669102315, 0.0001648, 0.0011887, -2.9474896582970533, 0.26680110247496897, 2.2589260553282062, 0.6179232185887117, 456.5584436929764, 86.73254295964904, 0, 708.5518146171567, 0, 376.8559689683263
0, 0.15, 0.07615022383474783, 0.020360198320534175, -0.25553632712481167, 0.09746840468953787, 2.6522015536098742e-05, -0.2517933862988843, 0.029697353974055846, 0.0001587, 0.0013425, -2.936946582977456, 0.26968019045631336, 2.258231505889295, 0.6110804753517632, 456.96972388998114, 87.94709333255605, 0, 695.5076296952761, 0, 372.5747961906053
0, 0.16, 0.07480465838307351, 0.01737375482959113, -0.2566948891377137, 0.09746840288348943, 3.356692578947143e-05, -0.2517933861573876, 0.028954311644130443, 0.0001644, 0.0012236, -2.8959879731233817, 0.26907202845502803, 2.2531936156663965, 0.5898098855789625, 462.43653681937076, 101.06364576820897, 0, 675.3495529975264, 0, 361.37767450011086
0, 0.18, 0.07419499539767153, 0.016581773246578932, -0.2570503396512832, 0.0974684003638137, 4.14406489102558e-05, -0.25179338595998096, 0.029032215610801184, 0.0001594, 0.0012218, -2.8821308065493527, 0.2672473248648536, 2.2531051569323757, 0.5862051864229129, 458.8810274293985, 89.90463006810899, 0, 680.0675473694592, 0, 364.2849793510387
0, 0.19, 0.07207649216158482, 0.014432209191287525, -0.25823457958351126, 0.0974683969634604, 5.014318483433505e-05, -0.25179338569357684, 0.02988447139919354, 0.0001172, 0.0009255, -2.8462162887457167, 0.26149074963248553, 2.24861937868806, 0.5708564351260125, 464.6601360265672, 102.52176232794005, 0, 656.9282861551426, 0, 352.2008623169156
0, 0.21, 0.07138721517763547, 0.013760989463409553, -0.2587364547426046, 0.09746839249779493, 5.967453347526826e-05, -0.25179338534370965, 0.030268135950083087, 0.0002428, 0.0013842, -2.84139581649772, 0.26241880170205373, 2.2355806025644998, 0.5574794392349052, 464.5434176149083, 87.31432949587065, 0, 639.5519438725363, 0, 341.28938431009703
0, 0.22, 0.06941987097913326, 0.013191883260183107, -0.25944253903817704, 0.09746838676459854, 7.0034694719618e-05, -0.25179338489453645, 0.03189689180242529, 0.0002008, 0.0013121, -2.8226575570901744, 0.2508077197999103, 2.2501387658575034, 0.557203270909417, 461.9693641809499, 102.27586023047161, 0, 664.1992292352816, 0, 334.3354879056441
0, 0.24, 0.06677058331069327, 0.012354330765189981, -0.26069375205294565, 0.09746837954406808, 8.122366842183273e-05, -0.2517933843288366, 0.03423741224185765, 0.0001652, 0.0013189, -2.8092018606211697, 0.24448544695419241, 2.227584040287185, 0.5357620116730177, 474.1544876323385, 80.9057649528421, 0, 584.5396315382717, 0, 322.58878998240345
0, 0.25, 0.06471910527152708, 0.011576994140625432, -0.2614024293291253, 0.0974683705988163, 9.324145439868441e-05, -0.25179338362801157, 0.03601006407272417, 0.0001977, 0.0013646, -2.7846014915926434, 0.232915959389942, 2.244287867896706, 0.534255708948016, 460.91379078215374, 110.60426602253584, 0, 655.1990889491823, 0, 317.06766026391773
0, 0.26, 0.0631009704992141, 0.01147088396086209, -0.2620134283280484, 0.09746835967387162, 0.00010608805242326102, -0.25179338277208546, 0.0376128349887215, 0.0001643, 0.0012414, -2.781072270181803, 0.22557681277137295, 2.245581528223526, 0.5259717320614754, 465.47287843637577, 96.18149730481775, 0, 640.6695310780408, 0, 326.42204692270496
0, 0.28, 0.06255471778921765, 0.011381525788443612, -0.2623182086514807, 0.09746834649667825, 0.00011976346221851394, -0.2517933817397046, 0.038164915062628486, 0.000126, 0.0011099, -2.786906954832367, 0.22487953129884022, 2.2392308181871843, 0.5159491120588485, 465.2035638332107, 80.04864100250836, 0, 627.527136945138, 0, 324.1333151078628
0, 0.29, 0.059993387864451714, 0.012310499917330651, -0.2632758614270234, 0.09746833077709617, 0.00013426768345036058, -0.2517933805081376, 0.04104240911267178, 0.0001841, 0.0010901, -2.8130732800871825, 0.2147469562040361, 2.224959545998925, 0.49488611051266995, 466.1906656290244, 67.25290380979857, 0, 615.7608319278336, 0, 316.0983941457464
0, 0.31, 0.05967404868300089, 0.013211935675626169, -0.2634623058644571, 0.09746831220740104, 0.0001496007157203419, -0.2517933790532755, 0.04165566951666118, 0.000138, 0.0011874, -2.8482210063700673, 0.2138181027896509, 2.219459958634574, 0.48178282366049036, 466.4285057077875, 53.6100994079232, 0, 627.9833792267236, 0, 324.3881204923528
0, 0.32, 0.05913936458868219, 0.01384824897589632, -0.2635998950125427, 0.09746829046228433, 0.00016576255855783485, -0.2517933773496316, 0.04237582863507654, 0.0001532, 0.0011725, -2.863506815666613, 0.21055780130778923, 2.21955852787296, 0.47876708732701195, 465.44057528721794, 57.46832067176223, 0, 627.7662580876022, 0, 321.78448636594635
0, 0.34, 0.059982620847959106, 0.014727990429762463, -0.26338718448023574, 0.09746826519885328, 0.0001827532114118198, -0.2517933753703416, 0.04184679041236594, 0.0001799, 0.0024592, -2.902019523209466, 0.21395249569011912, 2.2238253246948703, 0.47033530251252215, 465.54975553407394, 40.30909546007632, 0, 612.4565524795008, 0, 320.8776773720169
0, 0.35, 0.0605806382064431, 0.015335548673504847, -0.2632577424885239, 0.0974682360566308, 0.00020057267364220302, -0.2517933730871635, 0.04148727683813966, 0.0001643, 0.0012364, -2.9294786205988954, 0.21735892399230078, 2.2228542531499382, 0.4624943108268816, 465.0790153603422, 38.219805554967195, 0, 600.7533127128469, 0, 313.0746363741349
0, 0.36, 0.062085172531834036, 0.016233370439399528, -0.26276914597122547, 0.0974682026575556, 0.00021922094451069422, -0.2517933704704776, 0.04035937874602612, 0.0001202, 0.0009402, -2.9650737673674357, 0.22269957052572842, 2.2367371041967035, 0.4592644395352563, 463.32194837438453, 41.23643529983934, 0, 611.8625125539388, 0, 297.91264313782017
0, 0.37, 0.06348041253685469, 0.01630619023813998, -0.2623388747939266, 0.0974681646059821, 0.00023869802317123877, -0.25179336748928655, 0.03904534954514778, 0.000147, 0.0009598, -2.9787900305019512, 0.2274114774577355, 2.2551268901778556, 0.4587195643454742, 462.85818026958106, 47.675249387313, 0, 614.5574864552316, 0, 291.1792305941209
0, 0.39, 0.06574944540945928, 0.016375951799826687, -0.26162690539326466, 0.09746812148868052, 0.00025900390866000553, -0.25179336411121545, 0.03691244987386925, 0.0001149, 0.0009614, -2.9881629918486854, 0.23873494385670993, 2.2569760502675034, 0.45915431248814076, 463.8733711339725, 57.39957076160472, 0, 605.2082445178293, 0, 297.1204554863816
0, 0.41, 0.06691232678817291, 0.016464650049828226, -0.26128728426438497, 0.09746807287483678, 0.0002801385998849286, -0.2517933603025115, 0.03585703030062383, 0.0002121, 0.0013032, -2.998011670475757, 0.24489159157312543, 2.258994662612795, 0.4559216751472966, 464.22032367039446, 52.75692035227543, 0, 596.3362141545604, 0, 292.7500831152918
