timestamp, x, y, z, x_ref, y_ref, z_ref, err, q_0, q_1, q_2, q_3, p_0, p_1, p_2, p_3, p_4, p_5
0.01, -0.0075599012958236945, -0.001366082335056762, -0.2629063529087484, 0.02, 0.02, -0.25, 0.03718375423742374, -0.027984082047363187, 0.04613312412026067, 0.05208686153844873, -0.0548953535699638, 88.58821843884161, 0, 63.20726285084561, 88.38295198871391, 0, 63.0676459183895
0.08, -0.0072213698957946946, 0.0036575752579579095, -0.2632041935020198, 0.09, 0, -0.215, 0.10857723929241675, -0.027346451648940548, 0.03753876101812019, 0.04844368328366513, -0.056900541798870614, 101.23253501770805, 0, 72.19865230402291, 100.98628009571561, 0, 71.9995150285007
0.15, -0.0015502327534366606, 0.007672047986715166, -0.26324006726841154, 0.09, 0, -0.215, 0.10376612899968735, -0.022266002375434975, 0.024613930833875957, 0.035419462477602484, -0.07737223731392662, 113.86691786337673, 0, 81.17409301394237, 113.56946267132197, 0, 80.89899764956664
0.21, 0.0061647522595312705, 0.0072064474799656145, -0.2634815472767774, 0.08988633279809848, 0.004521855383521715, -0.215, 0.0967831106596109, -0.006111905718748874, -0.0007022871248623752, 0.06662852625790075, -0.09163933511862565, 126.51780043529322, 0, 90.17717270761258, 126.18400928301682, 0, 89.8508344099808
0.28, 0.012184366119825355, 0.005628742937564836, -0.263459994607568, 0.08988633279809848, 0.004521855383521715, -0.215, 0.09158161334620768, 0.02748646937466808, 0.006111555006881265, 0.08739483523957377, -0.0804244585846304, 139.17875642321226, 0, 99.19664629864734, 138.8189679614136, 0, 98.83594974961396
0.35, 0.01083614444429972, 0.007871218888385628, -0.2636896812679377, 0.08954561830867812, 0.009032288841513471, -0.215, 0.09255924816795287, 0.04121759711450159, 0.011638500189419324, 0.11303807639900214, -0.1100943779103238, 151.8374514184472, 0, 108.2124586025913, 151.45163226236605, 0, 107.81741393816267
0.41, 0.007809051378949883, 0.011631429301616198, -0.26422822863040835, 0.08954561830867812, 0.009032288841513471, -0.215, 0.09545177001332684, 0.03328816800224602, -0.0010844051938606995, 0.11206468916313922, -0.10383970565892359, 164.49414124989198, 0, 117.22432919291595, 164.08028797907258, 0, 116.7911928661836
0.48, 0.007776349399663607, 0.01426416068578979, -0.2643203863680599, 0.08897871715535358, 0.013519907299518978, -0.215, 0.09500988871548055, 0.021625089116264665, -0.01645839742278126, 0.09076670203974656, -0.08773906080941486, 177.15589638738385, 0, 126.24427098496044, 176.71923450106212, 0, 125.78139297692104
0.55, 0.012144142319135787, 0.015353102133370955, -0.26389588064145697, 0.08897871715535358, 0.013519907299518978, -0.215, 0.09109181981530955, 0.021228159693983117, -0.023418353691085997, 0.10155069037009978, -0.10020219729896968, 189.81860673583833, 0, 135.26652920232186, 189.35939707131206, 0, 134.7748527705413
0.62, 0.01631788728617434, 0.017482141004285242, -0.2636273460052121, 0.08818706129518825, 0.017973375312353285, -0.215, 0.08677579307268797, 0.03674004305071188, -0.026547549017897222, 0.13066826786191654, -0.13526668316877297, 202.49359559299143, 0, 144.30545035417703, 202.01491582832574, 0, 143.79044865041834
0.7, 0.019471850874396776, 0.020027166300078437, -0.2633889507857319, 0.08818706129518825, 0.017973375312353285, -0.215, 0.08406835765458304, 0.04731565837464872, -0.036977631017701004, 0.1425340807260802, -0.13993589999911746, 215.15331349674491, 0, 153.323038241431, 214.65038658386078, 0, 152.7767006308941
0.76, 0.02165955459912441, 0.020470309507324, -0.26330915252580117, 0.08818706129518825, 0.017973375312353285, -0.215, 0.0822552007190424, 0.06206345955480167, -0.040697805825772676, 0.15331527908799897, -0.16159484583481087, 227.81730108159957, 0, 162.34812362487708, 227.2931400289104, 0, 161.7758028008398
0.81, 0.023770626447089452, 0.02076294441721754, -0.26319923682487667, 0.08717265040165978, 0.022381443696732457, -0.215, 0.07965929080750246, 0.07051895732772952, -0.0479223892293626, 0.1637546310929193, -0.16173340511590042, 240.4793217567869, 0, 171.37074834655647, 239.93309193838198, 0, 170.77162365905093
0.88, 0.02661145417610612, 0.02331719728678143, -0.26252751161030363, 0.08717265040165978, 0.022381443696732457, -0.215, 0.0769895998360743, 0.08261688623968678, -0.050564877787834896, 0.1678524724774431, -0.15525709366113416, 253.1436988874553, 0, 180.397301573304, 252.57717609346517, 0, 179.7743975492698
0.95, 0.030494506042091623, 0.027584656600056073, -0.26154940852075304, 0.08593804681360918, 0.026732977946011097, -0.215, 0.07239861188893501, 0.09129070920315004, -0.059593907810064246, 0.15680750595030807, -0.17585086960832297, 265.8087932551973, 0, 189.42523787328878, 265.2230087860499, 0, 188.7804392067754
1.01, 0.03374833663357131, 0.03129635660202773, -0.26079171088778924, 0.08593804681360918, 0.026732977946011097, -0.215, 0.06958068021703592, 0.10447564953064982, -0.07344763345066041, 0.19190911749458914, -0.18230666573830545, 278.47364945416916, 0, 198.45445185406385, 277.8681515521056, 0, 197.78817960422214
1.08, 0.036825975236139674, 0.03280517687499955, -0.26012528602793034, 0.08448636906293228, 0.03101698635525378, -0.215, 0.06565822266984087, 0.11899523714037845, -0.08839579420287205, 0.21270072139697144, -0.18378498919460803, 291.13948101049164, 0, 207.4850096990286, 290.5152747897416, 0, 206.79893729580067
1.15, 0.039386950095797735, 0.032680725724039496, -0.2598721512430635, 0.08448636906293228, 0.03101698635525378, -0.215, 0.06364146114790852, 0.1290837065679191, -0.09046388235059376, 0.21909718669144, -0.19412841742921763, 303.80596168864605, 0, 216.5162231673196, 303.1634756076004, 0, 215.81086104985977
1.22, 0.041940026906861355, 0.034266306155133486, -0.25925966253113614, 0.08282128399736198, 0.03522264778559827, -0.215, 0.06025868815352541, 0.14046154383183684, -0.08907464076975591, 0.22737579881911968, -0.2000620748571756, 316.4727165639455, 0, 225.54913316911114, 315.8126278411871, 0, 224.82659026203828
1.28, 0.04448748137167147, 0.037789274082252786, -0.2581599760289446, 0.08282128399736198, 0.03522264778559827, -0.215, 0.057782796099800735, 0.14641340758982566, -0.08800338435723684, 0.2415008404341411, -0.21523526819805186, 329.1378548592091, 0, 234.57939029464592, 328.4587271946822, 0, 233.83735460163786
1.35, 0.04808737904706212, 0.042707516208341664, -0.25641112547213746, 0.08094699751823901, 0.03933933899777939, -0.215, 0.05297150608263062, 0.1531311289627018, -0.09867020257940833, 0.254331264914068, -0.22557723852953018, 341.8035362878758, 0, 243.6109804984917, 341.1059843718355, 0, 242.85091962815397
1.42, 0.05173568644642006, 0.04563839561207211, -0.2549304528099423, 0.08094699751823901, 0.03933933899777939, -0.215, 0.049874040044613065, 0.1679705118506603, -0.12187888104504785, 0.26803354773307536, -0.2390636065857876, 354.4659752519542, 0, 252.63857515814408, 353.7468482476853, 0, 251.85636474957852
1.48, 0.05429461325678388, 0.04646834028655509, -0.2541177068819629, 0.07886824395666656, 0.043356661485770887, -0.215, 0.04630054926711597, 0.18310961166147588, -0.13210184341375256, 0.2796652330283695, -0.24981284998133316, 367.13096964713003, 0, 261.6717911377342, 366.3926235140623, 0, 260.87263622106167
1.54, 0.056268395591319, 0.04723798061732241, -0.25351383977649816, 0.07886824395666656, 0.043356661485770887, -0.215, 0.04482336041248383, 0.19041029944921978, -0.13407883331725565, 0.2926672358995304, -0.25567968545028774, 379.7957542299086, 0, 270.7049246371613, 379.0379079783472, 0, 269.8886687607523
1.62, 0.05911002435143221, 0.050119489934734404, -0.25205737200782774, 0.07659027411488431, 0.04726446774276509, -0.215, 0.041072607704354974, 0.19674869462769265, -0.13973414070794146, 0.3065156636566872, -0.2609221681199722, 392.46116416041093, 0, 279.73891335206207, 391.6843812344953, 0, 278.90664952454296
1.68, 0.06171671386103909, 0.053308351211366116, -0.25045756971099103, 0.07659027411488431, 0.04726446774276509, -0.215, 0.038922879798604086, 0.20672681706849963, -0.15120793111698533, 0.31893930903144774, -0.27325958302931247, 405.12380734171256, 0, 288.77036498082094, 404.32555003832596, 0, 287.9195236643784
1.75, 0.0650232754770462, 0.056910754281815586, -0.24810716201236008, 0.07411884200306854, 0.051052886893144085, -0.215, 0.034829988763782536, 0.24273549743189662, -0.17839571773479015, 0.30095782122828457, -0.2677629218635874, 417.78197346123153, 0, 297.7986315344448, 416.95812693486414, 0, 296.92628930836133
1.81, 0.0675656116314034, 0.059842319965423364, -0.24639691455749804, 0.07411884200306854, 0.051052886893144085, -0.215, 0.03325605517446445, 0.2583214083289184, -0.19849578334697035, 0.29511716389695947, -0.28813107014715333, 430.43948428607786, 0, 306.8276052908132, 429.58892178597864, 0, 305.93362846040685
1.88, 0.07043010331460813, 0.062602448835287, -0.24440385470123235, 0.07146019030506011, 0.054712349625697786, -0.215, 0.030461474291902598, 0.27027981988631844, -0.21263300215063036, 0.3077281928933416, -0.29661630608220474, 443.094547070599, 0, 315.8580390444286, 442.2151317182446, 0, 314.9439846216187
1.95, 0.07249080152676765, 0.0647361744938183, -0.24302692444070575, 0.07146019030506011, 0.054712349625697786, -0.215, 0.029783346321091766, 0.2770301925211009, -0.2206154496124816, 0.3277263272616168, -0.3079435712385885, 455.749781975093, 0, 324.889035284363, 454.84121152498824, 0, 323.95515829586753
2.01, 0.07491179333083259, 0.06669003856595618, -0.24143624748098994, 0.06862103460973333, 0.05823361236510903, -0.215, 0.028459795681866858, 0.2875258814670387, -0.230282765716211, 0.3317134737500653, -0.3179000059694626, 468.40042978061336, 0, 333.9204636511872, 467.4583856769815, 0, 332.96740710067183
2.08, 0.07909254455482134, 0.07047823431799292, -0.23828757415722107, 0.06862103460973333, 0.05823361236510903, -0.215, 0.028317739977392162, 0.30081352174279186, -0.23833905066684358, 0.3467748465658313, -0.3317014964108623, 481.045133924866, 0, 342.9498128578226, 480.0636154280693, 0, 341.97526999883655
2.15, 0.08461005900594272, 0.07442086855263551, -0.23443347232687256, 0.065608546447836, 0.061607780620650074, -0.215, 0.03004817046889877, 0.3192223238162013, -0.2526349249365307, 0.36137266626609493, -0.3397025864282627, 493.6614923685564, 0, 351.97520378442437, 492.6109602185075, 0, 350.97523199417395
2.22, 0.08888586989631876, 0.07774125313245762, -0.2305516798338508, 0.065608546447836, 0.061607780620650074, -0.215, 0.032310640164953976, 0.3413760283202216, -0.2722638411312628, 0.44231214272053415, -0.3069960201348671, 506.19086662582527, 0, 360.9904445845461, 504.932817342572, 0, 359.94928190912685
2.28, 0.09109233123086113, 0.08043667630446298, -0.2281845343049575, 0.06243033517714863, 0.06482633145311308, -0.215, 0.03519978450217698, 0.36377285595283676, -0.2933057735175482, 0.4674689493081214, -0.324986547151968, 518.8019130557793, 0, 370.0211965210461, 502.4909445760251, 0, 367.4276476941713
2.35, 0.09312194572077076, 0.08359430932918539, -0.22594672750724024, 0.06243033517714863, 0.06482633145311308, -0.215, 0.03760376037626938, 0.37374805796228044, -0.3060043457623728, 0.45497256620142534, -0.3549656255824951, 531.4137074660978, 0, 379.03690975454725, 514.9942871399833, 0, 376.4030104774203
2.41, 0.0949921911697991, 0.08599481828218321, -0.2238234532100379, 0.05909442876171994, 0.06788113500322462, -0.215, 0.04116561908179024, 0.3852624838092772, -0.316972186724412, 0.4645224604965861, -0.36901718294299946, 544.0402534066737, 0, 388.0719093027319, 513.8597844555038, 0, 384.1115120857573
