t[microsec], x_fk, y_fk, z_fk, x_gt, y_gt, z_gt, distance
204950000, 0.0029031026037316565, -0.0026137385225656947, 0.26996200135517834, 0.009794592979951222, 0.012498783093865859, 0.2755895118729596, 0.01753709850118818
204980000, 0.0032219814740964236, -0.0027254948237878237, 0.2699560398879097, 0.009928719096793909, 0.01236454549697253, 0.27558914692520065, 0.017447680112709987
205010000, 0.003196196910596232, -0.0028980232466291906, 0.26995415675744844, 0.009900914526719706, 0.012185839427194263, 0.2756022324401288, 0.01744640107277161
205030000, 0.0031222509132499974, -0.003009022673328628, 0.26995399490648947, 0.009855756653125797, 0.012158051162088297, 0.2755971878181897, 0.01752785938204072
205080000, 0.002898700595547114, -0.0032471178884236, 0.2699542221324307, 0.009552840108220217, 0.01196212075764199, 0.2755965906394846, 0.017533819755446507
205110000, 0.0027913441505175154, -0.0030785407453944513, 0.2699583373288031, 0.009402611801976157, 0.012066342157135604, 0.2756157021976405, 0.01746659999398069
205140000, 0.002695021021686743, -0.0028954596085937114, 0.2699611767368804, 0.009351182694957216, 0.01222278600314873, 0.27560888647204584, 0.01745744723177953
205180000, 0.0026747469674947384, -0.0027506633990001623, 0.2699629095691635, 0.009259493702552607, 0.012387914340120314, 0.2756021470068765, 0.017445240738010844
205200000, 0.00268319864227102, -0.002763171793648756, 0.26996285454275987, 0.009256707715366047, 0.012400497793434141, 0.2756034801706585, 0.017463234361205608
205240000, 0.0026772414670046905, -0.002783172489809456, 0.2699624963608094, 0.009291907968853014, 0.012405142349072008, 0.27559850038381783, 0.01749866457541914
205280000, 0.002723487533595124, -0.002784018968002018, 0.2699620481818948, 0.009386898578254838, 0.012373956582836035, 0.2755963145012309, 0.0174902894918038
205310000, 0.0027498171932065414, -0.002843144924856567, 0.2699613808848209, 0.009588515913304146, 0.012369775608652905, 0.27558592221509887, 0.017602165108847937
205350000, 0.0030058274566932062, -0.0027149697027158675, 0.2699598807823254, 0.009862115489328388, 0.012430034386667878, 0.2755643230872996, 0.017543933652510526
205380000, 0.0031103056463116538, -0.002720560233680261, 0.2699582114683036, 0.009881409924724943, 0.012423323204571797, 0.2755678898877151, 0.017511526224453493
205410000, 0.003196888413966865, -0.0027072627171688115, 0.2699566524842385, 0.009881828705728651, 0.012347834183737368, 0.27557886667195686, 0.017405564103834054
205440000, 0.0030225101217367808, -0.0028498793151664026, 0.26995762610221624, 0.00974895794738917, 0.012252819613673971, 0.2755812211060615, 0.017463145079099955
205480000, 0.002967381331567323, -0.002843051988166357, 0.2699587582836245, 0.009542504720874645, 0.012144043582592183, 0.2755920400927534, 0.01730835477949101
205510000, 0.002715300876282072, -0.00305843280828672, 0.2699591049200296, 0.009378381960776228, 0.012065895822703503, 0.27562002575231015, 0.017469630526891006
205550000, 0.0026336975427189487, -0.003047513547405519, 0.2699602077194852, 0.009208799510563304, 0.012072679968073936, 0.27563069195814094, 0.017435785308782075
205580000, 0.0026027419976559292, -0.0030306390274579586, 0.2699605864698944, 0.009280282396891937, 0.012185818910371807, 0.27562387314797965, 0.017555710010003847
205610000, 0.0026198740427890595, -0.0029089146824410623, 0.26996165561542396, 0.009264248930221736, 0.012218149931002925, 0.2756219643599672, 0.017464675678282953
205640000, 0.0026978697828764437, -0.0028451822740806097, 0.269961736532709, 0.00934145120406113, 0.012268528209920498, 0.27561885705304984, 0.01745177444490321
205680000, 0.002758893517367428, -0.0028496675242944414, 0.2699610437179096, 0.009507662350770107, 0.012289060982112507, 0.2756083878151837, 0.017510553301093107
205700000, 0.0029402042741409153, -0.002876421747292478, 0.26995870200084376, 0.009606368341685712, 0.0122483593873473, 0.27560053543918195, 0.01746502311169761
205750000, 0.0030037656114390745, -0.0029758111542824493, 0.26995665787764234, 0.009732862012710425, 0.012170975259763059, 0.27559279739090287, 0.01750634015616209
205780000, 0.0031256808004904634, -0.0030244127348254463, 0.2699540121479137, 0.009754024953032958, 0.012180010341602092, 0.2755925508790772, 0.017518634259392978
205810000, 0.0029489782663200247, -0.0029110247469690442, 0.269958222791195, 0.009686972874342309, 0.01219791571912339, 0.2755908857611386, 0.017475913294550203
205840000, 0.0029068350263959913, -0.002904226656947138, 0.2699587993964978, 0.009643259064522625, 0.012188452372447846, 0.2755971171552263, 0.017463075223287057
205880000, 0.002840421997705694, -0.0029777792253000163, 0.26995839415862244, 0.009415420257094298, 0.012124277049102017, 0.2756134606554009, 0.01741500740479759
205900000, 0.0026299112472990987, -0.003041173350016154, 0.26996041686998534, 0.00928673171885619, 0.012045136396315256, 0.27562101168102876, 0.017434228809087234
205950000, 0.002514014273998191, -0.003112578298256586, 0.26996052696664496, 0.009054362281280426, 0.011975044514324115, 0.2756446061884274, 0.017398887056089683
205970000, 0.0023104730235860883, -0.003129380450876486, 0.26996308287168386, 0.008891991750492073, 0.012023221182465987, 0.2756417475798369, 0.01746897128851639
206000000, 0.002378641647055111, -0.0029265487978029007, 0.26996470129753236, 0.008930085101131913, 0.012268888542075737, 0.2756272624211452, 0.017489634809246174
206040000, 0.0025660033715850304, -0.0026923192166470114, 0.2699648471735985, 0.009213582455328745, 0.012516838699239932, 0.27561526332684105, 0.017533852825030727
206070000, 0.00278685612195693, -0.0024494436786356927, 0.26996560512670886, 0.009457806412658781, 0.012746685552100581, 0.2755904858307547, 0.01752321900545101
206100000, 0.0030575032546459034, -0.002436561061252046, 0.26996297438730993, 0.009861734972897884, 0.012684439334988334, 0.275623738694623, 0.01752102950176494
206140000, 0.002657163083863727, -0.0028150901519386796, 0.26996640620960416, 0.010189207000771888, 0.012548458966274108, 0.2757640017862013, 0.01806605772003812
206180000, 0.002634345490396817, -0.002977005327556722, 0.2699647938771936, 0.010284607808379531, 0.012364351581395393, 0.27596270747376006, 0.018162012907540732
206210000, 0.002368231183517849, -0.0032848052367437657, 0.26996349869662356, 0.00979278687414148, 0.011674034650548837, 0.27586436787167434, 0.0177118936028278
206240000, 0.002209903316956902, -0.0027813528295029815, 0.26997100624682246, 0.009735646817358584, 0.011922550557696948, 0.2759428061998505, 0.017564281503464167
206280000, 0.0016665774001617941, -0.003617189640879925, 0.2699650205411078, 0.009243251110505668, 0.011931892285312488, 0.2758454111580553, 0.018269070229990993
206300000, 0.0015185805427922587, -0.003447599212280264, 0.2699685167409635, 0.009150258441238124, 0.012075815024854664, 0.2758268610706413, 0.018263052740666835
206340000, 0.0010644427049702877, -0.004030442542783055, 0.26995813059795754, 0.008794781037843064, 0.01232766307079125, 0.2758288116322696, 0.019021320821966194
206380000, 0.0014073452328551028, -0.002804764265406817, 0.2699784414161279, 0.009144832643659062, 0.012887058805094484, 0.2759203716312656, 0.018477244312662875
206410000, 0.001997500865487217, -0.002166895459537816, 0.26997898028827305, 0.009316237390748772, 0.013024001572698327, 0.27590255762153754, 0.017872213779869667
206440000, 0.0020798332936077064, -0.0020716582636180697, 0.26997896325720583, 0.010962097330048964, 0.014779298477578327, 0.2758417492452544, 0.01993041938967639
206480000, 0.008253220466394033, 0.00422951106098474, 0.26977288288810936, 0.0182440200930169, 0.02207762057976153, 0.27447529792293546, 0.020987705871136485
206510000, 0.01402679378368767, 0.00922759304003096, 0.2693617323382481, 0.02572163543719025, 0.02850734122921872, 0.2733089745688957, 0.02289232912497973
206540000, 0.028165514582000156, 0.018018286380266264, 0.2674480693108401, 0.03828145043709272, 0.03479767389229774, 0.27115839278013776, 0.019941075792195517
206570000, 0.036376522280838666, 0.020976477202510585, 0.2659623633987568, 0.04833312232400261, 0.038380642905965934, 0.2684841787951887, 0.02126557832082637
206600000, 0.04748003957759807, 0.02727746301976431, 0.26299953660861186, 0.05893810478113548, 0.0416496545696067, 0.265395183648108, 0.018536080300099116
206640000, 0.06411876980751645, 0.03321826535135356, 0.25764466792583435, 0.07732724928501097, 0.047150541369308394, 0.2591975471220218, 0.01926093660614211
206670000, 0.0764797919860176, 0.03526293639787319, 0.25315529449794255, 0.09120995849988292, 0.04901063826542942, 0.25396491020921674, 0.020165133021265942
206710000, 0.08771648722188581, 0.03228721993663827, 0.24924290351363457, 0.1078293882898944, 0.046843010277721475, 0.24538960648890906, 0.02512464367480324
206750000, 0.10356600814766466, 0.030045606610172262, 0.24174778586465354, 0.12589786216862053, 0.04401583823334765, 0.23535222802023548, 0.027106866948427476
206770000, 0.1142135721270922, 0.028593412908510866, 0.23606679062935748, 0.1333536754702503, 0.04315085209302316, 0.2310621858191915, 0.02456234233340709
206810000, 0.1229358784536473, 0.028645331827501695, 0.23064665760917455, 0.14510985784919309, 0.04186073091817824, 0.2228785830878866, 0.026956912232824932
206840000, 0.12999693855011296, 0.02846318722582626, 0.22578504109981895, 0.15230987214120195, 0.0409063011966681, 0.21679852887655204, 0.027082383437774308
206880000, 0.13941784495105003, 0.027630644860013, 0.21888446423025368, 0.16165579696645796, 0.03940399970138404, 0.20907233599105718, 0.027007707319260884
206900000, 0.14526246676410684, 0.025773120881167576, 0.2146425180323996, 0.16591975939009074, 0.038611616311935715, 0.20549575512436868, 0.025984879742979628
206940000, 0.15269525336319492, 0.023986214497194628, 0.20826083820153526, 0.17423097937574578, 0.03676486824041946, 0.19695084779776204, 0.027477215457726717
206980000, 0.1561957497236262, 0.022922189612351304, 0.2050431320372541, 0.18019105426184304, 0.035620360326540854, 0.19082788228613054, 0.03064459992976395
207010000, 0.16103419087379198, 0.021258687716753533, 0.2009315626562032, 0.181881453560706, 0.03551137609070104, 0.18924488077634521, 0.02782671415713788
207050000, 0.16101292895225727, 0.021442827180125596, 0.2007936378739456, 0.18049337085810066, 0.036708940855018336, 0.19041511232628056, 0.026837578805198176
207080000, 0.1588433923239831, 0.02230407804523419, 0.20286445385729954, 0.17537737997012787, 0.03837050235041643, 0.19600881625918595, 0.024052079001901008
207100000, 0.14983022314450334, 0.023338807879956038, 0.21142633426019153, 0.17011683220958063, 0.03915638968357088, 0.20166242292548858, 0.027515020734596295
207150000, 0.14070077905019573, 0.023488619403599104, 0.219056602429869, 0.1537373779247401, 0.03929162505403255, 0.21710977291999206, 0.020578582141244098
207180000, 0.12984617434881537, 0.0238904261190939, 0.22713392864036083, 0.13956701960709567, 0.038869494586258845, 0.22880871257965774, 0.017935223051938117
207210000, 0.10995404434326474, 0.023428351041263454, 0.24002719821855956, 0.12315303317889147, 0.03867031165287765, 0.23987513968335925, 0.02016317909872163
207250000, 0.09444994356730292, 0.022678513716213773, 0.24794222097458044, 0.10182230645288445, 0.03575795556669388, 0.25147222863216645, 0.015423504391006813
207280000, 0.0761123707886004, 0.017105517019366467, 0.25585345173332913, 0.08499025557990195, 0.02962417221195692, 0.2596786861451495, 0.015816636320784828
207300000, 0.0582385751098013, 0.011596918681626833, 0.2619970304507072, 0.07179507257874329, 0.025699000686168885, 0.2651164886326611, 0.019808542597506217
207340000, 0.033670465297956025, 0.0002280749414505759, 0.2674979378846827, 0.046478210885827265, 0.016040977635675017, 0.2721948895596889, 0.02088414694685875
207380000, 0.023734457876494062, -0.004691835542672099, 0.2687063167069844, 0.023653137441830757, 0.004461184658661049, 0.27562223425833, 0.011472327897864336
207410000, 0.007108608138622044, -0.015840619422358204, 0.26934094303235906, 0.011808619212724608, -0.004822620962750615, 0.27612715395590137, 0.013767318288301718
207440000, -0.004324262191725566, -0.0251657798444559, 0.2685496823901342, 0.0015473366633531882, -0.01212489037744624, 0.2759478176881127, 0.01610195258634558
207480000, -0.011869719381649286, -0.03129786559811474, 0.2674968529097389, -0.012173528326491767, -0.01627116623932638, 0.27499997479832505, 0.016798536590112764
207510000, -0.021906979679574962, -0.024519491212734286, 0.2675346606665187, -0.019030995602442285, -0.012036156527221842, 0.2748157749009844, 0.01473497722352423
207550000, -0.029324004819583367, -0.018563668385614785, 0.2672421877714897, -0.030077186447865722, -0.00210600270066523, 0.27376916905692145, 0.017720708988726273
207570000, -0.03620319207705795, -0.010088148162937604, 0.26678939344229013, -0.035188740982618705, 0.0047406648650357985, 0.2730149140560545, 0.016114586986764743
207600000, -0.043401105077297365, 0.00019691948887507545, 0.26569970574099006, -0.04270408870806891, 0.01654503578698048, 0.2714796668671995, 0.01735380906129384
207650000, -0.04826768750782227, 0.01674772309996318, 0.2641026908992626, -0.04957251896447473, 0.04151273767638772, 0.2671133238496994, 0.0249814419692508
207670000, -0.05120380810952727, 0.031492220933333176, 0.2617742274106972, -0.051514526969140106, 0.052699860930464276, 0.26446673008023647, 0.021380133560927765
207710000, -0.049705043569387417, 0.05565964959372209, 0.2572279693192203, -0.048681151305914744, 0.07936924857728538, 0.25778451529762536, 0.02373822197963999
207750000, -0.04709870187032206, 0.07352248318728485, 0.25222309446102786, -0.04506184845674807, 0.10422580374032336, 0.24809541575455646, 0.031046423245116053
207780000, -0.04276462164791408, 0.09011905030966925, 0.24645869809479018, -0.038659242115334336, 0.12176715791111764, 0.24007861186492896, 0.032544774636796066
207800000, -0.035437309388921194, 0.10507233631211726, 0.24046395623053074, -0.03314137248854615, 0.13236789748550898, 0.2345222440418694, 0.02802896590589385
207840000, -0.030090486836172336, 0.11829439156609396, 0.2335555764272467, -0.0245119813134774, 0.15045400567654216, 0.22209191719089155, 0.03459445022958086
207870000, -0.021267247586714354, 0.13392841054599813, 0.22360895950928456, -0.01662414841260998, 0.1617845908582057, 0.21287299008968008, 0.030212351628191275
207910000, -0.016662318132388852, 0.14004031845138254, 0.21912444762975195, -0.0064737051960993, 0.17271007085960727, 0.20372669232866725, 0.03752614321099777
207950000, -0.007228510492902367, 0.14848544150971146, 0.2128619494480113, 0.0021616374616564293, 0.1778675024241309, 0.19758283026670978, 0.034422839295205954
207980000, -0.0010553757529331782, 0.15167969201397072, 0.21028925279637184, 0.0070646070433048325, 0.17898164400673072, 0.19612233680626484, 0.03181245372329715
208010000, 0.0034707044984725395, 0.1499909789668084, 0.21205790452869241, 0.010577784648195782, 0.1775671600750077, 0.19859622060547216, 0.031498782306868374
208050000, 0.00602982380538327, 0.1453665169844972, 0.2162302113349612, 0.013679575056645854, 0.17021302666503788, 0.20604312711913061, 0.027922113500446547
208080000, 0.008287450429834158, 0.13776638490798582, 0.22229674712984318, 0.015329930876942566, 0.16156466017406076, 0.21436148039308398, 0.026056148884117468
208110000, 0.008782225049907557, 0.13068652800369224, 0.2277068028703075, 0.01632868477553176, 0.1496354167895531, 0.22535587050280792, 0.020531349775549323
208140000, 0.010012170913335651, 0.10731874129129518, 0.24249094043309188, 0.017322153247282368, 0.13400241690256798, 0.23682481745114664, 0.028241093029427452
208180000, 0.01074265542151741, 0.09620666120941951, 0.24806239056986235, 0.01929233729651017, 0.1087787265207824, 0.25127363972744116, 0.015539176538954834
208210000, 0.013029308652327817, 0.06301604360260628, 0.26055444191099647, 0.02144283895196039, 0.0870355283787927, 0.2609294396053209, 0.0254531680599299
208250000, 0.014702529585645975, 0.04132867515479405, 0.26569428628352604, 0.02401192112108011, 0.05519622609762887, 0.27026619497432763, 0.017316930703480882
208280000, 0.016162526119562294, 0.017777209323774565, 0.2687229832352567, 0.02691576741887544, 0.02876716393758682, 0.27417935968266666, 0.01631512625727296
208310000, 0.017654386627589485, 0.002314276982415664, 0.2692949890610014, 0.02911907916040729, 0.002415114062027296, 0.2752305594319222, 0.012910473988852065
208350000, 0.020230035236306815, -0.03524341847919249, 0.2663422039258464, 0.03068406733309606, -0.03242522239908695, 0.2724097611377803, 0.012411457075892147
208380000, 0.02189952752490154, -0.05609925993162669, 0.26185449445500764, 0.033488740772527226, -0.05480392081515821, 0.2673691023912043, 0.012899560760566982
208400000, 0.02390652305225531, -0.07442100392122172, 0.2560976653869186, 0.034607845273768895, -0.06814763677382822, 0.26331045425756916, 0.014349137811981504
208440000, 0.024195223691447148, -0.09652605398150595, 0.2468295736525724, 0.035403771256859645, -0.09236633479471724, 0.25364005270033085, 0.013759266953548406
208480000, 0.025041504901264146, -0.10536306299618751, 0.24220381759284826, 0.037206768424049436, -0.11111801309103529, 0.2437722550040396, 0.013548914461528767
208500000, 0.026403224388376213, -0.11954604652932783, 0.23386723131352982, 0.037828693849108974, -0.11918297297338513, 0.23899582357832558, 0.012528991716163146
208540000, 0.027332671632268116, -0.13176916103202232, 0.22524441532529918, 0.039133657076434625, -0.1323708059811617, 0.23011993604517805, 0.012782641995621364
208580000, 0.028388232265739742, -0.13620674912998984, 0.22180959804517783, 0.04085021850546375, -0.1390981135035966, 0.2254783296308339, 0.013308669371038688
208610000, 0.0305733368930451, -0.13634246242331627, 0.22123831569189792, 0.04237790768607094, -0.13710911035566428, 0.22688168656408264, 0.013106611898608855
208640000, 0.031841114375477896, -0.12771055406303533, 0.22732668126026578, 0.04313937481307298, -0.12906602064056277, 0.23269856007793005, 0.012583523377424553
208680000, 0.031537020042567615, -0.1145500958392886, 0.2360409033000628, 0.043424457708649555, -0.10926712283294072, 0.24474189592315748, 0.015650183726651005
208710000, 0.03118194759358101, -0.09181190533797508, 0.2479366161291401, 0.04249447868330175, -0.08992251151792606, 0.2545294936543385, 0.013229104381075996
208750000, 0.028575064773809396, -0.0717895123615514, 0.25623165522448293, 0.03842597532461112, -0.05920672460478153, 0.2660377358489246, 0.018749032071679446
208780000, 0.02366032543752024, -0.05148207154078653, 0.262662103112454, 0.03157075233198353, -0.03515351746008796, 0.27211693519666874, 0.02045948146360611
208810000, 0.018454503336822643, -0.039932389199078835, 0.2654839376569644, 0.02502237914665495, -0.013739404935299238, 0.27582361842837316, 0.028915712264279893
208840000, 0.014397506747597214, -0.018622133137404594, 0.26870211877235317, 0.021187318696097746, 0.006286564627440469, 0.27702543756833964, 0.02712604664185365
208880000, 0.009307671149914333, 0.006690109816687065, 0.2697036429239063, 0.017626595331610734, 0.027959888481499565, 0.2752910354170747, 0.023512272090626226
208910000, 0.004818862459126801, 0.019776372085842205, 0.26905551873776706, 0.01373861700950596, 0.037837026382225795, 0.2740713188533673, 0.020758311724515165
208940000, 0.0031932711773428814, 0.021022949149397795, 0.26899447584429287, 0.010932902299204267, 0.038996246782014334, 0.2741910440784831, 0.020247114340214003
