timestamp, La_0, Lb_0, La_1, Lb_1, phi_0, theta_0, phi_1, theta_1
1125610000, -2.2979020152773555, 0.06682139505470423, 1.1649496503200523, 0.06251730863845421, -0.029071113260277916, 2.2988733698602863, -3.0879788374374857, 1.1666259476199763
1125630000, -2.2787359286385085, 0.06886203243866598, 1.179881759298968, 0.07150692781710044, -0.03021020609294339, 2.2797761758513904, -3.081061526884113, 1.182046617799936
1125640000, -2.2761846204721006, 0.068519737087847, 1.1916922300383948, 0.06893245423825346, -0.030093802828560317, 2.277215708018085, -3.0838128636437223, 1.1936842356256496
1125650000, -2.280986355130757, 0.06910727317189697, 1.1733791678482903, 0.06811365104432746, -0.030287835700009955, 2.2820329900108702, -3.08360858531963, 1.1753544746156093
1125670000, -2.2897121153005635, 0.07050170818070385, 1.165464680682986, 0.06915810900218095, -0.030780917975800424, 2.290797254627868, -3.0823226400585453, 1.1675147819022473
1125680000, -2.2857095237305582, 0.07016466110004237, 1.1797286651533736, 0.06865681845758508, -0.030687466548101217, 2.286786196070778, -3.0834610965367673, 1.1817247911867121
1125690000, -2.296802248535938, 0.07081861806164015, 1.1652284733905243, 0.07027587494454249, -0.03082380656115568, 2.29789378465235, -3.081354807528425, 1.1673457473256297
1125710000, -2.314989550718177, 0.06985041640980884, 1.211337225051588, 0.06840249212904646, -0.030163950550858156, 2.3160431128558403, -3.0851839801984835, 1.2132669836953225
1125720000, -2.067685006274973, 0.0812517070489984, 1.4763627618738666, 0.08634863115341748, -0.03927577133411986, 2.0692808231539552, -3.083171799872082, 1.4788857598712284
1125730000, -2.3282877496123286, 0.0708766867409417, 1.4006393246795452, 0.060626483761587864, -0.030432151435867676, 2.3293662978840866, -3.098334791016269, 1.4019508152471207
1125740000, -2.354425345120506, 0.07634509149263667, 1.4280638408824873, 0.0696359801082983, -0.03241485256895917, 2.355662810917732, -3.0928687354764435, 1.4297606454794052
1125750000, -2.330625953744238, 0.08189686594875271, 1.559088635081787, 0.07240935449032258, -0.035124976866561325, 2.332064414401641, -3.095182617560237, 1.5607691971136843
