timestamp, q_0, q_1, q_2, q_3
7365430000, -0.04849267602175812, 0.05670689530214166, 0.15272850321361386, -0.05839217853696947
7365440000, -0.048669111711741146, 0.0559579990974412, 0.15294570224777523, -0.05765546419654015
7365450000, -0.04813714024809238, 0.05627884681225326, 0.15463925544644738, -0.05505044585762811
7365460000, -0.048466990607289685, 0.055902187710116506, 0.15251179421498384, -0.05794272307647045
7365470000, -0.048175276740086544, 0.05583853873863558, 0.1518523836669167, -0.05799230457953892
7365480000, -0.04859108808335082, 0.05474069356085664, 0.15198793941589037, -0.056991822281142634
7365490000, -0.04813188993152941, 0.055000348078239725, 0.15170899133527424, -0.058333835529825524
7365500000, -0.048249069358486454, 0.055095815331189686, 0.15141934721374126, -0.05829437342036408
7365510000, -0.0482791821523305, 0.055017252414099986, 0.15109107343526465, -0.0588664756576997
7365520000, -0.048621960228612385, 0.054837100600402956, 0.15117008746417376, -0.058876689892567474
7365530000, -0.049136867645415305, 0.05408038777659992, 0.1518725707146869, -0.057872058787059824
7365540000, -0.049634141289575176, 0.05421877517139565, 0.15236992992866397, -0.05802385949006248
7365550000, -0.04933922172322567, 0.05464891987066924, 0.15183735065824208, -0.05853396644053682
7365560000, -0.04978682772103446, 0.05401949323886498, 0.1542004884444402, -0.0546173935350272
7365570000, -0.04957323928240108, 0.05459195369661488, 0.15316275478510694, -0.055996721791125664
7365580000, -0.04963007542665746, 0.0544164808362307, 0.15298130153279693, -0.0552899553046982
7365590000, -0.049652225912487385, 0.05420177710391818, 0.152433547158752, -0.05521736249276249
7365600000, -0.049687071956647996, 0.05428209581305172, 0.1527242606590909, -0.05532696813370985
7365610000, -0.04979576412230144, 0.05419697163651859, 0.1528792292841363, -0.055323451309991396
7365620000, -0.049880538420549084, 0.05359093504668373, 0.153972638771661, -0.054094237254921435
7365630000, -0.04982696146257737, 0.05363686199750333, 0.15375981250490883, -0.05500087262692478
7365640000, -0.05060044705188301, 0.05547044590629228, 0.15570022258617944, -0.05543262643930391
7365650000, -0.04937895240058216, 0.05441239844027451, 0.15459193378649502, -0.05479958835685446
7365660000, -0.04958502041834519, 0.05407161741986256, 0.1550990288018767, -0.05361662214958683
7365670000, -0.04920151988995683, 0.05476503230870801, 0.15511447389266064, -0.05441938356949292
7365680000, -0.049351345607518596, 0.05490403690268837, 0.15468752435981248, -0.054828940595568226
7365690000, -0.04923611275273855, 0.05529931142286182, 0.15405496500577634, -0.05553095777771677
