t,x_t1,y_t1,z_t1,x_t2,y_t2,z_t2,x_fk,y_fk,z_fk,q0,q1,q2,q3,p0,p1,p2,p3,p4,p5,tau1,tau2,tau3,tau4
3.19333,0.0195822,0.0353092,0.151501,0.0397376,0.0920523,0.26729,-0.000627222,0.0951921,-0.251317,1.57024,0.375056,1.54687,0.401657,500.213,14.531,685.256,500.213,14.531,685.256,0,0,0,0,
3.2,0.0194682,0.0352717,0.151533,0.0393775,0.0919715,0.267386,-0.000269639,0.095113,-0.251357,1.5737,0.374622,1.55151,0.401561,501.687,14.127,684.186,501.687,14.127,684.186,0,0,0,0,
3.20667,0.0193571,0.0352356,0.151562,0.0390138,0.0919027,0.267475,9.5186e-05,0.0950495,-0.251386,1.57718,0.37422,1.55637,0.401695,503.16,13.7285,683.112,503.16,13.7285,683.112,0,0,0,0,
3.21333,0.0192507,0.0352006,0.15159,0.0386506,0.0918478,0.267554,0.000460722,0.0949993,-0.251407,1.5806,0.373878,1.56148,0.401911,504.631,13.3357,682.034,504.631,13.3357,682.034,0,0,0,0,
3.22,0.0191489,0.0351671,0.151615,0.0382906,0.0918099,0.267621,0.000816862,0.0949527,-0.251427,1.58401,0.373595,1.56622,0.402022,506.1,12.9485,680.952,506.1,12.9485,680.952,0,0,0,0,
3.22667,0.0190484,0.0351353,0.151638,0.0379318,0.0917914,0.267678,0.00117914,0.0949244,-0.251434,1.58747,0.373343,1.57108,0.402417,507.568,12.5669,679.866,507.568,12.5669,679.866,0,0,0,0,
3.23333,0.0189414,0.0351097,0.15166,0.0375691,0.0917958,0.267726,0.00155019,0.0948984,-0.251437,1.59119,0.373079,1.57557,0.402939,509.034,12.1909,678.776,509.034,12.1909,678.776,0,0,0,0,
3.24,0.0188317,0.0350892,0.151681,0.0372043,0.0918198,0.267767,0.00190996,0.09488,-0.251435,1.59481,0.372852,1.57988,0.403506,510.499,11.8205,677.681,510.499,11.8205,677.681,0,0,0,0,
3.24667,0.0187186,0.0350752,0.1517,0.0368345,0.0918662,0.267798,0.00226353,0.0948646,-0.251433,1.59849,0.372669,1.58377,0.404003,511.962,11.4558,676.583,511.962,11.4558,676.583,0,0,0,0,
3.25333,0.018601,0.0350685,0.151717,0.0364562,0.0919378,0.267822,0.00261148,0.0948623,-0.251423,1.60213,0.372561,1.58751,0.404523,513.423,11.0966,675.481,513.423,11.0966,675.481,0,0,0,0,
3.26,0.018481,0.03507,0.151732,0.0360692,0.0920356,0.267839,0.00296064,0.0948758,-0.251405,1.6058,0.372565,1.59121,0.404989,514.883,10.7432,674.374,514.883,10.7432,674.374,0,0,0,0,
3.26667,0.0183562,0.0350811,0.151745,0.0356642,0.092164,0.267849,0.00330864,0.0949002,-0.251382,1.60943,0.372649,1.59496,0.405413,516.341,10.3953,673.264,516.341,10.3953,673.264,0,0,0,0,
3.27333,0.0182258,0.0351034,0.151756,0.0352435,0.0923215,0.267849,0.00366303,0.0949422,-0.25135,1.61297,0.372837,1.59915,0.40585,517.798,10.0532,672.149,517.798,10.0532,672.149,0,0,0,0,
3.28,0.0180902,0.0351361,0.151766,0.0348067,0.0925122,0.267841,0.00402736,0.0949958,-0.251311,1.61675,0.373111,1.60304,0.406253,519.253,9.71665,671.031,519.253,9.71665,671.031,0,0,0,0,
3.28667,0.0180902,0.0351361,0.151766,0.0348067,0.0925122,0.267841,0.00402736,0.0949958,-0.251311,1.61675,0.373111,1.60304,0.406253,520.706,9.38579,669.909,520.706,9.38579,669.909,0,0,0,0,
3.29333,0.0178071,0.0352277,0.151781,0.0338924,0.0929764,0.267796,0.00479747,0.0951587,-0.251205,1.62481,0.374029,1.61087,0.406995,522.157,9.06059,668.783,522.157,9.06059,668.783,0,0,0,0,
3.3,0.017653,0.0352912,0.151786,0.0334281,0.0932481,0.267759,0.00519409,0.0952605,-0.25114,1.62893,0.374608,1.61492,0.407407,523.607,8.74106,667.653,523.607,8.74106,667.653,0,0,0,0,
3.30667,0.0174939,0.0353641,0.151791,0.0329555,0.0935419,0.267713,0.00559085,0.095373,-0.251069,1.63299,0.375253,1.61905,0.407832,525.054,8.42721,666.519,525.054,8.42721,666.519,0,0,0,0,
3.31333,0.0173403,0.0354378,0.151793,0.0324791,0.0938543,0.267654,0.00597018,0.0955015,-0.250989,1.63685,0.375999,1.62299,0.408237,526.5,8.11903,665.381,526.5,8.11903,665.381,0,0,0,0,
3.32,0.0171885,0.0355148,0.151792,0.0319947,0.0941782,0.267588,0.00636625,0.0956453,-0.250899,1.64073,0.376808,1.62743,0.408772,527.944,7.81654,664.24,527.944,7.81654,664.24,0,0,0,0,
3.32667,0.0170306,0.0356009,0.151791,0.0315032,0.0945163,0.267517,0.00678693,0.095806,-0.250797,1.64488,0.37768,1.632,0.409495,529.387,7.51973,663.094,529.387,7.51973,663.094,0,0,0,0,
3.33333,0.0168732,0.0356901,0.151787,0.0310041,0.0948616,0.26744,0.00721265,0.0959852,-0.250685,1.64911,0.378681,1.63641,0.41018,530.827,7.22862,661.945,530.827,7.22862,661.945,0,0,0,0,
3.34,0.0167224,0.0357767,0.151782,0.0305043,0.0952101,0.267358,0.00764408,0.0961705,-0.25057,1.65328,0.379783,1.64113,0.410671,532.266,6.9432,660.792,532.266,6.9432,660.792,0,0,0,0,
3.34667,0.0165734,0.0358643,0.151775,0.030004,0.0955524,0.267278,0.00808394,0.0963601,-0.250452,1.65753,0.38091,1.64585,0.411216,533.702,6.66348,659.635,533.702,6.66348,659.635,0,0,0,0,
3.35333,0.016421,0.0359565,0.151768,0.0295068,0.0958822,0.267202,0.00854121,0.096556,-0.250326,1.6619,0.38205,1.65085,0.411914,535.137,6.38946,658.474,535.137,6.38946,658.474,0,0,0,0,
3.36,0.0162629,0.0360551,0.151761,0.0290131,0.096199,0.267132,0.00900249,0.0967367,-0.250209,1.66652,0.383184,1.65525,0.412379,536.569,6.12115,657.31,536.569,6.12115,657.31,0,0,0,0,
3.36667,0.0161105,0.0361499,0.151755,0.028526,0.0964973,0.267068,0.00944339,0.0969129,-0.250096,1.6709,0.384322,1.65944,0.412742,538,5.85855,656.142,538,5.85855,656.142,0,0,0,0,
3.37333,0.0159541,0.036248,0.151748,0.0280516,0.0967723,0.267013,0.0098854,0.0970819,-0.249985,1.67529,0.385438,1.66363,0.413077,539.429,5.60167,654.97,539.429,5.60167,654.97,0,0,0,0,
3.38,0.0157969,0.0363464,0.151743,0.0275797,0.0970293,0.266968,0.0103128,0.0972398,-0.249882,1.67958,0.386554,1.6675,0.4132,540.855,5.35051,653.795,540.855,5.35051,653.795,0,0,0,0,
3.38667,0.0156339,0.0364463,0.151737,0.0271062,0.0972636,0.266931,0.0107569,0.0974087,-0.249771,1.68402,0.38774,1.67147,0.413369,542.28,5.10507,652.616,542.28,5.10507,652.616,0,0,0,0,
3.39333,0.0154622,0.0365497,0.151732,0.0266376,0.0974719,0.266905,0.0112092,0.0975613,-0.249668,1.68875,0.388879,1.67491,0.413438,543.702,4.86535,651.433,543.702,4.86535,651.433,0,0,0,0,
3.4,0.0152891,0.0366496,0.151729,0.0261663,0.0976572,0.266887,0.0116613,0.097701,-0.249571,1.6935,0.389971,1.67829,0.41345,545.123,4.63137,650.246,545.123,4.63137,650.246,0,0,0,0,
3.40667,0.0151242,0.0367366,0.151727,0.0256938,0.0978159,0.266878,0.0120957,0.0978333,-0.249478,1.69785,0.391028,1.68211,0.413433,546.541,4.40312,649.056,546.541,4.40312,649.056,0,0,0,0,
3.41333,0.0149618,0.0368147,0.151727,0.0252238,0.0979495,0.266881,0.0125173,0.0979484,-0.249395,1.70203,0.392013,1.6859,0.413327,547.958,4.1806,647.862,547.958,4.1806,647.862,0,0,0,0,
3.42,0.0148008,0.0368832,0.151729,0.0247592,0.0980534,0.266894,0.0129411,0.0980489,-0.249318,1.70619,0.392929,1.6899,0.413213,549.372,3.96383,646.665,549.372,3.96383,646.665,0,0,0,0,
3.42667,0.0146465,0.0369394,0.151733,0.0242997,0.0981305,0.266917,0.0133437,0.0981333,-0.249248,1.71016,0.393716,1.69364,0.413209,550.784,3.75279,645.464,550.784,3.75279,645.464,0,0,0,0,
3.43333,0.0144899,0.0369897,0.15174,0.02384,0.0981783,0.266953,0.013754,0.0981984,-0.249184,1.71424,0.394375,1.69744,0.413329,552.193,3.54751,644.26,552.193,3.54751,644.26,0,0,0,0,
3.44,0.0143405,0.0370258,0.151748,0.0233833,0.098199,0.266997,0.0141555,0.0982475,-0.249131,1.71816,0.394984,1.70139,0.413304,553.601,3.34797,643.052,553.601,3.34797,643.052,0,0,0,0,
3.44667,0.014182,0.0370576,0.151761,0.0229253,0.0981914,0.267054,0.0145789,0.0982834,-0.249082,1.72255,0.395555,1.70491,0.413252,555.006,3.15418,641.84,555.006,3.15418,641.84,0,0,0,0,
3.45333,0.0140286,0.037079,0.151777,0.0224679,0.0981503,0.267122,0.015004,0.0983051,-0.249041,1.72694,0.396099,1.7085,0.413048,556.409,2.96615,640.625,556.409,2.96615,640.625,0,0,0,0,
3.46,0.013884,0.0370879,0.151794,0.0220109,0.0980806,0.267201,0.0154146,0.0983154,-0.249005,1.73108,0.396551,1.71232,0.412928,557.81,2.78388,639.407,557.81,2.78388,639.407,0,0,0,0,
3.46667,0.0137438,0.0370882,0.151813,0.0215565,0.0979769,0.267295,0.0158272,0.0983079,-0.248978,1.73516,0.396925,1.71649,0.412766,559.208,2.60736,638.185,559.208,2.60736,638.185,0,0,0,0,
3.47333,0.0136074,0.0370795,0.151833,0.0210978,0.0978396,0.267404,0.0162365,0.0982819,-0.24896,1.73921,0.397213,1.72071,0.412559,560.605,2.43661,636.959,560.605,2.43661,636.959,0,0,0,0,
3.48,0.0134704,0.0370607,0.151857,0.0206477,0.0976709,0.267525,0.0166511,0.0982277,-0.248955,1.74343,0.397361,1.72481,0.412337,561.998,2.27163,635.731,561.998,2.27163,635.731,0,0,0,0,
3.48667,0.0133341,0.0370343,0.151884,0.0201967,0.097467,0.267662,0.0170544,0.0981557,-0.248961,1.74755,0.397422,1.72889,0.412058,563.39,2.11241,634.498,563.39,2.11241,634.498,0,0,0,0,
3.49333,0.0132013,0.0370011,0.151913,0.0197606,0.0972384,0.267808,0.0174326,0.0980663,-0.24898,1.75134,0.397441,1.73307,0.41152,564.779,1.95896,633.263,564.779,1.95896,633.263,0,0,0,0,
3.5,0.0130666,0.0369598,0.151944,0.0193337,0.0969794,0.267969,0.0177935,0.0979685,-0.249005,1.75477,0.397423,1.73772,0.410907,566.166,1.81128,632.023,566.166,1.81128,632.023,0,0,0,0,
3.50667,0.0129329,0.0369095,0.151979,0.0189187,0.0966986,0.268136,0.018144,0.0978488,-0.249044,1.75812,0.397336,1.74236,0.410088,567.55,1.66938,630.781,567.55,1.66938,630.781,0,0,0,0,
3.51333,0.0127985,0.0368499,0.152016,0.0185144,0.0963938,0.268311,0.0185038,0.0977143,-0.249088,1.76171,0.397179,1.74676,0.409287,568.932,1.53325,629.535,568.932,1.53325,629.535,0,0,0,0,
3.52,0.0126667,0.0367808,0.152054,0.0181269,0.096075,0.268492,0.0188651,0.097558,-0.249143,1.76539,0.396913,1.75117,0.40847,570.312,1.4029,628.286,570.312,1.4029,628.286,0,0,0,0,
3.52667,0.0125366,0.0367044,0.152095,0.0177534,0.095738,0.268677,0.0192271,0.0973817,-0.249208,1.76919,0.396553,1.75544,0.407628,571.689,1.27833,627.034,571.689,1.27833,627.034,0,0,0,0,
3.53333,0.0124074,0.036619,0.152138,0.0173894,0.0953869,0.268866,0.0195833,0.0971909,-0.249277,1.77317,0.39608,1.75907,0.40691,573.063,1.15954,625.778,573.063,1.15954,625.778,0,0,0,0,
3.54,0.0122776,0.0365243,0.152184,0.0170397,0.0950212,0.269058,0.0199509,0.0969798,-0.249354,1.77734,0.395491,1.7628,0.406281,574.435,1.04654,624.519,574.435,1.04654,624.519,0,0,0,0,
3.54667,0.0121493,0.0364244,0.152233,0.0167143,0.0946433,0.269255,0.0203085,0.0967541,-0.249441,1.78141,0.394881,1.7666,0.405422,575.805,0.939319,623.257,575.805,0.939319,623.257,0,0,0,0,
3.55333,0.012025,0.0363187,0.152283,0.0164081,0.0942539,0.269453,0.0206562,0.0965224,-0.24953,1.78547,0.394214,1.77012,0.404644,577.171,0.837887,621.991,577.171,0.837887,621.991,0,0,0,0,
3.56,0.0119057,0.0362089,0.152334,0.0161187,0.093874,0.269646,0.0209877,0.0962947,-0.249618,1.78931,0.393562,1.7737,0.403851,578.536,0.742243,620.723,578.536,0.742243,620.723,0,0,0,0,
3.56667,0.0117915,0.0360985,0.152383,0.0158367,0.0935034,0.269833,0.0213128,0.0960558,-0.249712,1.79303,0.392863,1.77752,0.403004,579.898,0.652388,619.451,579.898,0.652388,619.451,0,0,0,0,
3.57333,0.0116817,0.0359857,0.152432,0.0155691,0.0931451,0.27001,0.021636,0.0957978,-0.249816,1.79681,0.392084,1.78129,0.402083,581.257,0.568324,618.176,581.257,0.568324,618.176,0,0,0,0,
3.58,0.011577,0.0358742,0.152481,0.0153107,0.0927988,0.270182,0.0219637,0.0955284,-0.249922,1.80078,0.391207,1.78485,0.401345,582.613,0.490052,616.897,582.613,0.490052,616.897,0,0,0,0,
3.58667,0.0114777,0.0357649,0.152529,0.0150687,0.0924627,0.270347,0.0222723,0.0952718,-0.250018,1.80464,0.390305,1.78793,0.400893,583.967,0.417574,615.616,583.967,0.417574,615.616,0,0,0,0,
3.59333,0.0113821,0.0356579,0.152576,0.014833,0.0921356,0.270508,0.0225603,0.095026,-0.250111,1.80815,0.389443,1.7912,0.400442,585.318,0.35089,614.331,585.318,0.35089,614.331,0,0,0,0,
3.6,0.01129,0.0355534,0.152621,0.0146065,0.0918263,0.270658,0.0228379,0.0947837,-0.250205,1.81139,0.388638,1.79486,0.399828,586.667,0.290001,613.044,586.667,0.290001,613.044,0,0,0,0,
3.60667,0.011202,0.0354527,0.152664,0.0143865,0.0915418,0.270797,0.0231105,0.094536,-0.250304,1.81447,0.387859,1.79889,0.399011,588.013,0.234908,611.753,588.013,0.234908,611.753,0,0,0,0,
3.61333,0.0111165,0.0353573,0.152705,0.0141696,0.0912726,0.270928,0.0233781,0.0942952,-0.2504,1.81739,0.387146,1.80315,0.398094,589.356,0.185612,610.459,589.356,0.185612,610.459,0,0,0,0,
3.62,0.0110307,0.0352711,0.152743,0.0139623,0.0910248,0.271051,0.0236342,0.0940809,-0.25048,1.82035,0.386473,1.80667,0.397528,590.696,0.142113,609.162,590.696,0.142113,609.162,0,0,0,0,
3.62667,0.0109511,0.0351875,0.152779,0.0137592,0.0907994,0.271162,0.0238777,0.0938813,-0.250554,1.82311,0.385857,1.81014,0.397005,592.034,0.104413,607.863,592.034,0.104413,607.863,0,0,0,0,
3.63333,0.0108749,0.0351097,0.152814,0.0135575,0.0906,0.271262,0.0241245,0.0936802,-0.250629,1.82584,0.385285,1.81389,0.396328,593.368,0.0725117,606.56,593.368,0.0725117,606.56,0,0,0,0,
3.64,0.010802,0.0350372,0.152846,0.013359,0.0904153,0.271355,0.0243627,0.0934881,-0.250699,1.82852,0.38474,1.81737,0.395706,594.7,0.0464096,605.254,594.7,0.0464096,605.254,0,0,0,0,
3.64667,0.0107323,0.0349707,0.152875,0.0131593,0.0902521,0.27144,0.0246048,0.0932994,-0.250767,1.83119,0.38422,1.82103,0.395103,596.03,0.0261071,603.945,596.03,0.0261071,603.945,0,0,0,0,
3.65333,0.0106661,0.0349105,0.152903,0.0129377,0.0901283,0.271505,0.0248578,0.0931249,-0.250823,1.83395,0.383728,1.82475,0.394751,597.356,0.0116046,602.633,597.356,0.0116046,602.633,0,0,0,0,
3.66,0.0106027,0.0348568,0.152928,0.0127292,0.0900079,0.271573,0.0250966,0.0929645,-0.250872,1.83657,0.383276,1.8282,0.394475,598.679,0.00290215,601.318,598.679,0.00290215,601.318,0,0,0,0,
3.66667,0.0105397,0.0348084,0.152952,0.012502,0.0899185,0.271621,0.0253408,0.0928139,-0.250915,1.83915,0.382883,1.8319,0.394225,600,3.41744e-10,600.001,600,3.41744e-10,600.001,0,0,0,0,
3.67333,0.0104776,0.034765,0.152974,0.0122771,0.0898392,0.271669,0.0255737,0.0926757,-0.250954,1.84162,0.382554,1.83534,0.393947,601.318,0.00289816,598.68,601.318,0.00289816,598.68,0,0,0,0,
3.68,0.0104156,0.0347278,0.152994,0.0120291,0.0897899,0.271701,0.0258081,0.0925541,-0.250982,1.84411,0.382278,1.83863,0.393826,602.632,0.0115966,597.357,602.632,0.0115966,597.357,0,0,0,0,
3.68667,0.0103528,0.0346967,0.153012,0.0117558,0.0897668,0.271724,0.0260548,0.0924415,-0.251004,1.84663,0.382058,1.84221,0.393761,603.944,0.0260952,596.03,603.944,0.0260952,596.03,0,0,0,0,
3.69333,0.0102892,0.0346709,0.153028,0.0114707,0.0897624,0.271741,0.0262989,0.0923484,-0.251013,1.84911,0.381883,1.8456,0.393916,605.253,0.0463937,594.701,605.253,0.0463937,594.701,0,0,0,0,
3.7,0.0102222,0.0346505,0.153043,0.0111936,0.0897634,0.271757,0.0265452,0.0922534,-0.251026,1.85149,0.38178,1.84941,0.393809,606.559,0.0724918,593.369,606.559,0.0724918,593.369,0,0,0,0,
3.70667,0.0101531,0.0346352,0.153056,0.0108998,0.0897859,0.271766,0.026794,0.0921747,-0.251029,1.85394,0.381731,1.85295,0.393849,607.862,0.104389,592.034,607.862,0.104389,592.034,0,0,0,0,
3.71333,0.0100787,0.0346252,0.153068,0.010574,0.0898388,0.271764,0.0270471,0.0921145,-0.25102,1.8564,0.381767,1.85639,0.393988,609.162,0.142085,590.697,609.162,0.142085,590.697,0,0,0,0,
3.72,0.00999848,0.0346211,0.153078,0.0102341,0.0899113,0.271755,0.0273087,0.0920761,-0.250997,1.859,0.381873,1.85948,0.394364,610.458,0.18558,589.357,610.458,0.18558,589.357,0,0,0,0,
3.72667,0.00991095,0.0346231,0.153087,0.00982559,0.0900387,0.271716,0.027586,0.0920425,-0.25097,1.86164,0.382046,1.86303,0.394699,611.752,0.234872,588.014,611.752,0.234872,588.014,0,0,0,0,
3.73333,0.00981576,0.034631,0.153095,0.00941062,0.0901819,0.27167,0.0278718,0.0920308,-0.250929,1.86431,0.38232,1.86653,0.395165,613.043,0.289961,586.668,613.043,0.289961,586.668,0,0,0,0,
3.74,0.0097132,0.0346445,0.153101,0.00897892,0.0903485,0.271617,0.0281675,0.0920354,-0.250877,1.86704,0.382671,1.87004,0.395749,614.331,0.350846,585.319,614.331,0.350846,585.319,0,0,0,0,
3.74667,0.00960338,0.034664,0.153106,0.00857176,0.0905012,0.271571,0.0284841,0.0920463,-0.250818,1.86995,0.383088,1.87372,0.39636,615.615,0.417526,583.968,615.615,0.417526,583.968,0,0,0,0,
3.75333,0.00948247,0.0346888,0.153109,0.00814297,0.0906676,0.271518,0.0288024,0.0920633,-0.250757,1.87293,0.383586,1.87719,0.396834,616.896,0.490001,582.614,616.896,0.490001,582.614,0,0,0,0,
3.76,0.00934949,0.0347214,0.153111,0.00766356,0.0908744,0.271441,0.0291361,0.0920955,-0.250685,1.87606,0.384163,1.88059,0.39743,618.175,0.568268,581.258,618.175,0.568268,581.258,0,0,0,0,
3.76667,0.00921125,0.0347568,0.153113,0.00717384,0.091082,0.271361,0.0295043,0.0921378,-0.250599,1.87959,0.384804,1.88399,0.398228,619.45,0.652328,579.898,619.45,0.652328,579.898,0,0,0,0,
3.77333,0.00906877,0.0347939,0.153114,0.00667751,0.0912883,0.27128,0.0298854,0.0921807,-0.250511,1.88316,0.385483,1.88772,0.399007,620.722,0.742179,578.537,620.722,0.742179,578.537,0,0,0,0,
3.78,0.0089232,0.034831,0.153115,0.00617318,0.091486,0.271198,0.0302717,0.0922233,-0.250421,1.88684,0.38619,1.89127,0.399744,621.99,0.837819,577.172,621.99,0.837819,577.172,0,0,0,0,
3.78667,0.00876953,0.0348685,0.153115,0.00566764,0.0916725,0.271123,0.0306707,0.09227,-0.250326,1.89064,0.386921,1.89489,0.400583,623.256,0.939248,575.805,623.256,0.939248,575.805,0,0,0,0,
3.79333,0.00861265,0.0349055,0.153114,0.0051495,0.0918439,0.271052,0.0310859,0.0923171,-0.250225,1.89449,0.387655,1.8989,0.401553,624.518,1.04646,574.436,624.518,1.04646,574.436,0,0,0,0,
3.8,0.00845161,0.0349408,0.153114,0.00463062,0.0919961,0.270988,0.0314993,0.0923599,-0.250126,1.89837,0.388384,1.90276,0.402482,625.777,1.15946,573.064,625.777,1.15946,573.064,0,0,0,0,
3.80667,0.0082837,0.0349749,0.153114,0.00410648,0.0921197,0.270932,0.0319285,0.0923951,-0.250029,1.90238,0.389138,1.90689,0.403308,627.033,1.27825,571.69,627.033,1.27825,571.69,0,0,0,0,
3.81333,0.00810965,0.0350069,0.153116,0.00357454,0.0922177,0.270888,0.0323769,0.0924252,-0.24993,1.90674,0.389925,1.9107,0.404085,628.285,1.40281,570.313,628.285,1.40281,570.313,0,0,0,0,
3.82,0.00793222,0.0350336,0.15312,0.0030359,0.0922856,0.270857,0.0328248,0.0924501,-0.249833,1.91109,0.390705,1.91457,0.404818,629.534,1.53316,568.933,629.534,1.53316,568.933,0,0,0,0,
3.82667,0.00774776,0.0350548,0.153124,0.00248777,0.0923258,0.270836,0.0332766,0.0924622,-0.249742,1.91541,0.391454,1.91878,0.40548,630.78,1.66928,567.551,630.78,1.66928,567.551,0,0,0,0,
3.83333,0.00756057,0.035069,0.153131,0.00192925,0.0923241,0.27083,0.0337367,0.0924602,-0.249655,1.91984,0.392163,1.9231,0.406116,632.023,1.81118,566.167,632.023,1.81118,566.167,0,0,0,0,
3.84,0.00737707,0.0350733,0.153139,0.00136085,0.0922868,0.270836,0.0341968,0.0924368,-0.249579,1.92446,0.392806,1.92712,0.406612,633.262,1.95885,564.78,633.262,1.95885,564.78,0,0,0,0,
3.84667,0.00718768,0.0350679,0.153149,0.000784861,0.0922117,0.270861,0.0346567,0.092405,-0.249507,1.92913,0.393425,1.93104,0.407075,634.497,2.1123,563.391,634.497,2.1123,563.391,0,0,0,0,
3.85333,0.00699554,0.0350505,0.153161,0.000197648,0.0920916,0.270902,0.0351371,0.0923427,-0.249444,1.93414,0.393938,1.93512,0.407525,635.73,2.27151,561.999,635.73,2.27151,561.999,0,0,0,0,
3.86,0.00680068,0.0350239,0.153178,-0.00039873,0.0919273,0.27096,0.0356114,0.0922709,-0.249387,1.93893,0.394443,1.93972,0.407824,636.959,2.4365,560.606,636.959,2.4365,560.606,0,0,0,0,
3.86667,0.00660301,0.0349867,0.153198,-0.00100542,0.0917161,0.271038,0.0360839,0.092184,-0.249337,1.94396,0.394869,1.9437,0.40815,638.184,2.60725,559.209,638.184,2.60725,559.209,0,0,0,0,
3.87333,0.00639996,0.0349364,0.153223,-0.00161611,0.0914582,0.271131,0.0365819,0.0920576,-0.249301,1.94948,0.395194,1.94774,0.408322,639.406,2.78376,557.811,639.406,2.78376,557.811,0,0,0,0,
3.88,0.00619192,0.0348715,0.153251,-0.00223305,0.0911473,0.271245,0.0370966,0.0918998,-0.249278,1.95532,0.39543,1.95188,0.408399,640.624,2.96603,556.41,640.624,2.96603,556.41,0,0,0,0,
3.88667,0.00598318,0.0347931,0.153283,-0.00284928,0.090792,0.271374,0.0376172,0.0917131,-0.249265,1.96143,0.395552,1.95588,0.408445,641.839,3.15405,555.007,641.839,3.15405,555.007,0,0,0,0,
3.89333,0.00577439,0.034702,0.153318,-0.00346174,0.0903896,0.271516,0.0381386,0.0914941,-0.249266,1.9676,0.395532,1.96021,0.408458,643.051,3.34783,553.602,643.051,3.34783,553.602,0,0,0,0,
3.9,0.00556194,0.0345955,0.153357,-0.00406969,0.089941,0.271676,0.0386519,0.0912547,-0.249279,1.97364,0.395433,1.96495,0.408366,644.259,3.54737,552.194,644.259,3.54737,552.194,0,0,0,0,
3.90667,0.00535174,0.0344749,0.153399,-0.0046676,0.0894457,0.271853,0.0391492,0.0910067,-0.249299,1.97936,0.395316,1.97017,0.40811,645.463,3.75265,550.784,645.463,3.75265,550.784,0,0,0,0,
3.91333,0.00514305,0.0343396,0.153444,-0.00525643,0.0889155,0.272041,0.0396517,0.0907204,-0.249337,1.98535,0.395076,1.97544,0.407685,646.664,3.96368,549.373,646.664,3.96368,549.373,0,0,0,0,
3.92,0.00494093,0.0341939,0.153492,-0.00582373,0.0883555,0.272242,0.040164,0.0903904,-0.249391,1.99173,0.394641,1.98064,0.407288,647.862,4.18045,547.958,647.862,4.18045,547.958,0,0,0,0,
3.92667,0.0047445,0.0340355,0.153544,-0.00637962,0.0877674,0.272451,0.0406716,0.0900344,-0.249456,1.99827,0.394085,1.98566,0.406878,649.055,4.40296,546.542,649.055,4.40296,546.542,0,0,0,0,
3.93333,0.00455205,0.0338678,0.153597,-0.00691273,0.0871529,0.272671,0.0411856,0.0896419,-0.249537,2.00495,0.393418,1.99119,0.406315,650.245,4.63121,545.124,650.245,4.63121,545.124,0,0,0,0,
3.94,0.00436225,0.0336862,0.153654,-0.00742727,0.086523,0.272895,0.0416837,0.0892394,-0.249626,2.01144,0.392739,1.9969,0.405557,651.432,4.86519,543.703,651.432,4.86519,543.703,0,0,0,0,
3.94667,0.00417672,0.0334959,0.153713,-0.00792308,0.0858721,0.273125,0.0421665,0.0888279,-0.249722,2.01772,0.392023,2.00293,0.404707,652.615,5.1049,542.281,652.615,5.1049,542.281,0,0,0,0,
3.95333,0.00399872,0.033295,0.153774,-0.00839074,0.0852195,0.273354,0.042648,0.0883869,-0.249828,2.02441,0.391148,2.00833,0.403958,653.794,5.35034,540.856,653.794,5.35034,540.856,0,0,0,0,
3.96,0.00382765,0.033086,0.153837,-0.00883754,0.0845671,0.273581,0.0431274,0.0879099,-0.249947,2.03151,0.390086,2.01316,0.403292,654.969,5.6015,539.43,654.969,5.6015,539.43,0,0,0,0,
3.96667,0.00366167,0.0328669,0.153902,-0.00925676,0.0839179,0.273803,0.0435956,0.0874258,-0.250068,2.03867,0.388946,2.01765,0.402766,656.141,5.85837,538.001,656.141,5.85837,538.001,0,0,0,0,
3.97333,0.0035,0.0326422,0.153966,-0.00965484,0.0832769,0.274021,0.0440428,0.0869356,-0.250195,2.04565,0.387765,2.02217,0.402171,657.309,6.12097,536.57,657.309,6.12097,536.57,0,0,0,0,
3.98,0.00334629,0.0324118,0.15403,-0.0100279,0.0826398,0.274234,0.0444402,0.0864685,-0.250321,2.05181,0.38662,2.02701,0.401478,658.474,6.38927,535.138,658.474,6.38927,535.138,0,0,0,0,
3.98667,0.00319824,0.0321827,0.154094,-0.010381,0.0820135,0.27444,0.044825,0.0860065,-0.250445,2.05785,0.385449,2.03174,0.400921,659.634,6.66329,533.703,659.634,6.66329,533.703,0,0,0,0,
3.99333,0.00305574,0.0319566,0.154157,-0.0107136,0.0814118,0.274639,0.0452026,0.0855252,-0.250576,2.06418,0.384171,2.03587,0.400408,660.791,6.943,532.266,660.791,6.943,532.266,0,0,0,0,
4,0.00292129,0.0317253,0.154221,-0.0110296,0.0808358,0.274827,0.0455572,0.0850493,-0.250706,2.07029,0.382827,2.03985,0.400077,661.944,7.22842,530.828,661.944,7.22842,530.828,0,0,0,0,
4.00667,0.0027957,0.031497,0.154281,-0.0113273,0.0802793,0.275005,0.04589,0.0845893,-0.25083,2.07621,0.381474,2.04341,0.399922,663.093,7.51953,529.388,663.093,7.51953,529.388,0,0,0,0,
4.01333,0.00267699,0.031279,0.154338,-0.011609,0.0797437,0.275174,0.0462146,0.0841317,-0.250955,2.08203,0.380159,2.04705,0.39965,664.239,7.81633,527.945,664.239,7.81633,527.945,0,0,0,0,
