t,x_t1,y_t1,z_t1,x_t2,y_t2,z_t2,x_fk,y_fk,z_fk,q0,q1,q2,q3,p0,p1,p2,p3,p4,p5,tau1,tau2,tau3,tau4
18.2933,-0.00898359,-0.0283722,0.154392,-0.0416386,-0.0915342,0.263381,0.0774463,-0.0755826,-0.245205,-2.35668,0.465811,-2.41633,0.345499,607.863,592.033,0.104437,607.863,592.033,0.104437,0,0,0,0,
18.3,-0.00890768,-0.0284286,0.154387,-0.0413909,-0.0917245,0.263349,0.0772063,-0.0757856,-0.245228,-2.35432,0.465759,-2.41131,0.345015,606.56,593.367,0.0725316,606.56,593.367,0.0725316,0,0,0,0,
18.3067,-0.00883446,-0.0284865,0.154381,-0.0411604,-0.091909,0.263314,0.0769801,-0.0759732,-0.245252,-2.35194,0.46574,-2.40735,0.344431,605.254,594.699,0.0464255,605.254,594.699,0.0464255,0,0,0,0,
18.3133,-0.00876514,-0.0285446,0.154375,-0.0409228,-0.0921357,0.263262,0.0767434,-0.0761872,-0.245268,-2.34952,0.465755,-2.40231,0.34396,603.945,596.029,0.0261191,603.945,596.029,0.0261191,0,0,0,0,
18.32,-0.00869792,-0.028605,0.154367,-0.0407038,-0.0923497,0.263206,0.0765098,-0.0764071,-0.245278,-2.34695,0.465797,-2.39777,0.343559,602.633,597.355,0.0116125,602.633,597.355,0.0116125,0,0,0,0,
18.3267,-0.00863337,-0.0286677,0.154358,-0.0404741,-0.0926154,0.26313,0.0762522,-0.0766643,-0.245283,-2.34438,0.465876,-2.39117,0.343216,601.318,598.678,0.00290613,601.318,598.678,0.00290613,0,0,0,0,
18.3333,-0.00856952,-0.0287358,0.154349,-0.0402486,-0.0929082,0.263042,0.0760146,-0.076916,-0.245279,-2.34186,0.465986,-2.38519,0.343013,600.001,599.999,3.07569e-09,600.001,599.999,3.07569e-09,0,0,0,0,
18.34,-0.00850737,-0.0288126,0.154338,-0.0400444,-0.0931809,0.262955,0.0758134,-0.0771342,-0.245275,-2.33956,0.466151,-2.38067,0.342689,598.68,601.317,0.00289418,598.68,601.317,0.00289418,0,0,0,0,
18.3467,-0.00850737,-0.0288126,0.154338,-0.0400444,-0.0931809,0.262955,0.0758134,-0.0771342,-0.245275,-2.33956,0.466151,-2.38067,0.342689,597.357,602.631,0.0115886,597.357,602.631,0.0115886,0,0,0,0,
18.3533,-0.00838563,-0.0289836,0.154311,-0.0396311,-0.0938344,0.26274,0.0753801,-0.0776196,-0.245261,-2.33478,0.46664,-2.36969,0.341791,596.03,603.943,0.0260832,596.03,603.943,0.0260832,0,0,0,0,
18.36,-0.00832449,-0.0290809,0.154294,-0.0394237,-0.0942176,0.262614,0.0751527,-0.0778758,-0.245253,-2.33223,0.466936,-2.36408,0.341239,594.701,605.252,0.0463777,594.701,605.252,0.0463777,0,0,0,0,
18.3667,-0.00826462,-0.0291873,0.154275,-0.0392293,-0.0946183,0.262466,0.0749443,-0.0781503,-0.245224,-2.32969,0.467276,-2.35847,0.341112,593.369,606.558,0.0724719,593.369,606.558,0.0724719,0,0,0,0,
18.3733,-0.00820614,-0.0293011,0.154254,-0.0390453,-0.0950195,0.262309,0.0747415,-0.0784369,-0.245186,-2.32717,0.467644,-2.35253,0.341168,592.034,607.861,0.104365,592.034,607.861,0.104365,0,0,0,0,
18.38,-0.0081481,-0.0294283,0.154229,-0.0388658,-0.095443,0.26214,0.074532,-0.0787547,-0.245135,-2.32442,0.468106,-2.34629,0.3413,590.697,609.161,0.142058,590.697,609.161,0.142058,0,0,0,0,
18.3867,-0.00808985,-0.029564,0.154201,-0.0386957,-0.0958797,0.26197,0.0743314,-0.0790623,-0.245087,-2.32161,0.468621,-2.34103,0.341246,589.357,610.458,0.185548,589.357,610.458,0.185548,0,0,0,0,
18.3933,-0.00803299,-0.0297069,0.154172,-0.0385255,-0.096338,0.261784,0.0741237,-0.0794085,-0.245023,-2.31866,0.469247,-2.33487,0.341304,588.014,611.751,0.234836,588.014,611.751,0.234836,0,0,0,0,
18.4,-0.0079783,-0.0298544,0.154141,-0.0383623,-0.0967948,0.261597,0.0739261,-0.0797639,-0.24495,-2.31562,0.469938,-2.32912,0.341457,586.668,613.042,0.289921,586.668,613.042,0.289921,0,0,0,0,
18.4067,-0.00792314,-0.0300045,0.154106,-0.0381984,-0.0972639,0.261395,0.0737223,-0.080142,-0.244866,-2.31236,0.470665,-2.32342,0.341776,585.319,614.33,0.350802,585.319,614.33,0.350802,0,0,0,0,
18.4133,-0.00786666,-0.0301679,0.154066,-0.0380376,-0.0977409,0.261194,0.0735171,-0.0805156,-0.244788,-2.30893,0.471456,-2.31859,0.341813,583.968,615.614,0.417478,583.968,615.614,0.417478,0,0,0,0,
18.42,-0.00780779,-0.0303363,0.154022,-0.0378751,-0.0982071,0.260985,0.0732995,-0.0809199,-0.244696,-2.30528,0.472245,-2.31329,0.342192,582.614,616.896,0.489949,582.614,616.896,0.489949,0,0,0,0,
18.4267,-0.007745,-0.0305095,0.153976,-0.0377071,-0.0986784,0.260775,0.0730688,-0.0813332,-0.244604,-2.30142,0.473033,-2.30818,0.342575,581.258,618.174,0.568213,581.258,618.174,0.568213,0,0,0,0,
18.4333,-0.00767635,-0.030686,0.15393,-0.0375318,-0.0991465,0.260564,0.0728501,-0.0817334,-0.244513,-2.29739,0.473854,-2.30467,0.342843,579.898,619.449,0.652269,579.898,619.449,0.652269,0,0,0,0,
18.44,-0.00759289,-0.0308707,0.15388,-0.0373331,-0.0996191,0.260354,0.0726137,-0.0821482,-0.244417,-2.29335,0.474589,-2.30017,0.343438,578.537,620.721,0.742115,578.537,620.721,0.742115,0,0,0,0,
18.4467,-0.00750041,-0.0310604,0.153829,-0.0371158,-0.100084,0.260147,0.072388,-0.0825539,-0.24432,-2.28932,0.47535,-2.29636,0.343989,577.172,621.99,0.837752,577.172,621.99,0.837752,0,0,0,0,
18.4533,-0.00739905,-0.0312508,0.15378,-0.0368769,-0.100538,0.259948,0.0721491,-0.0829532,-0.244232,-2.28512,0.476082,-2.29305,0.344401,575.805,623.255,0.939176,575.805,623.255,0.939176,0,0,0,0,
18.46,-0.00728444,-0.0314435,0.15373,-0.0366028,-0.100999,0.259751,0.0718895,-0.0833519,-0.24415,-2.28104,0.476713,-2.2886,0.344913,574.436,624.517,1.04639,574.436,624.517,1.04639,0,0,0,0,
18.4667,-0.0071634,-0.0316305,0.153682,-0.0362879,-0.101453,0.259563,0.071643,-0.0837448,-0.244066,-2.27685,0.477427,-2.28529,0.345262,573.064,625.776,1.15938,573.064,625.776,1.15938,0,0,0,0,
18.4733,-0.0070353,-0.0318162,0.153633,-0.0359284,-0.101912,0.259384,0.0713801,-0.0841428,-0.243987,-2.27257,0.478159,-2.28162,0.345439,571.69,627.032,1.27816,571.69,627.032,1.27816,0,0,0,0,
18.48,-0.00690247,-0.0319979,0.153585,-0.0355229,-0.102365,0.259219,0.0710969,-0.0845433,-0.243913,-2.26818,0.478832,-2.27773,0.345632,570.313,628.284,1.40272,570.313,628.284,1.40272,0,0,0,0,
18.4867,-0.00676393,-0.032172,0.15354,-0.0350578,-0.102831,0.259074,0.0707513,-0.0849301,-0.243877,-2.26376,0.47944,-2.27214,0.345026,568.933,629.534,1.53307,568.933,629.534,1.53307,0,0,0,0,
18.4933,-0.0066247,-0.0323369,0.153498,-0.034547,-0.103291,0.258945,0.070391,-0.0852942,-0.243857,-2.25943,0.479919,-2.26637,0.344363,567.551,630.779,1.66919,567.551,630.779,1.66919,0,0,0,0,
18.5,-0.00648574,-0.0324922,0.153459,-0.0340019,-0.103722,0.258809,0.0700044,-0.0857018,-0.243815,-2.25472,0.48032,-2.25993,0.344397,566.167,632.022,1.81108,566.167,632.022,1.81108,0,0,0,0,
18.5067,-0.00634153,-0.0326401,0.153422,-0.0334139,-0.10414,0.258686,0.0695751,-0.0861231,-0.243782,-2.24986,0.480637,-2.25222,0.344449,564.78,633.261,1.95875,564.78,633.261,1.95875,0,0,0,0,
18.5133,-0.00619053,-0.0327812,0.153386,-0.0327943,-0.104531,0.258574,0.069132,-0.0865554,-0.243745,-2.24492,0.480935,-2.244,0.34464,563.391,634.497,2.11219,563.391,634.497,2.11219,0,0,0,0,
18.52,-0.00603697,-0.0329133,0.153352,-0.0321293,-0.104911,0.258479,0.0686719,-0.0869858,-0.243717,-2.23984,0.481265,-2.23586,0.344535,561.999,635.729,2.2714,561.999,635.729,2.2714,0,0,0,0,
18.5267,-0.0058706,-0.0330422,0.15332,-0.0314351,-0.105272,0.258419,0.0681277,-0.0874152,-0.243727,-2.23443,0.481527,-2.22601,0.34364,560.606,636.958,2.43638,560.606,636.958,2.43638,0,0,0,0,
18.5333,-0.00569127,-0.0331658,0.15329,-0.0307187,-0.105601,0.258366,0.0676205,-0.0878021,-0.243739,-2.22932,0.481694,-2.21745,0.342947,559.209,638.183,2.60713,559.209,638.183,2.60713,0,0,0,0,
18.54,-0.00550138,-0.0332846,0.153262,-0.0299742,-0.105914,0.258325,0.0670694,-0.0881804,-0.24377,-2.22389,0.481727,-2.2089,0.342101,557.811,639.405,2.78363,557.811,639.405,2.78363,0,0,0,0,
18.5467,-0.00529941,-0.0333984,0.153236,-0.0292281,-0.106194,0.258297,0.0664845,-0.0885551,-0.243812,-2.21812,0.481632,-2.20055,0.341312,556.41,640.624,2.9659,556.41,640.624,2.9659,0,0,0,0,
18.5533,-0.00508176,-0.0335077,0.153212,-0.028499,-0.10643,0.25827,0.065931,-0.0889197,-0.243838,-2.21245,0.481477,-2.19325,0.341057,555.007,641.839,3.15392,555.007,641.839,3.15392,0,0,0,0,
18.56,-0.00485331,-0.0336115,0.153188,-0.0277579,-0.106655,0.258265,0.0653513,-0.0892604,-0.243888,-2.20679,0.481284,-2.18554,0.340286,553.602,643.05,3.3477,553.602,643.05,3.3477,0,0,0,0,
18.5667,-0.00461404,-0.0337061,0.153167,-0.0270278,-0.106846,0.258261,0.0647977,-0.0895764,-0.243937,-2.20119,0.481038,-2.17919,0.339683,552.194,644.258,3.54723,552.194,644.258,3.54723,0,0,0,0,
18.5733,-0.00435819,-0.0337944,0.153148,-0.0263026,-0.107017,0.258264,0.064226,-0.0898787,-0.243997,-2.19567,0.480711,-2.17219,0.338998,550.784,645.463,3.75251,550.784,645.463,3.75251,0,0,0,0,
18.58,-0.00410091,-0.033875,0.153131,-0.0255946,-0.10717,0.258275,0.0636374,-0.0901803,-0.244059,-2.19017,0.480306,-2.16441,0.338457,549.373,646.664,3.96353,549.373,646.664,3.96353,0,0,0,0,
18.5867,-0.00384565,-0.0339454,0.153117,-0.0248865,-0.107305,0.258292,0.0630532,-0.0904401,-0.24414,-2.18477,0.479813,-2.15744,0.337642,547.958,647.861,4.1803,547.958,647.861,4.1803,0,0,0,0,
18.5933,-0.00359146,-0.0340076,0.153104,-0.0241949,-0.107415,0.25831,0.0624908,-0.0906817,-0.244217,-2.17931,0.479228,-2.15208,0.337166,546.542,649.055,4.40281,546.542,649.055,4.40281,0,0,0,0,
18.6,-0.00334175,-0.0340635,0.153093,-0.0235253,-0.107503,0.258309,0.0619827,-0.0909337,-0.244255,-2.17422,0.478597,-2.14698,0.337756,545.124,650.245,4.63105,545.124,650.245,4.63105,0,0,0,0,
18.6067,-0.00309413,-0.0341095,0.153083,-0.022864,-0.107574,0.258326,0.0614527,-0.0911448,-0.244324,-2.16878,0.477829,-2.14356,0.337906,543.703,651.431,4.86503,543.703,651.431,4.86503,0,0,0,0,
18.6133,-0.00285618,-0.0341483,0.153073,-0.0222069,-0.10764,0.258356,0.0609018,-0.09134,-0.244414,-2.16364,0.477132,-2.13836,0.337354,542.281,652.614,5.10473,542.281,652.614,5.10473,0,0,0,0,
18.62,-0.00262658,-0.0341802,0.153065,-0.0215765,-0.107681,0.258365,0.0604161,-0.0915539,-0.244458,-2.15859,0.476416,-2.13486,0.338009,540.856,653.793,5.35017,540.856,653.793,5.35017,0,0,0,0,
18.6267,-0.00240237,-0.0342059,0.153057,-0.0209677,-0.107711,0.258377,0.0599429,-0.0917341,-0.244515,-2.15362,0.475654,-2.13238,0.338427,539.43,654.969,5.60132,539.43,654.969,5.60132,0,0,0,0,
18.6333,-0.00217674,-0.0342273,0.15305,-0.0203695,-0.107737,0.258394,0.0594362,-0.0919222,-0.244576,-2.14852,0.474798,-2.12882,0.338996,538.001,656.14,5.8582,538.001,656.14,5.8582,0,0,0,0,
18.64,-0.00195033,-0.0342501,0.153048,-0.0197926,-0.107753,0.258414,0.059007,-0.0920642,-0.244638,-2.14441,0.474078,-2.12531,0.339199,536.57,657.309,6.12079,536.57,657.309,6.12079,0,0,0,0,
18.6467,-0.00172775,-0.0342703,0.153046,-0.0192372,-0.107767,0.258432,0.0585489,-0.0922191,-0.244698,-2.14008,0.473272,-2.12122,0.339649,535.138,658.473,6.38909,535.138,658.473,6.38909,0,0,0,0,
18.6533,-0.00150826,-0.034287,0.153043,-0.0187025,-0.107776,0.258451,0.0581224,-0.0923431,-0.244763,-2.13587,0.472437,-2.11861,0.340048,533.703,659.633,6.6631,533.703,659.633,6.6631,0,0,0,0,
18.66,-0.00129571,-0.034302,0.153041,-0.0181978,-0.10779,0.258469,0.0576995,-0.0924703,-0.244824,-2.13199,0.471624,-2.11464,0.340509,532.266,660.79,6.94281,532.266,660.79,6.94281,0,0,0,0,
18.6667,-0.0010867,-0.0343141,0.15304,-0.017704,-0.1078,0.258487,0.057281,-0.0925752,-0.244895,-2.12814,0.470752,-2.11124,0.340864,530.828,661.943,7.22822,530.828,661.943,7.22822,0,0,0,0,
18.6733,-0.0008844,-0.034325,0.153037,-0.0172377,-0.107817,0.258503,0.0569351,-0.0926216,-0.244976,-2.12452,0.469914,-2.11124,0.340864,529.388,663.093,7.51933,529.388,663.093,7.51933,0,0,0,0,
18.68,-0.000692469,-0.0343351,0.153035,-0.0167916,-0.107836,0.258514,0.0564689,-0.0927983,-0.245017,-2.12115,0.469145,-2.10201,0.341712,527.945,664.238,7.81613,527.945,664.238,7.81613,0,0,0,0,
18.6867,-0.000510873,-0.034344,0.153033,-0.016369,-0.107864,0.258523,0.0560747,-0.0929221,-0.245068,-2.11791,0.468448,-2.09647,0.342157,526.501,665.38,8.11861,526.501,665.38,8.11861,0,0,0,0,
18.6933,-0.000343591,-0.0343517,0.153031,-0.0159672,-0.107894,0.258526,0.0557043,-0.0930272,-0.245123,-2.11479,0.467815,-2.09178,0.342322,525.055,666.517,8.42678,525.055,666.517,8.42678,0,0,0,0,
18.7,-0.000189031,-0.0343586,0.153028,-0.0155914,-0.107932,0.258525,0.0553494,-0.0931361,-0.24517,-2.1118,0.46724,-2.08709,0.342547,523.608,667.651,8.74063,523.608,667.651,8.74063,0,0,0,0,
18.7067,-4.62617e-05,-0.0343666,0.153026,-0.015235,-0.107977,0.258519,0.0550051,-0.0932442,-0.245213,-2.10888,0.466693,-2.08256,0.342789,522.158,668.781,9.06015,522.158,668.781,9.06015,0,0,0,0,
18.7133,8.34401e-05,-0.0343755,0.153022,-0.0149061,-0.108031,0.258506,0.0550051,-0.0932442,-0.245213,-2.10888,0.466693,-2.08256,0.342789,520.707,669.907,9.38534,520.707,669.907,9.38534,0,0,0,0,
18.72,0.000201209,-0.0343864,0.153018,-0.0145984,-0.108092,0.258487,0.054309,-0.0934773,-0.24529,-2.10297,0.465645,-2.07296,0.343425,519.254,671.03,9.71619,519.254,671.03,9.71619,0,0,0,0,
18.7267,0.000308987,-0.0343992,0.153013,-0.0143093,-0.108161,0.258463,0.053983,-0.0935843,-0.245327,-2.10018,0.465168,-2.06863,0.343666,517.799,672.148,10.0527,517.799,672.148,10.0527,0,0,0,0,
18.7333,0.000408467,-0.0344149,0.153007,-0.0140431,-0.108238,0.258433,0.053668,-0.0936933,-0.24536,-2.09758,0.464746,-2.06384,0.343894,516.342,673.262,10.3949,516.342,673.262,10.3949,0,0,0,0,
18.74,0.000500267,-0.0344337,0.153001,-0.0137954,-0.108328,0.258395,0.0533746,-0.0938018,-0.245386,-2.09511,0.464384,-2.05942,0.344138,514.884,674.373,10.7427,514.884,674.373,10.7427,0,0,0,0,
18.7467,0.000585357,-0.0344559,0.152994,-0.0135679,-0.108424,0.258352,0.0531037,-0.093909,-0.245406,-2.09285,0.464093,-2.05508,0.344358,513.424,675.479,11.0962,513.424,675.479,11.0962,0,0,0,0,
18.7533,0.000664101,-0.0344805,0.152986,-0.0133589,-0.108531,0.258301,0.0528439,-0.0940253,-0.245416,-2.09069,0.463844,-2.05059,0.344731,511.963,676.581,11.4553,511.963,676.581,11.4553,0,0,0,0,
18.76,0.000738033,-0.0345087,0.152978,-0.0131656,-0.108649,0.258243,0.0526153,-0.0941333,-0.245422,-2.08867,0.463657,-2.04701,0.345053,510.5,677.68,11.82,510.5,677.68,11.82,0,0,0,0,
18.7667,0.000807717,-0.0345403,0.152968,-0.0129852,-0.108786,0.258176,0.0523802,-0.0942605,-0.245417,-2.08673,0.463504,-2.04238,0.345569,509.035,678.774,12.1904,509.035,678.774,12.1904,0,0,0,0,
18.7733,0.000872443,-0.0345754,0.152957,-0.0128193,-0.108933,0.258098,0.0521669,-0.094378,-0.245412,-2.08498,0.463393,-2.03811,0.345993,507.569,679.864,12.5663,507.569,679.864,12.5663,0,0,0,0,
18.78,0.000934693,-0.0346148,0.152946,-0.0126638,-0.109101,0.258007,0.0519703,-0.0944955,-0.245402,-2.0832,0.463326,-2.03463,0.346427,506.101,680.951,12.9479,506.101,680.951,12.9479,0,0,0,0,
18.7867,0.000996265,-0.0346608,0.152931,-0.0125202,-0.10929,0.257901,0.0517778,-0.0946155,-0.24539,-2.0814,0.463298,-2.03136,0.346815,504.632,682.033,13.3352,504.632,682.033,13.3352,0,0,0,0,
18.7933,0.00105464,-0.0347117,0.152915,-0.0123846,-0.109506,0.25778,0.0515776,-0.0947636,-0.245363,-2.07955,0.463333,-2.02739,0.347443,503.161,683.111,13.728,503.161,683.111,13.728,0,0,0,0,
18.8,0.00111102,-0.0347669,0.152897,-0.0122573,-0.109745,0.257643,0.0513923,-0.0949075,-0.245335,-2.07773,0.46342,-2.02399,0.347959,501.688,684.185,14.1264,501.688,684.185,14.1264,0,0,0,0,
18.8067,0.00116235,-0.0348333,0.152873,-0.0121398,-0.110008,0.257492,0.0511897,-0.0950843,-0.245292,-2.07572,0.463576,-2.01993,0.34868,500.214,685.255,14.5304,500.214,685.255,14.5304,0,0,0,0,
18.8133,0.00121201,-0.034907,0.152846,-0.0120285,-0.1103,0.257324,0.0509856,-0.0952732,-0.245243,-2.07372,0.463787,-2.01551,0.34944,498.739,686.321,14.94,498.739,686.321,14.94,0,0,0,0,
18.82,0.00125923,-0.0349894,0.152818,-0.011924,-0.110614,0.25714,0.0507989,-0.0954663,-0.245186,-2.07175,0.46405,-2.01164,0.350267,497.262,687.382,15.3552,497.262,687.382,15.3552,0,0,0,0,
18.8267,0.00130489,-0.0350817,0.152785,-0.0118252,-0.110955,0.256942,0.0506185,-0.0956695,-0.245123,-2.06971,0.464417,-2.00811,0.350978,495.784,688.44,15.776,495.784,688.44,15.776,0,0,0,0,
18.8333,0.00135266,-0.0351732,0.152753,-0.01173,-0.111314,0.256732,0.0504546,-0.0958775,-0.245053,-2.06776,0.464845,-2.0048,0.351732,494.304,689.493,16.2024,494.304,689.493,16.2024,0,0,0,0,
18.84,0.00140082,-0.0352719,0.152718,-0.0116357,-0.111686,0.256516,0.0502861,-0.0961087,-0.244969,-2.06583,0.465338,-2.00077,0.352672,492.824,690.542,16.6343,492.824,690.542,16.6343,0,0,0,0,
18.8467,0.00144547,-0.0353888,0.152676,-0.0115428,-0.112075,0.256289,0.0501089,-0.0963646,-0.244875,-2.06375,0.46594,-1.99647,0.353613,491.341,691.587,17.0717,491.341,691.587,17.0717,0,0,0,0,
18.8533,0.00148992,-0.0355154,0.152631,-0.011449,-0.112468,0.256057,0.0499441,-0.0966212,-0.244778,-2.06164,0.466613,-1.99281,0.354437,489.858,692.627,17.5148,489.858,692.627,17.5148,0,0,0,0,
18.86,0.00153055,-0.0356419,0.152584,-0.0113515,-0.112881,0.255814,0.0497552,-0.0969112,-0.244669,-2.05916,0.467399,-1.98897,0.355261,488.373,693.664,17.9633,488.373,693.664,17.9633,0,0,0,0,
18.8667,0.00157086,-0.0357741,0.152535,-0.0112402,-0.113294,0.25557,0.049571,-0.0971978,-0.244562,-2.05666,0.468219,-1.98548,0.355957,486.887,694.696,18.4174,486.887,694.696,18.4174,0,0,0,0,
18.8733,0.00161316,-0.0359135,0.152484,-0.0111209,-0.113705,0.255327,0.0493809,-0.0974951,-0.244452,-2.05405,0.469106,-1.98201,0.356572,485.399,695.723,18.8771,485.399,695.723,18.8771,0,0,0,0,
18.88,0.00165887,-0.0360571,0.152431,-0.0109884,-0.114117,0.255085,0.0491739,-0.0978072,-0.244335,-2.05122,0.469978,-1.97845,0.357381,483.91,696.747,19.3422,483.91,696.747,19.3422,0,0,0,0,
18.8867,0.00170796,-0.0362019,0.152377,-0.0108405,-0.114526,0.254844,0.0489567,-0.0981302,-0.244211,-2.04821,0.470826,-1.97511,0.358402,482.42,697.766,19.8129,482.42,697.766,19.8129,0,0,0,0,
18.8933,0.00176442,-0.0363559,0.152323,-0.0106716,-0.114941,0.254598,0.0487411,-0.0984481,-0.244089,-2.04543,0.471666,-1.97109,0.359417,480.929,698.781,20.2891,480.929,698.781,20.2891,0,0,0,0,
18.9,0.00182592,-0.0365107,0.152267,-0.0104846,-0.115348,0.254356,0.0485327,-0.0987508,-0.243975,-2.04263,0.472511,-1.96774,0.360197,479.437,699.792,20.7708,479.437,699.792,20.7708,0,0,0,0,
18.9067,0.00189473,-0.0366664,0.152211,-0.0102723,-0.115753,0.254115,0.0483186,-0.099065,-0.243853,-2.03997,0.47336,-1.96344,0.361184,477.944,700.798,21.258,477.944,700.798,21.258,0,0,0,0,
18.9133,0.00196329,-0.0368153,0.152155,-0.0100367,-0.116149,0.25388,0.0480779,-0.0994173,-0.243716,-2.03689,0.474341,-1.95904,0.362194,476.449,701.8,21.7507,476.449,701.8,21.7507,0,0,0,0,
18.92,0.00203612,-0.0369603,0.1521,-0.00977271,-0.116539,0.253648,0.0478252,-0.0997673,-0.243585,-2.03374,0.475333,-1.95452,0.363041,474.953,702.797,22.2489,474.953,702.797,22.2489,0,0,0,0,
18.9267,0.00211335,-0.0371002,0.152047,-0.00948441,-0.116918,0.253423,0.0475628,-0.100116,-0.243457,-2.03034,0.47632,-1.95066,0.363795,473.457,703.79,22.7526,473.457,703.79,22.7526,0,0,0,0,
18.9333,0.00219904,-0.0372399,0.151993,-0.00916931,-0.117285,0.253204,0.0472815,-0.100454,-0.243338,-2.02691,0.477207,-1.94646,0.364581,471.959,704.779,23.2617,471.959,704.779,23.2617,0,0,0,0,
18.94,0.00229056,-0.0373774,0.151941,-0.00882096,-0.117648,0.252993,0.0469892,-0.100785,-0.243224,-2.02352,0.478026,-1.94186,0.365416,470.46,705.763,23.7763,470.46,705.763,23.7763,0,0,0,0,
18.9467,0.00238865,-0.0375135,0.151889,-0.00844619,-0.117997,0.25279,0.0466975,-0.101101,-0.243119,-2.02013,0.478831,-1.93756,0.366053,468.96,706.743,24.2964,468.96,706.743,24.2964,0,0,0,0,
18.9533,0.00249329,-0.0376458,0.151838,-0.00804171,-0.118333,0.252593,0.0463789,-0.101436,-0.243007,-2.01673,0.479646,-1.93196,0.366851,467.459,707.718,24.8219,467.459,707.718,24.8219,0,0,0,0,
18.96,0.0026035,-0.0377752,0.151787,-0.00760848,-0.118656,0.252408,0.0460486,-0.101765,-0.242905,-2.01313,0.480491,-1.92678,0.367319,465.957,708.689,25.3528,465.957,708.689,25.3528,0,0,0,0,
18.9667,0.00272165,-0.0379024,0.151737,-0.00713854,-0.118968,0.252228,0.0456941,-0.102104,-0.242801,-2.00951,0.481346,-1.92056,0.367835,464.455,709.656,25.8892,464.455,709.656,25.8892,0,0,0,0,
18.9733,0.00284555,-0.0380225,0.151689,-0.00664534,-0.119267,0.252058,0.0453269,-0.10243,-0.242707,-2.00583,0.482125,-1.91438,0.368278,462.951,710.618,26.431,462.951,710.618,26.431,0,0,0,0,
18.98,0.00297703,-0.0381383,0.151642,-0.00613152,-0.119543,0.251901,0.0449442,-0.102736,-0.242626,-2.00196,0.482763,-1.90874,0.368738,461.446,711.575,26.9782,461.446,711.575,26.9782,0,0,0,0,
18.9867,0.00311513,-0.0382509,0.151598,-0.00559533,-0.119807,0.251755,0.0445483,-0.103037,-0.242548,-1.99812,0.483319,-1.90265,0.369347,459.941,712.528,27.5308,459.941,712.528,27.5308,0,0,0,0,
18.9933,0.00326873,-0.0383666,0.151553,-0.00504058,-0.120045,0.251614,0.0441678,-0.103306,-0.242488,-1.99461,0.483845,-1.89639,0.369605,458.434,713.477,28.0888,458.434,713.477,28.0888,0,0,0,0,
19,0.00341945,-0.0384677,0.151509,-0.00447084,-0.120261,0.251489,0.0437554,-0.103588,-0.242427,-1.99052,0.484395,-1.89093,0.36978,456.927,714.42,28.6522,456.927,714.42,28.6522,0,0,0,0,
19.0067,0.00357677,-0.0385619,0.151467,-0.00388484,-0.120465,0.251371,0.0433103,-0.103883,-0.24236,-1.98638,0.484874,-1.88423,0.370294,455.419,715.36,29.221,455.419,715.36,29.221,0,0,0,0,
19.0133,0.00374156,-0.0386491,0.151428,-0.00329896,-0.120645,0.251264,0.042869,-0.104156,-0.242306,-1.98236,0.485297,-1.87762,0.370642,453.91,716.294,29.7952,453.91,716.294,29.7952,0,0,0,0,
19.02,0.00392259,-0.0387342,0.151388,-0.00269504,-0.120799,0.251167,0.042451,-0.104383,-0.242275,-1.97864,0.485625,-1.87145,0.370662,452.4,717.225,30.3748,452.4,717.225,30.3748,0,0,0,0,
19.0267,0.00410855,-0.0388148,0.151351,-0.00208967,-0.120936,0.251077,0.0420143,-0.104602,-0.242251,-1.97468,0.485857,-1.86568,0.370735,450.89,718.15,30.9597,450.89,718.15,30.9597,0,0,0,0,
19.0333,0.00429996,-0.0388888,0.151317,-0.00148406,-0.121054,0.250994,0.0415848,-0.104801,-0.242235,-1.97074,0.486022,-1.86046,0.370741,449.379,719.071,31.5499,449.379,719.071,31.5499,0,0,0,0,
19.04,0.00449976,-0.0389566,0.151283,-0.000882489,-0.121154,0.25092,0.0411363,-0.104986,-0.242232,-1.96666,0.486096,-1.85527,0.370673,447.867,719.987,32.1455,447.867,719.987,32.1455,0,0,0,0,
19.0467,0.00471041,-0.0390197,0.15125,-0.000274927,-0.12124,0.250847,0.0406906,-0.105161,-0.242232,-1.96256,0.486127,-1.85039,0.370622,446.354,720.899,32.7464,446.354,720.899,32.7464,0,0,0,0,
19.0533,0.00492585,-0.0390784,0.151218,0.000322007,-0.12131,0.250785,0.0402413,-0.105326,-0.242239,-1.9584,0.486132,-1.84576,0.370459,444.841,721.806,33.3527,444.841,721.806,33.3527,0,0,0,0,
19.06,0.0051312,-0.0391237,0.151187,0.000920046,-0.121369,0.250727,0.0397274,-0.1055,-0.242249,-1.95339,0.485993,-1.84181,0.370513,443.327,722.708,33.9643,443.327,722.708,33.9643,0,0,0,0,
19.0667,0.00535327,-0.0391681,0.151158,0.00151556,-0.121418,0.25068,0.039233,-0.105664,-0.242261,-1.9487,0.485875,-1.83748,0.37051,441.812,723.606,34.5812,441.812,723.606,34.5812,0,0,0,0,
19.0733,0.0055795,-0.0392078,0.151131,0.00209226,-0.121456,0.250633,0.0387358,-0.105813,-0.242281,-1.94415,0.485685,-1.83272,0.370502,440.297,724.499,35.2033,440.297,724.499,35.2033,0,0,0,0,
