timestamp, x, y, z, x_ref, y_ref, z_ref, err, model_time, total_time, q_0, q_1, q_2, q_3, p_0, p_1, p_2, p_3, p_4, p_5
0.21, 0.06674464714587001, 0.028143561582049635, -0.2669041220599143, 0.012543415592118414, 0.024949402898131114, -0.22, 0.07174937503457986, 0.0012302, 0.0016631, 0.1982923283016509, -0.27090420424196626, 0.23662500392460054, -0.2577555801839356, 133.95526488334002, 0, 337.228849055141, 302.7019133297238, 0, 360.81469771466686
0.23, 0.05510182564767237, 0.02687414385992001, -0.2704137384300425, 0.012543415592118414, 0.024949402898131114, -0.22, 0.06600354472844175, 0.0015129, 0.0019512, 0.1588778707017105, -0.26691674250209946, 0.2136845292506597, -0.2450009758899687, 164.29537092745932, 0, 345.503953389777, 269.3996056336656, 0, 336.75148493798883
0.25, 0.041865235122036173, 0.02527180636610946, -0.27380553241353145, 0.012543415592118414, 0.024949402898131114, -0.22, 0.06127730707892453, 0.0013194, 0.0017294, 0.10844406233952467, -0.24876752205896197, 0.18993851938206002, -0.24257773103405855, 148.48465311917258, 0, 323.1844660894073, 303.9397079656726, 0, 367.2242984410535
0.27, 0.027966593769136735, 0.023515416282273327, -0.2767534167294903, 0.012543415592118414, 0.024949402898131114, -0.22, 0.058829253379298466, 0.001441, 0.0018537, 0.04535732001312595, -0.24278573202255457, 0.17068517504165134, -0.22355334129082466, 137.1117828870356, 0, 363.56203557151906, 313.09498425564976, 0, 305.16527568529557
0.29, 0.014076023782627557, 0.021963230559759385, -0.27861850004919875, 0.012543415592118414, 0.024949402898131114, -0.22, 0.05871451831632433, 0.0012458, 0.0016595, -0.02593947798210436, -0.2856656580879358, 0.17156401516031777, -0.15752685141651146, 151.9600199100385, 0, 539.8277003331614, 288.24275684879336, 0, 106.46464994726175
0.31, 0.007528276088150188, 0.02170628899717965, -0.2793022334009266, 0.018772135804827703, 0.03708203932499369, -0.22, 0.06228637865384027, 0.0013901, 0.0018995, -0.06535119449656053, -0.23974672872763486, 0.13907964981726967, -0.17873390777124365, 141.9962796860307, 0, 340.98981912216095, 283.7553084183399, 0, 411.5694369728926
0.33, -0.010811311914759902, 0.021571344066946694, -0.2795599489435499, 0.018772135804827703, 0.03708203932499369, -0.22, 0.06828725770247218, 0.0015567, 0.0020754, -0.11209082718986867, -0.22901104339264147, 0.1188439614905944, -0.17587679942352127, 143.1454079613681, 0, 310.1078267581365, 297.531405795159, 0, 433.9959361917399
0.35, -0.02083190731022776, 0.022590051264188272, -0.279248990921667, 0.018772135804827703, 0.03708203932499369, -0.22, 0.0727251048417909, 0.0012941, 0.0017092, -0.1566115818365773, -0.22913282669130725, 0.10268004853540322, -0.17477380106934828, 137.45129461542936, 0, 328.1549573444778, 274.84688658613123, 0, 374.649564325008
0.37, -0.028120893730900088, 0.025368201839788954, -0.27812761392545277, 0.018772135804827703, 0.03708203932499369, -0.22, 0.07559755094138247, 0.0012519, 0.001664, -0.18709438662189806, -0.21811071163202658, 0.09359216070253111, -0.18729621280372374, 118.41161026645942, 0, 317.6991186747337, 271.52917932978323, 0, 361.6765490949377
0.39, -0.03288131320353088, 0.029774779138201896, -0.27694878252766186, 0.018772135804827703, 0.03708203932499369, -0.22, 0.07723107326251201, 0.0012758, 0.0016838, -0.2147797124804225, -0.22650285926714897, 0.08545481234201172, -0.1948275617392734, 110.15191453266515, 0, 340.11881509615637, 242.91880504857016, 0, 287.6393134711278
0.41, -0.03485000101559792, 0.03532554865075175, -0.2758005668633724, 0.024949402898131117, 0.04880839716909602, -0.22, 0.08289426503009496, 0.0013402, 0.0018696, -0.22932910774178666, -0.24278703525507433, 0.0787296410786633, -0.1985375018472651, 149.23749525751091, 0, 378.6622635416918, 235.66693054638984, 0, 314.81773850420217
0.43, -0.03417047625563991, 0.04174833289059152, -0.2745639224201365, 0.024949402898131117, 0.04880839716909602, -0.22, 0.08076030119213139, 0.0013071, 0.0017217, -0.2347167188627033, -0.2635259557462382, 0.06869808584112846, -0.21618687964044508, 144.39569444299025, 0, 379.9290985842096, 211.02139753814234, 0, 299.3894121839139
0.45, -0.030693686030940828, 0.04900696200669076, -0.2729796978693824, 0.024949402898131117, 0.04880839716909602, -0.22, 0.07683125119308147, 0.0012271, 0.0016357, -0.22942221035769642, -0.2908364515629707, 0.06414550484202466, -0.23918247322725616, 140.9662512233746, 0, 375.34127067695783, 195.5313581552731, 0, 316.2621782016321
0.47, -0.024912390241689845, 0.0561172087319074, -0.2713543456451366, 0.024949402898131117, 0.04880839716909602, -0.22, 0.0719505799713883, 0.0012629, 0.001676, -0.20555274971737872, -0.3157217950286247, 0.05843275367034987, -0.27248730445173447, 163.09605353728065, 0, 358.32728299494624, 155.6661570289023, 0, 361.09868182105373
0.49, -0.01717333819415014, 0.06264441354471334, -0.26986283963512264, 0.024949402898131117, 0.04880839716909602, -0.22, 0.06672378468546031, 0.0012333, 0.0016408, -0.19535100333669825, -0.35611535457560384, 0.08653234841256159, -0.277583089095926, 143.61315464949416, 0, 415.1770373317153, 175.56350190989676, 0, 308.4919387474197
0.51, -0.008329303877752632, 0.0683900086329145, -0.2684011184081405, 0.03105828541230249, 0.06, -0.22, 0.06296382054879836, 0.0013526, 0.0017632, -0.15128458878584014, -0.3698176534865043, 0.08370986070224254, -0.3081122814868773, 203.3096942320884, 0, 395.7175923133626, 169.78608001739994, 0, 444.0430946329897
0.53, 0.001540569030725539, 0.07296548156352257, -0.2667852700226565, 0.03105828541230249, 0.06, -0.22, 0.05681778580383207, 0.0012578, 0.0016728, -0.13374197524512887, -0.4142920815592728, 0.12557656972134887, -0.291314820849762, 188.5112815701418, 0, 475.336052075008, 193.85065864012088, 0, 344.9387256611017
0.55, 0.011554835218609252, 0.0760954709522273, -0.2651054542535357, 0.03105828541230249, 0.06, -0.22, 0.05171025776429342, 0.0013316, 0.0017504, -0.09392333472941035, -0.4395474835463197, 0.13091583931879835, -0.28824135287927694, 227.52355441748864, 0, 463.3756683475575, 147.3256857982235, 0, 374.11045105877923
0.57, 0.021132910565123352, 0.07756264063693694, -0.26365985083679094, 0.03105828541230249, 0.06, -0.22, 0.048095134754879726, 0.0012321, 0.0016462, -0.05606584057052371, -0.46816289227019003, 0.13876831398514713, -0.27204526080050884, 224.05910407964151, 0, 498.8977500997922, 154.54777565538478, 0, 337.49469835647125
0.59, 0.029558866503624093, 0.07796569885698834, -0.26253883578930265, 0.03105828541230249, 0.06, -0.22, 0.046201375983762116, 0.0012715, 0.0016818, -0.01760546741387642, -0.48030483864498363, 0.13307779987265864, -0.27693796318252045, 210.43017494696787, 0, 500.1436520443608, 183.5592315072673, 0, 339.9694284391946
0.605, 0.034888174587010226, 0.07745552249922265, -0.26188326517607596, 0.03708203932499368, 0.07053423027509677, -0.22, 0.042507943144191415, 0.0013261, 0.0017431, 0.018275910735075247, -0.504429885689474, 0.12801913031775525, -0.2646195479162255, 261.8123078886663, 0, 564.5578645461014, 200.44247553731418, 0, 359.03665258145764
0.63, 0.04181932972998635, 0.07627753761517526, -0.2612554642776912, 0.03708203932499368, 0.07053423027509677, -0.22, 0.041921841948460346, 0.0013333, 0.001849, 0.03433208364001486, -0.4784913522161178, 0.134779935342452, -0.30101839389456075, 227.78401760260246, 0, 478.0565318999101, 246.23967851747173, 0, 517.0677036231407
0.65, 0.04505365382246062, 0.07517218223029383, -0.261192145971196, 0.03708203932499368, 0.07053423027509677, -0.22, 0.042211966617859205, 0.001248, 0.001658, 0.060216355107473835, -0.48701749297440067, 0.13805104989333977, -0.29904304832329015, 244.2837788122052, 0, 541.2344356291577, 240.57537465707617, 0, 427.05633841132556
0.67, 0.04599006464737416, 0.07461727082415644, -0.2617656592076009, 0.03708203932499368, 0.07053423027509677, -0.22, 0.0428998184648245, 0.0014244, 0.0018473, 0.06824513521884627, -0.490552595179547, 0.15217289108341317, -0.2907007882675813, 268.13777503914054, 0, 555.1552261424042, 228.07114736004718, 0, 416.9948328627604
0.69, 0.04480408720885522, 0.07475838771934602, -0.2623478910901998, 0.03708203932499368, 0.07053423027509677, -0.22, 0.04325294682934192, 0.0012258, 0.0016399, 0.06634524380387545, -0.49643845924462393, 0.16749509744669466, -0.27016886874811274, 250.81213211461383, 0, 560.2001406395931, 277.98973884654043, 0, 409.1577754669153
0.71, 0.042030216685141425, 0.07596621504369312, -0.2628275120292637, 0.043004153945436024, 0.08029567276306297, -0.22, 0.04305680601888077, 0.00135, 0.0017708, 0.0575780791581941, -0.5230667315243636, 0.17182933106971765, -0.2450366465928026, 289.7604066866557, 0, 583.5100465158439, 304.47981471540095, 0, 444.61276033040537
0.73, 0.03770404671497458, 0.07827200394289173, -0.2628625019060512, 0.043004153945436024, 0.08029567276306297, -0.22, 0.043236332427651236, 0.0012465, 0.0016582, 0.0474089003067509, -0.518662016244635, 0.14513585022209408, -0.2618463110698149, 293.34084457688635, 0, 559.2584122137606, 299.72642729743905, 0, 467.27359962791036
0.75, 0.03180330252883216, 0.08175003251617725, -0.2623154329087, 0.043004153945436024, 0.08029567276306297, -0.22, 0.04379691880713765, 0.0013238, 0.0017407, 0.02930964025313052, -0.5042771512927428, 0.11332008696400073, -0.2875618531725701, 280.2551294368571, 0, 503.55102256502107, 318.0490583280587, 0, 544.451055368235
0.77, 0.028480883411253058, 0.08379878979003354, -0.26196104501195777, 0.043004153945436024, 0.08029567276306297, -0.22, 0.04454128999489423, 0.0012289, 0.0016534, 0.0035251126288277385, -0.5320407097071008, 0.09337394508728315, -0.2851422406712303, 272.1960533798796, 0, 556.1349336667209, 285.96989598304964, 0, 463.7344868428953
0.79, 0.017893429034367025, 0.09163738911096855, -0.260084235783576, 0.043004153945436024, 0.08029567276306297, -0.22, 0.04864081612832008, 0.0013254, 0.0017482, -0.019141470876172087, -0.5498679115825302, 0.07099222471179036, -0.29239157776682634, 273.47382802018734, 0, 571.8401177609653, 286.4668979266936, 0, 408.7374182492548
0.81, 0.01431923028122091, 0.09455283956141103, -0.25923446841116843, 0.04880839716909602, 0.0891773790572873, -0.22, 0.05251420493312327, 0.0014372, 0.0019102, -0.05659542616530932, -0.5677289857933069, 0.06778533685212293, -0.29818040578009714, 277.2695399683354, 0, 607.9306712595337, 297.94128852691875, 0, 410.8187455583351
0.83, 0.0039031489269005367, 0.10446962986918717, -0.2551968332174053, 0.04880839716909602, 0.0891773790572873, -0.22, 0.05906903861686845, 0.0013686, 0.001799, -0.09439179178951242, -0.5926953580343901, 0.06716040506280097, -0.3010155321063436, 278.2979842571729, 0, 600.2123136181062, 294.4605015565064, 0, 379.9873322916666
0.85, 0.0007357825336311173, 0.10790004998991275, -0.2534937840947462, 0.04880839716909602, 0.0891773790572873, -0.22, 0.061508928276525564, 0.0012251, 0.0016321, -0.12872687114855053, -0.6141223954322385, 0.06352799480456962, -0.3273126647493757, 265.5970790855627, 0, 597.7306636113169, 282.9329526985234, 0, 402.15868228235286
0.87, -0.007549168853491333, 0.11772604650009344, -0.24703692518874124, 0.04880839716909602, 0.0891773790572873, -0.22, 0.06871824346133873, 0.0012082, 0.0016052, -0.15570176285138976, -0.6349893682487138, 0.04971812857432448, -0.3524686456241977, 259.5595364883752, 0, 575.729815051999, 290.6250194718052, 0, 405.3473031367762
0.89, -0.011280964351172283, 0.12373266638447529, -0.24254236950758123, 0.04880839716909602, 0.0891773790572873, -0.22, 0.0728900382301611, 0.0011977, 0.0015904, -0.16338257225862948, -0.655065727635712, 0.026139253212830286, -0.37723239522161, 293.21662280016767, 0, 530.0089650355534, 247.10712617847892, 0, 480.1345564708829
0.91, -0.012658452856010307, 0.12656899240623454, -0.2405024005862582, 0.05447885996874561, 0.09708203932499368, -0.22, 0.07613965855678523, 0.0014103, 0.0019003, -0.17837250931899146, -0.680400523766895, 0.022231385563668753, -0.38313028293332907, 314.60029035076417, 0, 592.8163221649403, 261.8039778663247, 0, 464.73933976442646
0.93, -0.014523859964396596, 0.13449960712642595, -0.23527404766968224, 0.05447885996874561, 0.09708203932499368, -0.22, 0.07996715744955654, 0.0011931, 0.0015905, -0.18972831787262845, -0.7101520453115077, 0.0264430821050477, -0.3752351278828708, 286.3940148003764, 0, 605.0034610791539, 277.7144362624854, 0, 394.60122523339294
0.95, -0.013890602580240942, 0.13903117833512868, -0.23225320671677713, 0.05447885996874561, 0.09708203932499368, -0.22, 0.08114342085328284, 0.0012444, 0.0016529, -0.19394998999627722, -0.7413824769024266, 0.03920602696447907, -0.3557610348813809, 290.8231820055537, 0, 603.5049668335579, 269.54529330953824, 0, 392.5443175052437
0.97, -0.011783277964192223, 0.14266370768087686, -0.2297217889588689, 0.05447885996874561, 0.09708203932499368, -0.22, 0.08101155839823221, 0.0012637, 0.0016662, -0.19940801163587688, -0.7683230473052015, 0.06561628992142876, -0.3419213188289757, 280.70174335787505, 0, 606.8543926983454, 271.21972610718814, 0, 370.7365189837796
0.99, -0.008376093735753138, 0.14505263166614868, -0.2276243122697795, 0.05447885996874561, 0.09708203932499368, -0.22, 0.07943584249155458, 0.0012861, 0.0017122, -0.19129847175893283, -0.7808815037294327, 0.08155379912811424, -0.352282344612693, 273.85097763377667, 0, 585.4317300882525, 289.5645279118385, 0, 414.2217925079093
1.01, -0.006336253400896384, 0.14576686258421956, -0.2267484356340949, 0.05999999999999998, 0.10392304845413261, -0.22, 0.07872067504619558, 0.001578, 0.002033, -0.17717216223316432, -0.7933522473913333, 0.09002433889552464, -0.37032942349252695, 310.5179946577557, 0, 596.1893388563232, 300.07043076813756, 0, 435.80675787782064
1.03, 0.0011882709759164106, 0.14636099829093757, -0.22533403194238366, 0.05999999999999998, 0.10392304845413261, -0.22, 0.07272036134340765, 0.0012079, 0.0017193, -0.1566573752553125, -0.8034254199039437, 0.09744266043983008, -0.38375237346155694, 304.73128715466544, 0, 598.4531623968488, 298.455178772476, 0, 444.72162509327393
1.05, 0.007082175576440494, 0.1455405810166147, -0.2258838897727007, 0.05999999999999998, 0.10392304845413261, -0.22, 0.06757910414595046, 0.001187, 0.0015916, -0.13995505620831272, -0.8198231122415571, 0.11212279954338224, -0.3714793741194495, 300.08863615634283, 0, 600.1994115498553, 294.5108872034793, 0, 451.79127655267774
1.07, 0.013354029866088826, 0.14402190516586372, -0.22724099331499348, 0.05999999999999998, 0.10392304845413261, -0.22, 0.06193703918907857, 0.0011939, 0.001592, -0.13006499047287415, -0.8326716027755581, 0.1375306603269041, -0.34917639175901194, 255.6244105165139, 0, 614.0638338623212, 321.75624243702737, 0, 394.65961735843877
1.09, 0.01981028820406553, 0.14180502252146465, -0.22905362866960288, 0.05999999999999998, 0.10392304845413261, -0.22, 0.05596628525787061, 0.0016499, 0.0021747, -0.0846415776288505, -0.8230143193195738, 0.13669983833782112, -0.33653442258823296, 295.02524855741314, 0, 602.0349309150283, 283.6045694220269, 0, 422.9593517066805
1.11, 0.025767006515197272, 0.13888730114509168, -0.2310939287124572, 0.06535668420180324, 0.10962545491711209, -0.22, 0.0504645764698006, 0.0013606, 0.0017626, -0.0755929450699107, -0.8219958299089253, 0.1750405315668501, -0.31104644251641356, 303.5668559508769, 0, 598.8969195591472, 309.95674584044735, 0, 440.1314845523551
1.13, 0.031085816292925558, 0.13545344420036215, -0.23298877064847712, 0.06535668420180324, 0.10962545491711209, -0.22, 0.04483620836558509, 0.0013965, 0.0018171, -0.0546046889806193, -0.8170212096178034, 0.1881152814492772, -0.3019563073570954, 310.91368167860287, 0, 596.0309296387836, 305.49489725796127, 0, 453.64514626878463
1.15, 0.03571503966276645, 0.13178622423413433, -0.2344662652149491, 0.06535668420180324, 0.10962545491711209, -0.22, 0.03973662815300425, 0.0012662, 0.0016853, -0.03186198833303498, -0.7949891940017036, 0.20965700380699692, -0.31356721997021786, 292.934240586647, 0, 602.7723994011635, 362.6486655066966, 0, 483.62896530061334
1.17, 0.0393831570124872, 0.12837605799295218, -0.23565699906081816, 0.06535668420180324, 0.10962545491711209, -0.22, 0.035656007207093506, 0.0014139, 0.0018527, -0.008523725449008217, -0.7800667022786397, 0.2093540046596584, -0.3257117895430358, 320.84151436113945, 0, 591.9001337276483, 330.24689888663374, 0, 489.16760027667095
1.19, 0.04224683677677335, 0.12520014411108396, -0.2371272211130278, 0.06535668420180324, 0.10962545491711209, -0.22, 0.03271051351708698, 0.0013021, 0.0017187, 0.005645564339258363, -0.7670866821500558, 0.21465207888191065, -0.3317403951248692, 309.5390660360629, 0, 596.5792370616315, 358.5889455202544, 0, 504.21042162034877
1.195, 0.04224683677677335, 0.12520014411108396, -0.2371272211130278, 0.07053423027509675, 0.1141267819554184, -0.22, 0.03487316566378884, 0.0017118, 0.0022908, 0.014281827854779274, -0.761581481133758, 0.21690514241771086, -0.334164825359484, 328.57664751670416, 0, 588.4654243897047, 358.5825889449516, 0, 495.4908682679702
1.23, 0.044989012568880556, 0.12113797052469646, -0.2399556195255037, 0.07053423027509675, 0.1141267819554184, -0.22, 0.03316536843544214, 0.0012591, 0.0016818, 0.03211379574693524, -0.7513127587305886, 0.21899398710113277, -0.32324233433526145, 328.7003172157419, 0, 588.4089133730266, 355.06131416595395, 0, 483.7513680330198
1.25, 0.0447614441323317, 0.12030136420435766, -0.24090220463528567, 0.07053423027509675, 0.1141267819554184, -0.22, 0.03375298698078403, 0.0013533, 0.0017792, 0.023609560035766496, -0.7352502878197119, 0.24215615697838638, -0.3236255510557403, 311.5646825268258, 0, 595.7692884131473, 423.82956819939545, 0, 524.1733276909398
1.27, 0.04345367555427911, 0.12037149278039926, -0.24114184358825458, 0.07053423027509675, 0.1141267819554184, -0.22, 0.034918911890049684, 0.0013424, 0.0017897, 0.029271241839869868, -0.7389366965186709, 0.23938004234889407, -0.317927249289052, 320.59487669749785, 0, 592.0064718890687, 392.1346227828079, 0, 473.57584887341136
1.29, 0.04127135928746364, 0.121439956426749, -0.24067247150566207, 0.07053423027509675, 0.1141267819554184, -0.22, 0.036567050980895244, 0.001491, 0.0019289, 0.008895036295104205, -0.7320402118023104, 0.2500802658933677, -0.3391612635398785, 312.0476791484346, 0, 595.5743469204067, 415.3356766616592, 0, 489.5577153370451
1.31, 0.03840733954852806, 0.12333957622751002, -0.23971727169172388, 0.07551844692598049, 0.11737771208805667, -0.22, 0.042444657116807526, 0.0012994, 0.0017444, 0.0015100599703552575, -0.7346110380378141, 0.23994723676146013, -0.3560203843659057, 336.03711719686544, 0, 584.9634115980638, 404.0912372246392, 0, 494.3895599994805
1.33, 0.035366603278254936, 0.12577646086767022, -0.2385657742592526, 0.07551844692598049, 0.11737771208805667, -0.22, 0.045026631044527254, 0.0014573, 0.0018973, -0.014470054351800809, -0.7376911317985745, 0.23125464806604007, -0.3794474491444712, 327.58888011686486, 0, 588.9149560482361, 425.2235007180372, 0, 513.7446874039289
1.35, 0.03364776263095766, 0.1271991703533482, -0.23787794010989607, 0.07551844692598049, 0.11737771208805667, -0.22, 0.04657505757767097, 0.0012693, 0.001743, -0.030373629303862077, -0.7450450391128782, 0.23095152289942192, -0.38648145336764866, 319.7350230629787, 0, 592.3756910456037, 422.5859397414585, 0, 506.96411091573134
1.37, 0.028600450934632912, 0.13241802534592234, -0.23537065347557914, 0.07551844692598049, 0.11737771208805667, -0.22, 0.05161168820146431, 0.0014875, 0.0019385, -0.048352357622218144, -0.7601119940944913, 0.23168698739849344, -0.3828331775561388, 314.5281771292699, 0, 594.5620822133832, 427.66229910210245, 0, 476.9603219772168
1.39, 0.025401981542501954, 0.1360522345232583, -0.2334013423136797, 0.07551844692598049, 0.11737771208805667, -0.22, 0.055136139387199336, 0.0012665, 0.0016829, -0.06192749432115051, -0.7772575585152592, 0.23077769917033106, -0.37773916397326524, 315.2237446813774, 0, 594.2748635098577, 426.86377922036525, 0, 473.9664519026475
1.41, 0.02399105006892303, 0.13786586493402309, -0.23222526612449793, 0.08029567276306299, 0.1193426274441928, -0.22, 0.060520888919850725, 0.0013985, 0.0019092, -0.0758290359771101, -0.7908506741227901, 0.23339011199096776, -0.37941582110699335, 327.3627884477333, 0, 589.0173939657388, 426.01122331825536, 0, 480.38706701370734
1.43, 0.020084322923189513, 0.14296800171632945, -0.22825911377000935, 0.08029567276306299, 0.1193426274441928, -0.22, 0.06520565864481491, 0.0012836, 0.0017111, -0.0936280483847461, -0.8067661764559692, 0.23856395254897717, -0.3869924918766402, 327.512554507422, 0, 588.9495567118514, 429.47420214791623, 0, 470.8426300081674
1.45, 0.01826786669554955, 0.1458370438032034, -0.22550069313082247, 0.08029567276306299, 0.1193426274441928, -0.22, 0.06767318855110303, 0.0015616, 0.0021422, -0.09012838289705295, -0.8142931415089203, 0.22557852350653687, -0.4092133343847601, 360.1373971159719, 0, 572.261052913951, 400.0140720224936, 0, 507.71464198047653
1.47, 0.01714333217449133, 0.148133172668413, -0.2231167799113768, 0.08029567276306299, 0.1193426274441928, -0.22, 0.06947537645194006, 0.0012808, 0.0017061, -0.10119140980364139, -0.8227685541759597, 0.2252469810149897, -0.42684338712306324, 370.21086368095206, 0, 566.255712904832, 393.9689272040184, 0, 538.7069194433266
1.49, 0.016745758351547086, 0.14993223727577, -0.22138568983564633, 0.08029567276306299, 0.1193426274441928, -0.22, 0.07054244103856723, 0.0014211, 0.0018292, -0.12538092077418908, -0.8400436464379246, 0.24594630248996868, -0.42842538075228315, 280.0594458900528, 0, 607.0580557722849, 476.88651297704064, 0, 461.3842313905609
1.51, 0.01688096200013746, 0.1505813290017402, -0.2208335237654554, 0.08485281374238571, 0.12, -0.22, 0.07453915128743037, 0.001246, 0.0016537, -0.10486408383025998, -0.8409648157785073, 0.2264692172188807, -0.43806252664854806, 380.04153342584374, 0, 559.9515500753172, 383.6416799153705, 0, 520.8538481755235
1.535, 0.017671423854201427, 0.15148524839630645, -0.2201873007019258, 0.08485281374238571, 0.12, -0.22, 0.0741936324453675, 0.0011864, 0.0015954, -0.09973494688233324, -0.8494904785706677, 0.2207425429440127, -0.42584477751312266, 350.72661904966236, 0, 577.4870799713555, 410.60805702017217, 0, 476.3229426360915
1.55, 0.020270307789955838, 0.1514190798924238, -0.22043128179724772, 0.08485281374238571, 0.12, -0.22, 0.0718209207708366, 0.0011906, 0.0015876, -0.08993079767360518, -0.8532687579600683, 0.2141146504935032, -0.42052742172603963, 413.5399969690139, 0, 534.6003453275644, 312.88054919763897, 0, 572.992281190468
1.57, 0.02282476031935204, 0.15047555930125833, -0.22099395335377456, 0.08485281374238571, 0.12, -0.22, 0.06911748743584877, 0.0013048, 0.0018698, -0.10536099085722592, -0.8566545341873079, 0.24625356319823533, -0.4109105961191287, 288.2667463639649, 0, 604.3761786826129, 474.1486699906766, 0, 465.61610533455615
1.59, 0.025770135204668775, 0.1488294727480536, -0.2218994123033898, 0.08485281374238571, 0.12, -0.22, 0.06576860321779864, 0.0011716, 0.0015623, -0.09165912873119937, -0.8548644211376171, 0.2387443045103005, -0.4101484441788534, 259.59351099256395, 0, 613.0208716796832, 491.98656866296324, 0, 435.19311857131424
1.61, 0.02927293524472277, 0.1466089353849456, -0.22307114659248156, 0.0891773790572873, 0.1193426274441928, -0.22, 0.06588949748332561, 0.0012304, 0.0016462, -0.07116329608538435, -0.8455541138486894, 0.23840499194300804, -0.41161827248583954, 350.3150209902202, 0, 577.7076010960947, 422.9318344742063, 0, 510.15260844236707
1.63, 0.032996654357399235, 0.1440644728967591, -0.22462378001805466, 0.0891773790572873, 0.1193426274441928, -0.22, 0.06155341430043136, 0.0011923, 0.0015974, -0.04674729736686932, -0.8381409567633871, 0.2270703226075911, -0.41360166174459817, 362.18729054552705, 0, 571.0744995828752, 396.08687105224163, 0, 505.4809602318282
1.65, 0.037033335980158025, 0.14124236206921342, -0.22624647774043727, 0.0891773790572873, 0.1193426274441928, -0.22, 0.05690007108288723, 0.0012296, 0.0016358, -0.027410443099896282, -0.8224463855198486, 0.2376886400365436, -0.42157875361617336, 343.4775571693385, 0, 581.2761848886157, 430.66226844940303, 0, 518.8006434677674
1.67, 0.03901635810419791, 0.13979495444096093, -0.22709778091830676, 0.0891773790572873, 0.1193426274441928, -0.22, 0.05463336157150943, 0.0014612, 0.0018983, -0.014491833109639023, -0.8107347593701929, 0.24829560549598012, -0.40939046660735096, 356.34605296128507, 0, 574.4095366379662, 414.3334850350403, 0, 502.6817437934497
